restart,epoch,full_delta,best_delta,objective_for_grad,best_objective_for_grad,best_epoch,learning_rate,optimized_variables,event
0,1,1274.0374967687549,1274.0374967687549,0.3138023391056046,0.3138023391056046,1,0.02,218,checkpoint
0,500,691.2492498511195,691.2492498511195,0.17025843592392106,0.17025843592392106,500,0.02,218,checkpoint
0,1000,664.5856057424735,664.5856057424735,0.16369103589716097,0.16369103589716097,1000,0.01,218,checkpoint
0,1500,668.5065347667451,664.5856057424735,0.16465678196225247,0.16369103589716097,1000,0.01,218,checkpoint
0,2000,667.513531713208,664.5856057424735,0.16441219992936157,0.16369103589716097,1000,0.005,218,checkpoint
0,2500,658.1724234954115,658.1724234954115,0.16211143435847575,0.16211143435847575,2500,0.005,218,checkpoint
0,3000,656.9405677676648,656.9405677676648,0.16180802161765143,0.16180802161765143,3000,0.005,218,checkpoint
0,3500,656.6473836990886,656.6473836990886,0.16173580879287897,0.16173580879287897,3500,0.005,218,checkpoint
0,4000,658.6059068030788,656.6473836990886,0.16221820364607853,0.16173580879287897,3500,0.0025,218,checkpoint
0,4500,652.0721436000254,652.0721436000254,0.16060890236453826,0.16060890236453826,4500,0.0025,218,checkpoint
0,5000,651.8218265662009,651.8218265662009,0.16054724792270958,0.16054724792270958,5000,0.0025,218,checkpoint
