restart,epoch,full_delta,best_delta,objective_for_grad,best_objective_for_grad,best_epoch,learning_rate,optimized_variables,event
0,1,1584.0898594258683,1584.0898594258683,0.3901699161147459,0.3901699161147459,1,0.02,218,checkpoint
0,500,1211.7027252839391,1211.7027252839391,0.2984489471142707,0.2984489471142707,500,0.02,218,checkpoint
0,1000,1177.2670052851017,1177.2670052851017,0.28996724268105956,0.28996724268105956,1000,0.01,218,checkpoint
0,1500,1182.7413552069274,1177.2670052851017,0.2913156047307703,0.28996724268105956,1000,0.01,218,checkpoint
0,2000,1184.991177115008,1177.2670052851017,0.29186974805788374,0.28996724268105956,1000,0.005,218,checkpoint
0,2500,1162.2234243886019,1162.2234243886019,0.2862619271893108,0.2862619271893108,2500,0.005,218,checkpoint
0,3000,1161.7916744607573,1161.7916744607573,0.28615558484255105,0.28615558484255105,3000,0.005,218,checkpoint
0,3500,1159.994945677077,1159.994945677077,0.28571304080716187,0.28571304080716187,3500,0.005,218,checkpoint
0,4000,1164.7170302852383,1159.994945677077,0.2868761158338025,0.28571304080716187,3500,0.0025,218,checkpoint
0,4500,1152.7995912888036,1152.7995912888036,0.283940786031725,0.283940786031725,4500,0.0025,218,checkpoint
0,5000,1153.9169210380371,1152.7995912888036,0.2842159904034574,0.283940786031725,4500,0.0025,218,checkpoint
