method,pct_missing,replicate,mask_seed,file,path,missingness_actual,n_pairs_total,n_missing,n_observed,optimized_variables,imputed_variables,RMSE_miss,MAE_miss,Pearson_miss,Spearman_miss,runtime_seconds,success,success_numerical,success_valid_matrix,epochs_used,convergence_epoch,Delta_normalized_completed,Delta_relative_to_original,max_abs_error_observed,mean_abs_error_observed,masked_file,completed_file,error_message
NJstar-STRICT,65,5,59,NJstar_STRICT_completed_p65_rep05_seed59.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p65_rep05_seed59.csv,0.6476190476190476,105,68,37,0,68,0.054971415261242,0.0411032351235798,0.5473897216713378,0.3085467801656678,0.0057228480000048,True,True,True,13,13,0.0456106809795304,2.877811618266177,0.0,0.0,missing_p65_rep05_seed59.csv,NJstar_STRICT_completed_p65_rep05_seed59.csv,
NJstar-STRICT,65,9,63,NJstar_STRICT_completed_p65_rep09_seed63.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p65_rep09_seed63.csv,0.6476190476190476,105,68,37,0,68,0.0352830435428256,0.0220165290590083,0.8423026905015314,0.831812802992709,0.0073951249999026,True,True,True,13,13,0.0506557600233741,2.849497487185555,0.0,0.0,missing_p65_rep09_seed63.csv,NJstar_STRICT_completed_p65_rep09_seed63.csv,
NJstar-STRICT,65,12,66,NJstar_STRICT_completed_p65_rep12_seed66.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p65_rep12_seed66.csv,0.6476190476190476,105,68,37,0,68,0.0183767295456956,0.0095505490485427,0.9502653766876764,0.9670572966370192,0.0063219779999599,True,True,True,13,13,0.0237562871232364,1.2087465691950157,0.0,0.0,missing_p65_rep12_seed66.csv,NJstar_STRICT_completed_p65_rep12_seed66.csv,
NJstar-STRICT,65,15,69,NJstar_STRICT_completed_p65_rep15_seed69.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p65_rep15_seed69.csv,0.6476190476190476,105,68,37,0,68,0.0454150833357972,0.0295498306317123,0.7572369107280712,0.8192922853761879,0.0051204349999807,True,True,True,13,13,0.0524559298925944,3.068422353822258,0.0,0.0,missing_p65_rep15_seed69.csv,NJstar_STRICT_completed_p65_rep15_seed69.csv,
NJstar-STRICT,65,19,73,NJstar_STRICT_completed_p65_rep19_seed73.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p65_rep19_seed73.csv,0.6476190476190476,105,68,37,0,68,0.0387443871779134,0.0208535597249403,0.7185121802071647,0.8811314272626635,0.0055076070000268,True,True,True,13,13,0.0353605102216704,2.093871518230205,0.0,0.0,missing_p65_rep19_seed73.csv,NJstar_STRICT_completed_p65_rep19_seed73.csv,
NJstar-STRICT,65,22,76,NJstar_STRICT_completed_p65_rep22_seed76.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p65_rep22_seed76.csv,0.6476190476190476,105,68,37,0,68,0.0673802038366938,0.0480985597721424,0.195331019005633,0.1695614001603237,0.0057664539999677,True,True,True,13,13,0.0572082730382517,3.794014183188362,0.0,0.0,missing_p65_rep22_seed76.csv,NJstar_STRICT_completed_p65_rep22_seed76.csv,
NJstar-STRICT,65,23,77,NJstar_STRICT_completed_p65_rep23_seed77.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p65_rep23_seed77.csv,0.6476190476190476,105,68,37,0,68,0.044478269700894,0.033497050014095,0.7504922647188698,0.7284803603466045,0.005681769000148,True,True,True,13,13,0.0619413958154915,3.5999418684950397,0.0,0.0,missing_p65_rep23_seed77.csv,NJstar_STRICT_completed_p65_rep23_seed77.csv,
NJstar-STRICT,65,25,79,NJstar_STRICT_completed_p65_rep25_seed79.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p65_rep25_seed79.csv,0.6476190476190476,105,68,37,0,68,0.0673402659731604,0.0470320279310622,0.3731406478702206,0.3483223269840057,0.0056429400001434,True,True,True,13,13,0.0407449879851114,2.4124776756203614,0.0,0.0,missing_p65_rep25_seed79.csv,NJstar_STRICT_completed_p65_rep25_seed79.csv,
NJstar-STRICT,65,26,80,NJstar_STRICT_completed_p65_rep26_seed80.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p65_rep26_seed80.csv,0.6476190476190476,105,68,37,0,68,0.0885562679314223,0.0644647493572317,0.5515418494890998,0.6362178875443752,0.0060209299999769,True,True,True,13,13,0.129091036990689,12.05598632153039,0.0,0.0,missing_p65_rep26_seed80.csv,NJstar_STRICT_completed_p65_rep26_seed80.csv,
NJstar-STRICT,65,29,83,NJstar_STRICT_completed_p65_rep29_seed83.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p65_rep29_seed83.csv,0.6476190476190476,105,68,37,0,68,0.0390399351052926,0.0290943241836341,0.7096820517711471,0.6295377333282436,0.0061772890001066,True,True,True,13,13,0.0533812976797639,3.0642674130413163,0.0,0.0,missing_p65_rep29_seed83.csv,NJstar_STRICT_completed_p65_rep29_seed83.csv,
