method,pct_missing,replicate,mask_seed,file,path,success_tree,error_message_tree,nj_tree_file,missingness_actual,n_pairs_total,n_missing,n_observed,optimized_variables,imputed_variables,RMSE_miss,MAE_miss,Pearson_miss,Spearman_miss,runtime_seconds,success,success_numerical,success_valid_matrix,epochs_used,convergence_epoch,Delta_normalized_completed,Delta_relative_to_original,max_abs_error_observed,mean_abs_error_observed,RF,nRF,shared_splits,ref_splits,est_splits,split_precision,split_recall,split_F1,false_positive_splits,false_negative_splits,nj_vs_ML_pat_MAE,nj_vs_ML_pat_RMSE,nj_vs_ML_pat_Pearson,nj_vs_ML_pat_Spearman,input_vs_ML_pat_MAE,input_vs_ML_pat_RMSE,input_vs_ML_pat_Pearson,input_vs_ML_pat_Spearman,n_taxa,matched_matrix_labels_json
NJstar-STRICT,30,23,77,NJstar_STRICT_completed_p30_rep23_seed77.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p30_rep23_seed77.csv,True,,NJstar-STRICT_NJ_p30_rep23_seed77.treefile,0.3047619047619048,105,32,73,0,32,0.0140900108757891,0.0056952130060612,0.956162489926327,0.8335777126099706,0.0089263289999053,True,True,True,13,13,0.0202994253688748,1.023680783834715,0.0,0.0,4.0,0.16666666666666666,10.0,12.0,12.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,T13|T14;T11|T12|T15,T14|T15;T13|T14|T15,0.40358862049990496,0.4523276232826025,0.9524393527302099,0.9439353099730456,0.40372783867672574,0.4524937426169398,0.9515450412654595,0.9424113622226831,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
NJstar-STRICT,30,25,79,NJstar_STRICT_completed_p30_rep25_seed79.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p30_rep25_seed79.csv,True,,NJstar-STRICT_NJ_p30_rep25_seed79.treefile,0.3047619047619048,105,32,73,0,32,0.0178405430432478,0.0098904683720396,0.9437972539266548,0.9006598240469208,0.0081554130001677,True,True,True,13,13,0.023761289883797,1.2682281284357184,0.0,0.0,0.0,0.0,12.0,12.0,12.0,1.0,1.0,1.0,,,0.4039392464955283,0.4526723603342935,0.9550660418051842,0.9704333402446609,0.40405520857005167,0.45304291995479,0.9513407618874855,0.961932407215426,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
NJstar-STRICT,30,26,80,NJstar_STRICT_completed_p30_rep26_seed80.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p30_rep26_seed80.csv,True,,NJstar-STRICT_NJ_p30_rep26_seed80.treefile,0.3047619047619048,105,32,73,0,32,0.0246469407158015,0.0142791282931056,0.913446182946679,0.8874633431085044,0.0113512469999932,True,True,True,13,13,0.024534976107281,1.2303708393636452,0.0,0.0,6.0,0.25,9.0,12.0,12.0,0.75,0.75,0.75,T1|T3;T2|T4;T11|T13|T14|T15,T11|T12;T2|T3;T1|T2|T3,0.4032563078744322,0.45213288974230065,0.9519740737997683,0.9449927431059506,0.4035973665990532,0.4526200481024098,0.9481174612032636,0.9454903586979058,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
NJstar-STRICT,30,27,81,NJstar_STRICT_completed_p30_rep27_seed81.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p30_rep27_seed81.csv,True,,NJstar-STRICT_NJ_p30_rep27_seed81.treefile,0.3047619047619048,105,32,73,0,32,0.0030558971791089,0.002545519151838,0.9980720857838786,0.9827712609970674,0.0088485179999224,True,True,True,13,13,0.0201271082091193,0.9894192253876422,0.0,0.0,0.0,0.0,12.0,12.0,12.0,1.0,1.0,1.0,,,0.40470347726752026,0.45314159561006156,0.9680772504444204,0.9830499688990254,0.40491181117315417,0.4534209012859583,0.9663738867747987,0.978488492639436,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
NJstar-STRICT,30,28,82,NJstar_STRICT_completed_p30_rep28_seed82.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p30_rep28_seed82.csv,True,,NJstar-STRICT_NJ_p30_rep28_seed82.treefile,0.3047619047619048,105,32,73,0,32,0.0215894692825103,0.0129239002091985,0.9250903829169126,0.8706011730205279,0.0086343469999974,True,True,True,13,13,0.0235475199405185,1.1890301620902746,0.0,0.0,4.0,0.16666666666666666,10.0,12.0,12.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,T1|T2;T11|T12|T14|T15,T2|T3;T13|T14|T15,0.40474342996516455,0.45257761273554153,0.9665954257120443,0.9433340244660998,0.40513850141454005,0.4527740200160081,0.9641955986702727,0.9461953141198424,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
NJstar-STRICT,30,29,83,NJstar_STRICT_completed_p30_rep29_seed83.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p30_rep29_seed83.csv,True,,NJstar-STRICT_NJ_p30_rep29_seed83.treefile,0.3047619047619048,105,32,73,0,32,0.0081489496616769,0.0043252630727367,0.9906545313971394,0.9820381231671552,0.008245947999967,True,True,True,13,13,0.0212537949600362,1.0628545817242707,0.0,0.0,2.0,0.08333333333333333,11.0,12.0,12.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,T10|T7|T8,T7|T8|T9,0.4037797320708494,0.4524448964184869,0.9663794014138879,0.9791727140783744,0.40394830972542495,0.4526933828435291,0.9648357728416862,0.9761351855691477,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
NJstar-STRICT,30,30,84,NJstar_STRICT_completed_p30_rep30_seed84.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p30_rep30_seed84.csv,True,,NJstar-STRICT_NJ_p30_rep30_seed84.treefile,0.3047619047619048,105,32,73,0,32,0.0253359247673589,0.013140863837631,0.8942200488104278,0.8306451612903225,0.0087586059999011,True,True,True,13,13,0.0206251840919884,1.0567039972218035,0.0,0.0,6.0,0.25,9.0,12.0,12.0,0.75,0.75,0.75,T10|T8;T7|T9;T12|T13|T14|T15,T11|T12;T7|T8;T7|T8|T9,0.402084740848444,0.4520341987970226,0.9304032879202823,0.9314845531826663,0.40197938641009145,0.4520154021326545,0.928598287698044,0.9285403275969314,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
NJstar-STRICT,50,2,56,NJstar_STRICT_completed_p50_rep02_seed56.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p50_rep02_seed56.csv,True,,NJstar-STRICT_NJ_p50_rep02_seed56.treefile,0.4952380952380952,105,52,53,0,52,0.0291418932079421,0.0175306363836743,0.9165987732255274,0.946384359258943,0.0077058399999714,True,True,True,13,13,0.0224875776855022,1.1027955902972948,0.0,0.0,12.0,0.5,6.0,12.0,12.0,0.5,0.5,0.5,T1|T3;T10|T8;T7|T9;T1|T3|T5;T1|T3|T5|T6;T1|T3|T4|T5|T6,T2|T3;T7|T8;T1|T2|T3;T7|T8|T9;T1|T2|T3|T4;T1|T2|T3|T4|T5,0.40388965384390224,0.45286870221833647,0.9649620681832979,0.9699149906697077,0.4039961245433973,0.4530758376774071,0.9616243268985111,0.9703711382956666,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
NJstar-STRICT,50,5,59,NJstar_STRICT_completed_p50_rep05_seed59.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p50_rep05_seed59.csv,True,,NJstar-STRICT_NJ_p50_rep05_seed59.treefile,0.4952380952380952,105,52,53,0,52,0.0215360192782094,0.0092355780982215,0.924800912630873,0.8872193289507384,0.0069485159999658,True,True,True,13,13,0.0200356925562761,0.98992004836491,0.0,0.0,12.0,0.5,6.0,12.0,12.0,0.5,0.5,0.5,T12|T14;T13|T15;T8|T9;T10|T8|T9;T11|T13|T15;T1|T2|T3|T4|T5|T6|T7,T11|T12;T14|T15;T7|T8;T13|T14|T15;T7|T8|T9;T10|T7|T8|T9,0.40112592058387986,0.4516426175620509,0.9182742502393594,0.9258241758241758,0.4011049072138642,0.4516089147811961,0.9184560940306656,0.9264565623056188,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
NJstar-STRICT,50,6,60,NJstar_STRICT_completed_p50_rep06_seed60.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p50_rep06_seed60.csv,True,,NJstar-STRICT_NJ_p50_rep06_seed60.treefile,0.4952380952380952,105,52,53,0,52,0.0189053621089146,0.0121947307953772,0.9327384515923912,0.8830359429693503,0.0105404100002033,True,True,True,13,13,0.0300590545590967,1.6808198978924136,0.0,0.0,4.0,0.16666666666666666,10.0,12.0,12.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,T13|T14;T11|T12|T13|T14,T14|T15;T13|T14|T15,0.4027796318820945,0.4520457301191362,0.9406521345246542,0.9375181422351234,0.40285285461025416,0.4527305859278757,0.9254145327178748,0.9344702467343977,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
NJstar-STRICT,50,7,61,NJstar_STRICT_completed_p50_rep07_seed61.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p50_rep07_seed61.csv,True,,NJstar-STRICT_NJ_p50_rep07_seed61.treefile,0.4952380952380952,105,52,53,0,52,0.029810390497967,0.0213863563058052,0.8655011896745458,0.8992572355502433,0.0073120039999139,True,True,True,13,13,0.0352503173925972,1.8730263049538012,0.0,0.0,6.0,0.25,9.0,12.0,12.0,0.75,0.75,0.75,T1|T6;T2|T3|T4;T2|T3|T4|T5,T1|T2|T3;T1|T2|T3|T4;T1|T2|T3|T4|T5,0.40461253938530195,0.45258058069133955,0.9495084918457911,0.9404208998548621,0.4049941538357163,0.4527511790079104,0.9360473227420756,0.9319718017831224,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
NJstar-STRICT,50,8,62,NJstar_STRICT_completed_p50_rep08_seed62.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p50_rep08_seed62.csv,True,,NJstar-STRICT_NJ_p50_rep08_seed62.treefile,0.4952380952380952,105,52,53,0,52,0.0415806323012199,0.0230559840118343,0.8155282282025809,0.8583625032015708,0.0071413189998565,True,True,True,13,13,0.0449497795137946,2.608100077760932,0.0,0.0,14.0,0.5833333333333334,5.0,12.0,12.0,0.4166666666666667,0.4166666666666667,0.4166666666666667,T1|T4;T13|T14;T8|T9;T1|T3|T4;T11|T12|T13|T14;T1|T15|T2|T3|T4|T5;T1|T15|T2|T3|T4|T5|T6,T14|T15;T2|T3;T7|T8;T1|T2|T3;T13|T14|T15;T11|T12|T13|T14|T15;T1|T2|T3|T4|T5|T6,0.39753041353444796,0.44505631452094097,0.8813237207391625,0.9270682148040638,0.3975229495013607,0.4450690672719633,0.8766828164702795,0.9211279286750984,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
NJstar-STRICT,50,9,63,NJstar_STRICT_completed_p50_rep09_seed63.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p50_rep09_seed63.csv,True,,NJstar-STRICT_NJ_p50_rep09_seed63.treefile,0.4952380952380952,105,52,53,0,52,0.0267658433759573,0.0177756212674112,0.8940096833257987,0.8508494834798941,0.0079970629999479,True,True,True,13,13,0.0334749890170183,1.872565001981452,0.0,0.0,14.0,0.5833333333333334,5.0,12.0,12.0,0.4166666666666667,0.4166666666666667,0.4166666666666667,T1|T2;T3|T6;T7|T9;T10|T7|T9;T3|T4|T6;T1|T2|T3|T4|T6;T1|T2|T3|T4|T5|T6|T8,T2|T3;T7|T8;T1|T2|T3;T7|T8|T9;T1|T2|T3|T4;T10|T7|T8|T9;T1|T2|T3|T4|T5,0.4020752140195137,0.4511772568082862,0.9311258871551504,0.9060024880779597,0.4015514900116496,0.4506502057484993,0.9281195799460967,0.9069458843043747,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
NJstar-STRICT,50,12,66,NJstar_STRICT_completed_p50_rep12_seed66.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p50_rep12_seed66.csv,True,,NJstar-STRICT_NJ_p50_rep12_seed66.treefile,0.4952380952380952,105,52,53,0,52,0.0178209300580696,0.0088014277699782,0.9654169172159512,0.985400836677196,0.0068969689998539,True,True,True,13,13,0.0174051424865832,0.8433885670833005,0.0,0.0,8.0,0.3333333333333333,8.0,12.0,12.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,T1|T5;T13|T14;T1|T4|T5;T1|T4|T5|T6,T14|T15;T1|T2|T3;T1|T2|T3|T4;T1|T2|T3|T4|T5,0.4038724663569006,0.453529012383421,0.9682669608195053,0.9727348123574538,0.40366351798077116,0.45321308578057945,0.9690780706796625,0.9759693137051627,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
NJstar-STRICT,50,13,67,NJstar_STRICT_completed_p50_rep13_seed67.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p50_rep13_seed67.csv,True,,NJstar-STRICT_NJ_p50_rep13_seed67.treefile,0.4952380952380952,105,52,53,0,52,0.0511073208904032,0.0294231885647008,0.6760367788984015,0.7895500725689406,0.0074608050001643,True,True,True,13,13,0.0279413715337592,1.425358297877605,0.0,0.0,20.0,0.8333333333333334,2.0,12.0,12.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,T13|T15;T4|T5;T8|T9;T2|T4|T5;T12|T13|T14|T15;T2|T3|T4|T5;T1|T12|T13|T14|T15;T2|T3|T4|T5|T6;T1|T11|T12|T13|T14|T15;T1|T10|T11|T12|T13|T14|T15,T11|T12;T14|T15;T2|T3;T7|T8;T1|T2|T3;T1|T2|T3|T4;T10|T7|T8|T9;T1|T2|T3|T4|T5;T11|T12|T13|T14|T15;T1|T2|T3|T4|T5|T6,0.4027393192260829,0.45202562181786354,0.8329173398750035,0.834387310802405,0.4025746438674643,0.4513203343343011,0.8215966905309181,0.8294526228488492,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
NJstar-STRICT,50,14,68,NJstar_STRICT_completed_p50_rep14_seed68.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p50_rep14_seed68.csv,True,,NJstar-STRICT_NJ_p50_rep14_seed68.treefile,0.4952380952380952,105,52,53,0,52,0.0328920005293796,0.0160011326714557,0.860926431749224,0.8803893110219414,0.0069233649999205,True,True,True,13,13,0.0224661532456885,1.1192060775491666,0.0,0.0,14.0,0.5833333333333334,5.0,12.0,12.0,0.4166666666666667,0.4166666666666667,0.4166666666666667,T1|T3;T2|T6;T4|T5;T11|T12|T13;T1|T3|T4|T5;T11|T12|T13|T14;T10|T15|T7|T8|T9,T14|T15;T2|T3;T1|T2|T3;T13|T14|T15;T1|T2|T3|T4;T1|T2|T3|T4|T5;T11|T12|T13|T14|T15,0.40078903181012737,0.44960570697208985,0.9194347756202257,0.9274932614555256,0.4006891277221678,0.4495470934585339,0.918911279539736,0.9277317022600042,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
NJstar-STRICT,50,15,69,NJstar_STRICT_completed_p50_rep15_seed69.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p50_rep15_seed69.csv,True,,NJstar-STRICT_NJ_p50_rep15_seed69.treefile,0.4952380952380952,105,52,53,0,52,0.0191953400724662,0.0077641790807608,0.9364320767795704,0.939554341330146,0.0072299470000416,True,True,True,13,13,0.0205899554938362,1.0212542666118494,0.0,0.0,8.0,0.3333333333333333,8.0,12.0,12.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,T13|T15;T8|T9;T10|T8|T9;T1|T2|T3|T4|T5|T6|T7,T14|T15;T7|T8;T7|T8|T9;T10|T7|T8|T9,0.40204996284758393,0.452703304654388,0.927607979546617,0.9521459672403068,0.40203685585572513,0.4525943397328872,0.9286865753069714,0.9513580758863777,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
NJstar-STRICT,50,17,71,NJstar_STRICT_completed_p50_rep17_seed71.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p50_rep17_seed71.csv,True,,NJstar-STRICT_NJ_p50_rep17_seed71.treefile,0.4952380952380952,105,52,53,0,52,0.0326709551246103,0.0242693530219539,0.8447806034743498,0.8143088875608299,0.0070572969998465,True,True,True,13,13,0.0638007473668536,5.226970232469754,0.0,0.0,8.0,0.3333333333333333,8.0,12.0,12.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,T1|T5;T10|T7|T8;T1|T2|T3|T5;T11|T13|T14|T15,T11|T12;T1|T2|T3;T7|T8|T9;T1|T2|T3|T4,0.39857562179096917,0.448598039926501,0.8871795756132319,0.8805307899647522,0.39895882433277363,0.4489301064342113,0.8871440497374626,0.8761248185776488,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
NJstar-STRICT,50,18,72,NJstar_STRICT_completed_p50_rep18_seed72.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p50_rep18_seed72.csv,True,,NJstar-STRICT_NJ_p50_rep18_seed72.treefile,0.4952380952380952,105,52,53,0,52,0.034059105625932,0.0232126010563921,0.8206899198898137,0.8243831640058055,0.0067409190000944,True,True,True,13,13,0.0515096972349162,3.221167788534192,0.0,0.0,18.0,0.75,3.0,12.0,12.0,0.25,0.25,0.25,T1|T6;T13|T14;T7|T9;T1|T4|T6;T10|T7|T9;T10|T15|T7|T9;T11|T12|T13|T14;T1|T2|T3|T4|T6;T11|T12|T13|T14|T8,T14|T15;T7|T8;T1|T2|T3;T13|T14|T15;T7|T8|T9;T1|T2|T3|T4;T10|T7|T8|T9;T1|T2|T3|T4|T5;T11|T12|T13|T14|T15,0.39803504970776704,0.44962275554833403,0.8738014645523683,0.885289239062824,0.3982018760773862,0.4497375652442833,0.8708136574193518,0.8872589674476467,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
NJstar-STRICT,50,19,73,NJstar_STRICT_completed_p50_rep19_seed73.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p50_rep19_seed73.csv,True,,NJstar-STRICT_NJ_p50_rep19_seed73.treefile,0.4952380952380952,105,52,53,0,52,0.0257837684339257,0.0145266902547049,0.9010416906477052,0.9275164347306412,0.0070532759998513,True,True,True,13,13,0.0212079167368504,1.0581977033455898,0.0,0.0,10.0,0.4166666666666667,7.0,12.0,12.0,0.5833333333333334,0.5833333333333334,0.5833333333333334,T1|T3;T1|T3|T4;T10|T7|T8;T1|T3|T4|T5;T1|T2|T3|T4|T5|T6|T9,T2|T3;T1|T2|T3;T7|T8|T9;T1|T2|T3|T4;T10|T7|T8|T9,0.4039419475914668,0.452432522629345,0.955782657003696,0.957733775658304,0.4035732165019069,0.452014983901865,0.952573645870135,0.9594961642131453,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
NJstar-STRICT,50,20,74,NJstar_STRICT_completed_p50_rep20_seed74.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p50_rep20_seed74.csv,True,,NJstar-STRICT_NJ_p50_rep20_seed74.treefile,0.4952380952380952,105,52,53,0,52,0.015367171609002,0.0091876916319301,0.9595550270226498,0.8941347221036454,0.0070044220001364,True,True,True,13,13,0.0413123206978954,3.496818352346037,0.0,0.0,4.0,0.16666666666666666,10.0,12.0,12.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,T13|T15;T11|T12|T13|T15,T14|T15;T13|T14|T15,0.40563457620556864,0.4536676749317636,0.9446707445960719,0.9356624507567903,0.4057910886528636,0.4539238369520647,0.9414354022112342,0.9333195106780012,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
NJstar-STRICT,50,21,75,NJstar_STRICT_completed_p50_rep21_seed75.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p50_rep21_seed75.csv,True,,NJstar-STRICT_NJ_p50_rep21_seed75.treefile,0.4952380952380952,105,52,53,0,52,0.0090205545885856,0.0055490344380413,0.986148392300861,0.9700332963374028,0.0072715510000307,True,True,True,13,13,0.0217398091181572,1.0830267177257462,0.0,0.0,6.0,0.25,9.0,12.0,12.0,0.75,0.75,0.75,T1|T3;T13|T15;T2|T4,T14|T15;T2|T3;T1|T2|T3,0.40485217206073243,0.4527883836938946,0.969612212149928,0.9714700393945677,0.4048890486808064,0.4528525409741245,0.9694058293122145,0.9708169189301264,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
NJstar-STRICT,50,22,76,NJstar_STRICT_completed_p50_rep22_seed76.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p50_rep22_seed76.csv,True,,NJstar-STRICT_NJ_p50_rep22_seed76.treefile,0.4952380952380952,105,52,53,0,52,0.0308481463534748,0.0253711128909293,0.8441902817107529,0.6735251430035003,0.0069865409998328,True,True,True,13,13,0.0657773601413375,5.042764554207968,0.0,0.0,8.0,0.3333333333333333,8.0,12.0,12.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,T13|T15;T10|T7|T8;T11|T12|T13|T15;T1|T2|T3|T4|T6,T14|T15;T13|T14|T15;T7|T8|T9;T1|T2|T3|T4|T5,0.40200064785101036,0.45099869874361476,0.9062310955387486,0.7810491395397056,0.4018961474427042,0.4509159851314899,0.8960894107253617,0.8255131660792037,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
NJstar-STRICT,50,24,78,NJstar_STRICT_completed_p50_rep24_seed78.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p50_rep24_seed78.csv,True,,NJstar-STRICT_NJ_p50_rep24_seed78.treefile,0.4952380952380952,105,52,53,0,52,0.0206518251705715,0.0111963845779376,0.9336500804781964,0.90651412959959,0.0068769059998885,True,True,True,13,13,0.0178316550884048,0.8602606883260703,0.0,0.0,8.0,0.3333333333333333,8.0,12.0,12.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,T1|T2;T13|T15;T1|T2|T4;T1|T2|T4|T5,T14|T15;T2|T3;T1|T2|T3;T1|T2|T3|T4,0.4055125917666537,0.4538878409524507,0.9585380327549405,0.9316607920381504,0.40533184968713365,0.4534912915945378,0.9591479776999511,0.9306966618287373,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
