restart,epoch,full_delta,best_delta,objective_for_grad,best_objective_for_grad,best_epoch,learning_rate,optimized_variables,event
0,1,325.33530163319864,305.6745853243475,0.7150226409520849,0.6718122754381264,0,0.02,52,checkpoint
0,500,37.90874212882101,37.90874212882101,0.08331591676663959,0.08331591676663959,500,0.02,52,checkpoint
0,1000,30.209742246772002,30.209742246772002,0.06639503790499342,0.06639503790499342,1000,0.01,52,checkpoint
0,1500,31.835331835546043,30.209742246772002,0.06996776227592537,0.06639503790499342,1000,0.01,52,checkpoint
0,2000,29.91632968029949,29.91632968029949,0.06575017512153734,0.06575017512153734,2000,0.005,52,checkpoint
0,2500,26.592321254656117,26.592321254656117,0.05844466209814531,0.05844466209814531,2500,0.005,52,checkpoint
0,3000,27.946135160320225,26.592321254656117,0.061420077275429065,0.05844466209814531,2500,0.005,52,checkpoint
0,3500,25.63876586354448,25.63876586354448,0.05634893596383402,0.05634893596383402,3500,0.005,52,checkpoint
0,4000,26.98178551392408,25.63876586354448,0.059300627503129845,0.05634893596383402,3500,0.0025,52,checkpoint
0,4500,24.551483216074104,24.551483216074104,0.05395930377159144,0.05395930377159144,4500,0.0025,52,checkpoint
0,5000,23.63958876838706,23.63958876838706,0.051955140150301234,0.051955140150301234,5000,0.0025,52,checkpoint
