restart,epoch,full_delta,best_delta,objective_for_grad,best_objective_for_grad,best_epoch,learning_rate,optimized_variables,event
0,1,220.09217741527522,219.22165347561588,0.48371907124236313,0.4818058318145404,0,0.02,32,checkpoint
0,500,43.736402379214375,43.736402379214375,0.09612396127299863,0.09612396127299863,500,0.02,32,checkpoint
0,1000,38.04178730752524,38.04178730752524,0.08360832375280272,0.08360832375280272,1000,0.01,32,checkpoint
0,1500,38.930823098560786,38.04178730752524,0.08556224856826547,0.08360832375280272,1000,0.01,32,checkpoint
0,2000,38.564344009344964,38.04178730752524,0.08475680002053838,0.08360832375280272,1000,0.005,32,checkpoint
0,2500,36.53438766618237,36.53438766618237,0.08029535750809312,0.08029535750809312,2500,0.005,32,checkpoint
0,3000,34.98846956009986,34.98846956009986,0.07689773529692276,0.07689773529692276,3000,0.005,32,checkpoint
0,3500,36.71859926332309,34.98846956009986,0.08070021816114965,0.07689773529692276,3000,0.005,32,checkpoint
0,4000,36.484555228817214,34.98846956009986,0.08018583566773015,0.07689773529692276,3000,0.0025,32,checkpoint
0,4500,34.82138895188247,34.82138895188247,0.07653052516897246,0.07653052516897246,4500,0.0025,32,checkpoint
0,5000,35.54738211913282,34.82138895188247,0.07812611454754466,0.07653052516897246,4500,0.0025,32,checkpoint
