restart,epoch,full_delta,best_delta,objective_for_grad,best_objective_for_grad,best_epoch,learning_rate,optimized_variables,event
0,1,325.3350243005618,305.6745853243475,0.7150220314298062,0.6718122754381264,0,0.02,52,checkpoint
0,500,39.7577997540833,39.7577997540833,0.08737977967930396,0.08737977967930396,500,0.02,52,checkpoint
0,1000,31.322701599099922,31.322701599099922,0.06884110241560422,0.06884110241560422,1000,0.01,52,checkpoint
0,1500,31.599559918454382,31.322701599099922,0.06944958223836128,0.06884110241560422,1000,0.01,52,checkpoint
0,2000,35.77435277570628,31.322701599099922,0.07862495115539841,0.06884110241560422,1000,0.005,52,checkpoint
0,2500,26.399802121614798,26.399802121614798,0.05802154312442813,0.05802154312442813,2500,0.005,52,checkpoint
0,3000,26.553471448706297,26.399802121614798,0.05835927790924461,0.05802154312442813,2500,0.005,52,checkpoint
0,3500,26.911091613407592,26.399802121614798,0.059145256293203496,0.05802154312442813,2500,0.005,52,checkpoint
0,4000,28.624095891164913,26.399802121614798,0.06291010085970311,0.05802154312442813,2500,0.0025,52,checkpoint
0,4500,24.263179455288352,24.263179455288352,0.05332566913250187,0.05332566913250187,4500,0.0025,52,checkpoint
0,5000,24.446308110528886,24.263179455288352,0.053728149693470076,0.05332566913250187,4500,0.0025,52,checkpoint
