method,pct_missing,replicate,mask_seed,file,path,missingness_actual,n_pairs_total,n_missing,n_observed,optimized_variables,runtime_seconds,RMSE_miss,MAE_miss,Pearson_miss,Spearman_miss,Delta_init,Delta_final,Delta_reduction_percent,Delta_total_completed,Delta_normalized_completed,Delta_per_triangle_completed,Delta_relative_to_original,max_abs_error_observed,mean_abs_error_observed,MW_Qw_final,weighted_fit_pairs,final_tree_edges,n_start_pairs,n_weighted_lsq_fits,n_graft_evaluations,stepA_method,stepA_loops,stepA_estimated_pairs,stepA_unfilled_pairs,masked_file,__metadata_scope,__metadata_source
MW-proj,50,12,66,MWproj_completed_p50_rep12_seed66.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p50_rep12_seed66.csv,0.4952380952380952,105,52,53,27,16.064763034999487,0.0176520567198873,0.005712765033192,0.888586398329561,0.8814138137112609,240.5860060990934,42.530600241644045,82.32208060175937,42.530600241644045,0.016458368703296,0.0934738466849319,0.726721199432462,0.0,0.0,8.57322842822262e-05,105,27,105,20580,17745,ultrametric,2,52,0,missing_p50_rep12_seed66.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,50,13,67,MWproj_completed_p50_rep13_seed67.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p50_rep13_seed67.csv,0.4952380952380952,105,52,53,27,18.040516567009035,0.0185630282540361,0.0061403940469881,0.8795162946551164,0.8293349270041833,267.2828794791261,36.57658825055947,86.31540174894891,36.57658825055947,0.0156660489405952,0.0803881060451856,0.6249848799116401,0.0,0.0,9.078839270070714e-05,105,27,105,20580,17745,ultrametric,2,52,0,missing_p50_rep13_seed67.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,50,14,68,MWproj_completed_p50_rep14_seed68.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p50_rep14_seed68.csv,0.4952380952380952,105,52,53,27,13.638475651008775,0.0294241069474506,0.0133177648202739,0.7555057710851842,0.7875864424144112,154.06440517823677,43.56984659567947,71.71971907120687,43.56984659567947,0.0163793021582282,0.0957579046058889,0.7444788222409674,0.0,0.0,8.347850945076428e-05,105,27,105,20580,17745,ultrametric,2,52,0,missing_p50_rep14_seed68.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,50,15,69,MWproj_completed_p50_rep15_seed69.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p50_rep15_seed69.csv,0.4952380952380952,105,52,53,27,18.044365030000336,0.019936223437545,0.0085453379169869,0.8684363051237868,0.8135405105438401,216.2245120902664,44.33560727068112,79.49556835990337,44.33560727068112,0.0180641700734812,0.097440895100398,0.7575633898946944,0.0,0.0,0.0017860652686233,105,27,105,20580,17745,ultrametric,2,52,0,missing_p50_rep15_seed69.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,50,16,70,MWproj_completed_p50_rep16_seed70.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p50_rep16_seed70.csv,0.4952380952380952,105,52,53,27,11.597246713994537,0.0098042296959384,0.0031291590544158,0.9716557385950124,0.9681550414069836,203.17069504714195,33.514834291582574,83.50410019328523,33.514834291582574,0.0145931028201863,0.0736589764650166,0.5726686300399508,0.0,0.0,0.0001282092110054,105,27,105,20580,17745,ultrametric,2,52,0,missing_p50_rep16_seed70.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,50,17,71,MWproj_completed_p50_rep17_seed71.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p50_rep17_seed71.csv,0.4952380952380952,105,52,53,27,11.256573172009666,0.0205305372357717,0.0106721143243399,0.8894299718693293,0.8474344745154955,151.1291036163928,66.42575225197149,56.047014994161344,66.42575225197149,0.0248547199795181,0.1459906642900472,1.1350181298990825,0.0,0.0,0.0038288656679022,105,27,105,20580,17745,ultrametric,2,52,0,missing_p50_rep17_seed71.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,50,18,72,MWproj_completed_p50_rep18_seed72.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p50_rep18_seed72.csv,0.4952380952380952,105,52,53,27,12.781455457006814,0.0366053615123762,0.0186863504031501,0.6380965643905779,0.7726457781951677,157.6974555141698,29.09435912343335,81.55052088280581,29.09435912343335,0.0114041176757948,0.0639436464251282,0.4971358842520527,0.0,0.0,0.0001131301661049,105,27,105,20580,17745,ultrametric,2,52,0,missing_p50_rep18_seed72.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,50,19,73,MWproj_completed_p50_rep19_seed73.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p50_rep19_seed73.csv,0.4952380952380952,105,52,53,27,13.364205720004977,0.0184227192996129,0.0066704487456951,0.8815214074628742,0.81396738666439,200.42373670041792,54.00044250962118,73.05686272562717,54.00044250962118,0.0210412179280426,0.1186822912299366,0.9227066189404584,0.0,0.0,0.0001943535150613,105,27,105,20580,17745,ultrametric,2,52,0,missing_p50_rep19_seed73.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,50,20,74,MWproj_completed_p50_rep20_seed74.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p50_rep20_seed74.csv,0.4952380952380952,105,52,53,27,12.370781794001232,0.0093232246725176,0.0029656487925161,0.9689016063567072,0.9377614616238368,254.08704448982317,44.354424045117,82.54361054331775,44.354424045117,0.0183969212257661,0.0974822506486087,0.7578849124880694,0.0,0.0,0.0001146048334599,105,27,105,20580,17745,ultrametric,2,52,0,missing_p50_rep20_seed74.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,50,21,75,MWproj_completed_p50_rep21_seed75.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p50_rep21_seed75.csv,0.4952380952380952,105,52,53,27,11.697133838999434,0.0160133210556165,0.0061183918214831,0.9044965490930036,0.7918552036199096,342.7727028431815,81.35893535868293,76.2644648527031,81.35893535868293,0.0282912440747892,0.1788108469421603,1.3901817221595998,0.0,0.0,0.002573484682069,105,27,105,20580,17745,ultrametric,2,52,0,missing_p50_rep21_seed75.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,50,22,76,MWproj_completed_p50_rep22_seed76.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p50_rep22_seed76.csv,0.4952380952380952,105,52,53,27,14.664749094998117,0.0020757419375673,0.0015423262838919,0.9986419908992932,0.967386664389994,260.5265055314581,46.4594107369776,82.16710785637598,46.4594107369776,0.018060826455578,0.1021085950263243,0.7938528613250683,0.0,0.0,9.718624616391652e-05,105,27,105,20580,17745,ultrametric,2,52,0,missing_p50_rep22_seed76.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,50,23,77,MWproj_completed_p50_rep23_seed77.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p50_rep23_seed77.csv,0.4952380952380952,105,52,53,27,15.754775341003551,0.0167870433133875,0.0049734456257484,0.905699263357437,0.9015623666012124,258.1054448185556,43.90816708551482,82.98828329004,43.90816708551482,0.0178038899925993,0.0965014661220105,0.7502597110779178,0.0,0.0,0.0001210885407826,105,27,105,20580,17745,ultrametric,2,52,0,missing_p50_rep23_seed77.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,50,24,78,MWproj_completed_p50_rep24_seed78.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p50_rep24_seed78.csv,0.4952380952380952,105,52,53,27,15.48417060400243,0.019960763313605,0.0066664642144362,0.8545916633972184,0.8559719969264918,237.45661205598617,36.98370570172511,84.42506806548504,36.98370570172511,0.015364114199311,0.0812828696741211,0.631941303774459,0.0,0.0,0.0001199968674438,105,27,105,20580,17745,ultrametric,2,52,0,missing_p50_rep24_seed78.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,50,25,79,MWproj_completed_p50_rep25_seed79.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p50_rep25_seed79.csv,0.4952380952380952,105,52,53,27,12.725955501999124,0.0179759424674518,0.0061848832230682,0.8970912485187227,0.8789379322120722,165.96835971230502,29.806716398634247,82.04072363533496,29.806716398634247,0.0131377662609795,0.0655092668101851,0.5093079469673009,0.0,0.0,0.000134332425963,105,27,105,20580,17745,ultrametric,2,52,0,missing_p50_rep25_seed79.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,50,26,80,MWproj_completed_p50_rep26_seed80.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p50_rep26_seed80.csv,0.4952380952380952,105,52,53,27,13.666872300993418,0.0299098412486648,0.0153982331792015,0.8004670309199661,0.8820968155041408,133.32629979273065,64.02189070080831,51.981048900076814,64.02189070080831,0.0243108963968864,0.1407074520896886,1.0939433004867207,0.0,0.0,0.0041498790203761,105,27,105,20580,17745,ultrametric,2,52,0,missing_p50_rep26_seed80.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,50,27,81,MWproj_completed_p50_rep27_seed81.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p50_rep27_seed81.csv,0.4952380952380952,105,52,53,27,13.9016687359981,0.0024568066676865,0.0017527305383816,0.9973029393827144,0.9505677452403312,322.5449964478168,44.21626807068697,86.29144195146722,44.21626807068697,0.0173994410791999,0.0971786111443669,0.7555242386467386,0.0,0.0,0.0001141802053575,105,27,105,20580,17745,ultrametric,2,52,0,missing_p50_rep27_seed81.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,50,28,82,MWproj_completed_p50_rep28_seed82.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p50_rep28_seed82.csv,0.4952380952380952,105,52,53,27,12.90184441501333,0.0204783202604354,0.0068666278835276,0.8513871604754044,0.8478613506360453,245.33270883288333,47.49646999284442,80.63997653684318,47.49646999284442,0.0186715635478867,0.1043878461381196,0.811573113144325,0.0,0.0,0.0001170039652539,105,27,105,20580,17745,ultrametric,2,52,0,missing_p50_rep28_seed82.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,50,29,83,MWproj_completed_p50_rep29_seed83.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p50_rep29_seed83.csv,0.4952380952380952,105,52,53,27,12.98412178599392,0.0102931122391802,0.0035856049596689,0.96303151925395,0.9595321437718772,339.41699222953326,33.899715655769754,90.01236931802023,33.899715655769754,0.0146341360173343,0.0745048695731203,0.5792451054490009,0.0,0.0,0.0001112266789445,105,27,105,20580,17745,ultrametric,2,52,0,missing_p50_rep29_seed83.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,50,30,84,MWproj_completed_p50_rep30_seed84.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p50_rep30_seed84.csv,0.4952380952380952,105,52,53,27,15.521055065008111,0.0162701026595988,0.0068610687416286,0.9157268044268848,0.830188679245283,192.0534682262556,62.979624781034175,67.20724423115404,62.979624781034175,0.0254627398911416,0.1384167577605146,1.0761340822992898,0.0,0.0,0.0010785610310422,105,27,105,20580,17745,ultrametric,3,52,0,missing_p50_rep30_seed84.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,65,1,55,MWproj_completed_p65_rep01_seed55.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p65_rep01_seed55.csv,0.6476190476190476,105,68,37,27,14.4125362449995,0.0174606852214199,0.0067543856711152,0.8997201124934256,0.8083368324617322,193.60928535727348,60.16084288105071,68.9266747872996,60.16084288105071,0.0232932211889144,0.1322216327056059,1.0279695007590384,0.0,0.0,0.0018984261477519,105,27,105,20580,17745,ultrametric,2,68,0,missing_p65_rep01_seed55.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,65,2,56,MWproj_completed_p65_rep02_seed56.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p65_rep02_seed56.csv,0.6476190476190476,105,68,37,27,17.35766630200669,0.0310841254244455,0.017181044698074,0.7115199009383295,0.6629385044089017,221.9811529520053,168.68413745543376,24.009702980547598,168.68413745543376,0.0345054571858936,0.3707343680339203,2.882309160941776,0.0,0.0,0.0034784011286158,105,27,105,20580,17745,ultrametric,2,68,0,missing_p65_rep02_seed56.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,65,3,57,MWproj_completed_p65_rep03_seed57.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p65_rep03_seed57.csv,0.6476190476190476,105,68,37,27,13.14306219399441,0.0120173846169721,0.0076902782445185,0.9676480176214328,0.7947093178608237,178.9414452128175,57.06620270799901,68.10900759176872,57.06620270799901,0.0224574677598978,0.1254202257318659,0.9750913235032668,0.0,0.0,0.0030947106767638,105,27,105,20580,17745,ultrametric,3,68,0,missing_p65_rep03_seed57.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,65,4,58,MWproj_completed_p65_rep04_seed58.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p65_rep04_seed58.csv,0.6476190476190476,105,68,37,27,15.79577899198921,0.0206813322834256,0.0105084896954529,0.8571748760539387,0.79669427797076,156.15438970663067,79.73019159211063,48.9414343446247,79.73019159211063,0.0288581824293059,0.175231190312331,1.3623513455158065,0.0,0.0,0.0036201029253313,105,27,105,20580,17745,ultrametric,2,68,0,missing_p65_rep04_seed58.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,65,5,59,MWproj_completed_p65_rep05_seed59.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p65_rep05_seed59.csv,0.6476190476190476,105,68,37,27,16.258131388996844,0.0036980433786573,0.0023114141040987,0.995742865180633,0.9232736572890023,218.99104906557423,29.551139593204976,86.50577741907787,29.551139593204976,0.0128480075976239,0.0649475595455054,0.5049409010866077,0.0,0.0,6.869300449456741e-05,105,27,105,20580,17745,ultrametric,2,68,0,missing_p65_rep05_seed59.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,65,6,60,MWproj_completed_p65_rep06_seed60.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p65_rep06_seed60.csv,0.6476190476190476,105,68,37,27,16.09695395399467,0.0228298404524585,0.0089681170007584,0.7950329729767937,0.8207046608390273,314.6476718146135,37.852208117439815,87.96997038015844,37.852208117439815,0.0146393724469056,0.0831916661921754,0.6467814215642893,0.0,0.0,6.600526971278173e-05,105,27,105,20580,17745,ultrametric,3,68,0,missing_p65_rep06_seed60.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,65,7,61,MWproj_completed_p65_rep07_seed61.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p65_rep07_seed61.csv,0.6476190476190476,105,68,37,27,14.077224174005096,0.0165017237391289,0.0066074411676967,0.8894021933921153,0.8292934305454821,339.6099186780827,73.64223830205626,78.31563972315487,73.64223830205626,0.0271875933634125,0.1618510731913324,1.2583263683958008,0.0,0.0,0.0025586257189631,105,27,105,20580,17745,ultrametric,2,68,0,missing_p65_rep07_seed61.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,65,8,62,MWproj_completed_p65_rep08_seed62.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p65_rep08_seed62.csv,0.6476190476190476,105,68,37,27,14.458387378006591,0.0390865001955132,0.0191636736356875,0.4525346176780605,0.4369584303546207,134.91518162520762,25.46909171035624,81.12214548166344,25.46909171035624,0.0103018012942454,0.0559760257370466,0.4351908689518648,0.0,0.0,0.0001560244360858,105,27,105,20580,17745,ultrametric,2,68,0,missing_p65_rep08_seed62.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,65,9,63,MWproj_completed_p65_rep09_seed63.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p65_rep09_seed63.csv,0.6476190476190476,105,68,37,27,14.576405429994338,0.028180983237097,0.0116512155119334,0.7472342956923217,0.9260984082146808,114.7604701372256,30.065007240408622,73.80194834993428,30.065007240408622,0.0119656080948638,0.066076938989909,0.5137213676401862,0.0,0.0,7.843733652150444e-05,105,27,105,20580,17745,ultrametric,2,68,0,missing_p65_rep09_seed63.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,65,10,64,MWproj_completed_p65_rep10_seed64.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p65_rep10_seed64.csv,0.6476190476190476,105,68,37,27,16.01285868299601,0.0277296491799406,0.0117297294715984,0.7506558503436626,0.781158147879528,126.91719603588126,24.996002993093853,80.30526691904922,24.996002993093853,0.0109574349604947,0.0549362703144919,0.4271071927729838,0.0,0.0,8.984699340215384e-05,105,27,105,20580,17745,ultrametric,2,68,0,missing_p65_rep10_seed64.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,65,11,65,MWproj_completed_p65_rep11_seed65.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p65_rep11_seed65.csv,0.6476190476190476,105,68,37,27,15.905559645005267,0.0399812346650177,0.0211902150469303,0.6012589354500373,0.7197389014009237,70.47476557976532,12.723474040559513,81.94605695259997,12.723474040559513,0.005846957219052,0.0279636792100209,0.2174062501626659,0.0,0.0,0.0003913290448842,105,27,105,20580,17745,ultrametric,2,68,0,missing_p65_rep11_seed65.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,65,12,66,MWproj_completed_p65_rep12_seed66.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p65_rep12_seed66.csv,0.6476190476190476,105,68,37,27,13.154253318003612,0.0178421758837508,0.0073192002050951,0.8881419969770253,0.8069244569988929,290.55882542734366,47.68102162828437,83.58989042643712,47.68102162828437,0.019436985556019,0.1047934541280975,0.8147265505541461,0.0,0.0,0.0021020561583876,105,27,105,20580,17745,ultrametric,3,68,0,missing_p65_rep12_seed66.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,65,13,67,MWproj_completed_p65_rep13_seed67.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p65_rep13_seed67.csv,0.6476190476190476,105,68,37,27,13.731065727988607,0.0278062711674571,0.011098977669392,0.7318442975662032,0.8602130014887199,144.5911172285335,30.033266648401995,79.22883008025111,30.033266648401995,0.0129171005124765,0.0660071794470373,0.5131790155228236,0.0,0.0,8.511182273563581e-05,105,27,105,20580,17745,ultrametric,2,68,0,missing_p65_rep13_seed67.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,65,14,68,MWproj_completed_p65_rep14_seed68.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p65_rep14_seed68.csv,0.6476190476190476,105,68,37,27,12.45332876800967,0.026316344086346,0.0112351405592527,0.7769372210336861,0.788678092911402,105.95667875595667,46.60070279217944,56.01909823965708,46.60070279217944,0.0179254660534655,0.1024191270157789,0.7962671214399778,0.0,0.0,0.0001968638955117,105,27,105,20580,17745,ultrametric,2,68,0,missing_p65_rep14_seed68.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,65,15,69,MWproj_completed_p65_rep15_seed69.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p65_rep15_seed69.csv,0.6476190476190476,105,68,37,27,17.89418060799653,0.0286308277367057,0.0114393876711957,0.690636933320579,0.7320685574684124,223.89741764607828,18.1434523650972,91.89653344114171,18.1434523650972,0.0081722586887593,0.0398757194837301,0.3100175259623726,0.0,0.0,0.0002095974271197,105,27,105,20580,17745,ultrametric,2,68,0,missing_p65_rep15_seed69.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,65,16,70,MWproj_completed_p65_rep16_seed70.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p65_rep16_seed70.csv,0.6476190476190476,105,68,37,27,16.230348399010836,0.0353482403899209,0.0174576973619125,0.5991272652466881,0.706264076039241,115.43488224563684,38.02189955803109,67.0620363460645,38.02189955803109,0.0152981432140621,0.0835646144132551,0.6496809425336445,0.0,0.0,0.0005450575309129,105,27,105,20580,17745,ultrametric,2,68,0,missing_p65_rep16_seed70.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,65,17,71,MWproj_completed_p65_rep17_seed71.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p65_rep17_seed71.csv,0.6476190476190476,105,68,37,27,16.76541456799896,0.0319901258259823,0.0160705934413921,0.6754021474799403,0.7829904187502384,110.8381965057104,27.89052641140771,74.8367193885451,27.89052641140771,0.012014843690628,0.0612978602448521,0.4765659711205965,0.0,0.0,0.0005150654877357,105,27,105,20580,17745,ultrametric,2,68,0,missing_p65_rep17_seed71.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,65,18,72,MWproj_completed_p65_rep18_seed72.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p65_rep18_seed72.csv,0.6476190476190476,105,68,37,27,17.78119712699845,0.0324104901516863,0.014998752489025,0.665506169530062,0.8115433064854753,143.1488332209613,24.33611763419286,82.99942997325854,24.33611763419286,0.0099920420504684,0.0534859728224018,0.4158317187193895,0.0,0.0,0.0003811839358721,105,27,105,20580,17745,ultrametric,2,68,0,missing_p65_rep18_seed72.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,65,19,73,MWproj_completed_p65_rep19_seed73.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p65_rep19_seed73.csv,0.6476190476190476,105,68,37,27,12.234087541000918,0.0366319676638543,0.016970493819077,0.4610560534098984,0.4562354468068862,155.33062825701757,25.02524123291336,83.8890491117403,25.02524123291336,0.0097951052420389,0.0550005301822271,0.427606787149508,0.0,0.0,0.0001721155283401,105,27,105,20580,17745,ultrametric,2,68,0,missing_p65_rep19_seed73.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,65,20,74,MWproj_completed_p65_rep20_seed74.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p65_rep20_seed74.csv,0.6476190476190476,105,68,37,27,11.884923724996042,0.0286206353869808,0.014206014891057,0.7842272678610366,0.8095201740657325,116.6655179470362,96.66940462266322,17.13969446692107,96.66940462266322,0.0256027117832252,0.2124602299399191,1.6517920103797763,0.0,0.0,0.0032168374184524,105,27,105,20580,17745,ultrametric,2,68,0,missing_p65_rep20_seed74.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,65,21,75,MWproj_completed_p65_rep21_seed75.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p65_rep21_seed75.csv,0.6476190476190476,105,68,37,27,17.03228931799822,0.0218401084152579,0.0105365681292731,0.8591441998832416,0.8029163644692139,129.00614193619032,78.02465516502185,39.51865082236564,78.02465516502185,0.0289322484883371,0.1714827586044436,1.3332088111775278,0.0,0.0,0.0047274236548083,105,27,105,20580,17745,ultrametric,2,68,0,missing_p65_rep21_seed75.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,65,22,76,MWproj_completed_p65_rep22_seed76.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p65_rep22_seed76.csv,0.6476190476190476,105,68,37,27,13.79283333499916,0.0130481490042346,0.0038268777545342,0.9205777074731546,0.870290491277627,344.6287839183272,42.86926290254063,87.56074219479585,42.86926290254063,0.0167238521097257,0.094218160225364,0.7325079349530383,0.0,0.0,0.0001597043194925,105,27,105,20580,17745,ultrametric,3,68,0,missing_p65_rep22_seed76.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,65,23,77,MWproj_completed_p65_rep23_seed77.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p65_rep23_seed77.csv,0.6476190476190476,105,68,37,27,16.70151500099746,0.0363607355089209,0.0177523883761192,0.6393327500450577,0.768790319502233,100.49377117054274,12.51735949510568,87.54414393120632,12.51735949510568,0.0056714050088224,0.0275106802090234,0.2138843668870562,0.0,0.0,9.18284064043574e-05,105,27,105,20580,17745,ultrametric,2,68,0,missing_p65_rep23_seed77.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,65,24,78,MWproj_completed_p65_rep24_seed78.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p65_rep24_seed78.csv,0.6476190476190476,105,68,37,27,13.423468303997652,0.0301865288557435,0.0125837947464609,0.6708934897004599,0.7006909188074969,156.0818791635305,22.41843293288209,85.63674844701619,22.41843293288209,0.0098318556660033,0.0492712811711694,0.383064202663849,0.0,0.0,7.176469495129688e-05,105,27,105,20580,17745,ultrametric,2,68,0,missing_p65_rep24_seed78.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,65,25,79,MWproj_completed_p65_rep25_seed79.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p65_rep25_seed79.csv,0.6476190476190476,105,68,37,27,16.612068000002182,0.0282521900201762,0.0128263457171342,0.7379554108412837,0.8346375539183875,140.53793017429203,48.44246830423936,65.53068040481166,48.44246830423936,0.0191038897210601,0.1064669633060205,0.8277374048216587,0.0,0.0,0.0010385940699731,105,27,105,20580,17745,ultrametric,3,68,0,missing_p65_rep25_seed79.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,65,26,80,MWproj_completed_p65_rep26_seed80.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p65_rep26_seed80.csv,0.6476190476190476,105,68,37,27,14.792814311993425,0.0393994636101909,0.0220582410084695,0.6263169685310714,0.7759285414360422,83.22223806717993,36.26036089231556,56.42948118861581,36.26036089231556,0.0150907230871334,0.079693100862232,0.6195814968469602,0.0,0.0,0.0010532749070772,105,27,105,20580,17745,ultrametric,2,68,0,missing_p65_rep26_seed80.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,65,27,81,MWproj_completed_p65_rep27_seed81.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p65_rep27_seed81.csv,0.6476190476190476,105,68,37,27,16.24457307199191,0.0137225793607081,0.0045567312350242,0.9086530885710232,0.7951673855785012,357.82565619211,30.222116300984347,91.55395490010402,30.222116300984347,0.0123394020339197,0.066422233628537,0.5164058932357479,0.0,0.0,0.0001042154419792,105,27,105,20580,17745,ultrametric,2,68,0,missing_p65_rep27_seed81.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
MW-proj,65,28,82,MWproj_completed_p65_rep28_seed82.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p65_rep28_seed82.csv,0.6476190476190476,105,68,37,27,11.334974318000604,0.0386124676723347,0.0239885599782006,0.4574129971192976,0.5574302401038287,94.12209065006178,9425137772068.213,-10013736102628.64,9425137772068.213,0.0891659657080909,20714588510.040028,161047513734.0513,0.0,0.0,0.0023116648246217,91,27,91,17836,15379,ultrametric,2,54,14,missing_p65_rep28_seed82.csv,method_specific,mw_proj_outputs/tables/mw_proj_all_masks_detailed.csv
