method,pct_missing,replicate,mask_seed,file,path,missingness_actual,n_pairs_total,n_missing,n_observed,optimized_variables,imputed_variables,n_neighbors_requested,n_neighbors_effective,knn_weights,knn_metric,RMSE_miss,MAE_miss,Pearson_miss,Spearman_miss,runtime_seconds,success,success_numerical,success_valid_matrix,epochs_used,convergence_epoch,max_abs_error_observed,mean_abs_error_observed,masked_file,completed_file,error_message
KNN-Impute,65,1,55,KNNimpute_completed_p65_rep01_seed55.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep01_seed55.csv,0.6476190476190476,105,68,37,0,68,5,5,distance,nan_euclidean,0.0818451111240974,0.0652991903028102,0.6248661803560973,0.6335076535481162,0.0025019550000706,True,True,True,0,0,0.0,0.0,missing_p65_rep01_seed55.csv,KNNimpute_completed_p65_rep01_seed55.csv,
KNN-Impute,65,2,56,KNNimpute_completed_p65_rep02_seed56.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep02_seed56.csv,0.6476190476190476,105,68,37,0,68,5,5,distance,nan_euclidean,0.0791868141904724,0.0701860421361548,0.7988468630914795,0.6038477688284917,0.0026794180000706,True,True,True,0,0,0.0,0.0,missing_p65_rep02_seed56.csv,KNNimpute_completed_p65_rep02_seed56.csv,
KNN-Impute,65,3,57,KNNimpute_completed_p65_rep03_seed57.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep03_seed57.csv,0.6476190476190476,105,68,37,0,68,5,5,distance,nan_euclidean,0.089399550711846,0.0724883985545087,0.5488300314065349,0.60419131961675,0.0027590610000061,True,True,True,0,0,0.0,0.0,missing_p65_rep03_seed57.csv,KNNimpute_completed_p65_rep03_seed57.csv,
KNN-Impute,65,4,58,KNNimpute_completed_p65_rep04_seed58.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep04_seed58.csv,0.6476190476190476,105,68,37,0,68,5,5,distance,nan_euclidean,0.0741376976618629,0.0614456991257349,0.6766681791820195,0.5352903004160781,0.0027925660001528,True,True,True,0,0,0.0,0.0,missing_p65_rep04_seed58.csv,KNNimpute_completed_p65_rep04_seed58.csv,
KNN-Impute,65,5,59,KNNimpute_completed_p65_rep05_seed59.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep05_seed59.csv,0.6476190476190476,105,68,37,0,68,5,5,distance,nan_euclidean,0.0801961758315271,0.0666548796528962,0.5261971322592427,0.5197159980150398,0.0022899709999819,True,True,True,0,0,0.0,0.0,missing_p65_rep05_seed59.csv,KNNimpute_completed_p65_rep05_seed59.csv,
KNN-Impute,65,6,60,KNNimpute_completed_p65_rep06_seed60.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep06_seed60.csv,0.6476190476190476,105,68,37,0,68,5,5,distance,nan_euclidean,0.0788053553840849,0.065619541196495,0.6678366552287718,0.679009046837424,0.0021481259998381,True,True,True,0,0,0.0,0.0,missing_p65_rep06_seed60.csv,KNNimpute_completed_p65_rep06_seed60.csv,
KNN-Impute,65,7,61,KNNimpute_completed_p65_rep07_seed61.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep07_seed61.csv,0.6476190476190476,105,68,37,0,68,5,5,distance,nan_euclidean,0.0856796988151875,0.0747200266196746,0.5067947281473724,0.4556628621597892,0.0021409440000752,True,True,True,0,0,0.0,0.0,missing_p65_rep07_seed61.csv,KNNimpute_completed_p65_rep07_seed61.csv,
KNN-Impute,65,8,62,KNNimpute_completed_p65_rep08_seed62.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep08_seed62.csv,0.6476190476190476,105,68,37,0,68,5,5,distance,nan_euclidean,0.0946948052807828,0.0757993101591464,0.5379778930400577,0.4187502385769363,0.0023055970000314,True,True,True,0,0,0.0,0.0,missing_p65_rep08_seed62.csv,KNNimpute_completed_p65_rep08_seed62.csv,
KNN-Impute,65,9,63,KNNimpute_completed_p65_rep09_seed63.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep09_seed63.csv,0.6476190476190476,105,68,37,0,68,5,5,distance,nan_euclidean,0.0800157787853402,0.0646139008004896,0.5474507530983107,0.4771157002710233,0.0024661439999817,True,True,True,0,0,0.0,0.0,missing_p65_rep09_seed63.csv,KNNimpute_completed_p65_rep09_seed63.csv,
KNN-Impute,65,10,64,KNNimpute_completed_p65_rep10_seed64.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep10_seed64.csv,0.6476190476190476,105,68,37,0,68,5,5,distance,nan_euclidean,0.082635228469026,0.0707200012979933,0.595330222766737,0.4106958812077719,0.0021757140000318,True,True,True,0,0,0.0,0.0,missing_p65_rep10_seed64.csv,KNNimpute_completed_p65_rep10_seed64.csv,
KNN-Impute,65,11,65,KNNimpute_completed_p65_rep11_seed65.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep11_seed65.csv,0.6476190476190476,105,68,37,0,68,5,5,distance,nan_euclidean,0.0706051094150221,0.0507832002538721,0.6496560508573692,0.5846089246860328,0.0020652419998441,True,True,True,0,0,0.0,0.0,missing_p65_rep11_seed65.csv,KNNimpute_completed_p65_rep11_seed65.csv,
KNN-Impute,65,12,66,KNNimpute_completed_p65_rep12_seed66.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep12_seed66.csv,0.6476190476190476,105,68,37,0,68,5,5,distance,nan_euclidean,0.0779698356585673,0.0675886431360493,0.5329112465063867,0.4656640073290835,0.0024533069999961,True,True,True,0,0,0.0,0.0,missing_p65_rep12_seed66.csv,KNNimpute_completed_p65_rep12_seed66.csv,
KNN-Impute,65,13,67,KNNimpute_completed_p65_rep13_seed67.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep13_seed67.csv,0.6476190476190476,105,68,37,0,68,5,5,distance,nan_euclidean,0.0796445562891285,0.0665892931257998,0.6163235675318292,0.5712867885635758,0.0022451060001458,True,True,True,0,0,0.0,0.0,missing_p65_rep13_seed67.csv,KNNimpute_completed_p65_rep13_seed67.csv,
KNN-Impute,65,14,68,KNNimpute_completed_p65_rep14_seed68.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep14_seed68.csv,0.6476190476190476,105,68,37,0,68,5,5,distance,nan_euclidean,0.0720530993240801,0.0572698087151065,0.6677904938707281,0.6921021491010421,0.0022056249999877,True,True,True,0,0,0.0,0.0,missing_p65_rep14_seed68.csv,KNNimpute_completed_p65_rep14_seed68.csv,
KNN-Impute,65,15,69,KNNimpute_completed_p65_rep15_seed69.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep15_seed69.csv,0.6476190476190476,105,68,37,0,68,5,5,distance,nan_euclidean,0.0875642797947651,0.0733900079695041,0.5365654426426348,0.4455853723708821,0.0022817379999651,True,True,True,0,0,0.0,0.0,missing_p65_rep15_seed69.csv,KNNimpute_completed_p65_rep15_seed69.csv,
KNN-Impute,65,16,70,KNNimpute_completed_p65_rep16_seed70.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep16_seed70.csv,0.6476190476190476,105,68,37,0,68,5,5,distance,nan_euclidean,0.084683281247774,0.0666015915633448,0.6127566187477423,0.5837691338702905,0.0020892380000532,True,True,True,0,0,0.0,0.0,missing_p65_rep16_seed70.csv,KNNimpute_completed_p65_rep16_seed70.csv,
KNN-Impute,65,17,71,KNNimpute_completed_p65_rep17_seed71.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep17_seed71.csv,0.6476190476190476,105,68,37,0,68,5,5,distance,nan_euclidean,0.0806238681477874,0.0654820864562686,0.615037926075043,0.6079703782875902,0.0020547309998164,True,True,True,0,0,0.0,0.0,missing_p65_rep17_seed71.csv,KNNimpute_completed_p65_rep17_seed71.csv,
KNN-Impute,65,18,72,KNNimpute_completed_p65_rep18_seed72.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep18_seed72.csv,0.6476190476190476,105,68,37,0,68,5,5,distance,nan_euclidean,0.0872831099957438,0.0674928157744201,0.4802781632396601,0.4066114440584799,0.0021409680000488,True,True,True,0,0,0.0,0.0,missing_p65_rep18_seed72.csv,KNNimpute_completed_p65_rep18_seed72.csv,
KNN-Impute,65,19,73,KNNimpute_completed_p65_rep19_seed73.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep19_seed73.csv,0.6476190476190476,105,68,37,0,68,5,5,distance,nan_euclidean,0.0777528898649194,0.0664369838018688,0.6926338510708597,0.4351261594839103,0.0020658480000292,True,True,True,0,0,0.0,0.0,missing_p65_rep19_seed73.csv,KNNimpute_completed_p65_rep19_seed73.csv,
KNN-Impute,65,20,74,KNNimpute_completed_p65_rep20_seed74.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep20_seed74.csv,0.6476190476190476,105,68,37,0,68,5,5,distance,nan_euclidean,0.0920482470451308,0.073913943661149,0.4829593951593655,0.5198686872542656,0.0021524179999232,True,True,True,0,0,0.0,0.0,missing_p65_rep20_seed74.csv,KNNimpute_completed_p65_rep20_seed74.csv,
KNN-Impute,65,21,75,KNNimpute_completed_p65_rep21_seed75.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep21_seed75.csv,0.6476190476190476,105,68,37,0,68,5,5,distance,nan_euclidean,0.0867615413891441,0.0738355707492936,0.4162554463832056,0.5328472725884643,0.0021332880000954,True,True,True,0,0,0.0,0.0,missing_p65_rep21_seed75.csv,KNNimpute_completed_p65_rep21_seed75.csv,
KNN-Impute,65,22,76,KNNimpute_completed_p65_rep22_seed76.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep22_seed76.csv,0.6476190476190476,105,68,37,0,68,5,5,distance,nan_euclidean,0.0904595169751864,0.0721295065818379,0.3103069158072377,0.4028323853876397,0.002025784999887,True,True,True,0,0,0.0,0.0,missing_p65_rep22_seed76.csv,KNNimpute_completed_p65_rep22_seed76.csv,
KNN-Impute,65,23,77,KNNimpute_completed_p65_rep23_seed77.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep23_seed77.csv,0.6476190476190476,105,68,37,0,68,5,5,distance,nan_euclidean,0.0800759691974364,0.0628807566111283,0.5654796618643926,0.5448333778676947,0.0021001329998853,True,True,True,0,0,0.0,0.0,missing_p65_rep23_seed77.csv,KNNimpute_completed_p65_rep23_seed77.csv,
KNN-Impute,65,24,78,KNNimpute_completed_p65_rep24_seed78.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep24_seed78.csv,0.6476190476190476,105,68,37,0,68,5,5,distance,nan_euclidean,0.0744678386755503,0.0560001945136923,0.5902558858731154,0.605260144291331,0.0020340259998192,True,True,True,0,0,0.0,0.0,missing_p65_rep24_seed78.csv,KNNimpute_completed_p65_rep24_seed78.csv,
KNN-Impute,65,25,79,KNNimpute_completed_p65_rep25_seed79.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep25_seed79.csv,0.6476190476190476,105,68,37,0,68,5,5,distance,nan_euclidean,0.0855335689975947,0.0682761920380281,0.4361101244781041,0.4157346261022254,0.002077262000057,True,True,True,0,0,0.0,0.0,missing_p65_rep25_seed79.csv,KNNimpute_completed_p65_rep25_seed79.csv,
KNN-Impute,65,26,80,KNNimpute_completed_p65_rep26_seed80.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep26_seed80.csv,0.6476190476190476,105,68,37,0,68,5,5,distance,nan_euclidean,0.0806235041526835,0.0609597285076769,0.5820347626695505,0.5867847463450013,0.0021423719999802,True,True,True,0,0,0.0,0.0,missing_p65_rep26_seed80.csv,KNNimpute_completed_p65_rep26_seed80.csv,
KNN-Impute,65,27,81,KNNimpute_completed_p65_rep27_seed81.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep27_seed81.csv,0.6476190476190476,105,68,37,0,68,5,5,distance,nan_euclidean,0.0872770437999344,0.0781889603560479,0.6638809209807155,0.5788830782150628,0.00217388499982,True,True,True,0,0,0.0,0.0,missing_p65_rep27_seed81.csv,KNNimpute_completed_p65_rep27_seed81.csv,
KNN-Impute,65,28,82,KNNimpute_completed_p65_rep28_seed82.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep28_seed82.csv,0.6476190476190476,105,68,37,0,68,5,5,distance,nan_euclidean,0.0837835356096181,0.0693407504608213,0.6673192587303491,0.64610451578425,0.0023336409999501,True,True,True,0,0,0.0,0.0,missing_p65_rep28_seed82.csv,KNNimpute_completed_p65_rep28_seed82.csv,
KNN-Impute,65,29,83,KNNimpute_completed_p65_rep29_seed83.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep29_seed83.csv,0.6476190476190476,105,68,37,0,68,5,5,distance,nan_euclidean,0.080707961373918,0.0670656031475575,0.6063043426351344,0.5147154254303927,0.0025499729999864,True,True,True,0,0,0.0,0.0,missing_p65_rep29_seed83.csv,KNNimpute_completed_p65_rep29_seed83.csv,
KNN-Impute,65,30,84,KNNimpute_completed_p65_rep30_seed84.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep30_seed84.csv,0.6476190476190476,105,68,37,0,68,5,5,distance,nan_euclidean,0.0871061238704544,0.0714189350402909,0.653351984052631,0.6896972935832346,0.0025563229999079,True,True,True,0,0,0.0,0.0,missing_p65_rep30_seed84.csv,KNNimpute_completed_p65_rep30_seed84.csv,
KNN-Impute,85,1,55,KNNimpute_completed_p85_rep01_seed55.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep01_seed55.csv,0.8476190476190476,105,89,16,0,89,5,5,distance,nan_euclidean,0.116779457947543,0.099153707596394,0.1823013284928335,0.2003404834865509,0.00229254199985,True,True,True,0,0,0.0,0.0,missing_p85_rep01_seed55.csv,KNNimpute_completed_p85_rep01_seed55.csv,
KNN-Impute,85,2,56,KNNimpute_completed_p85_rep02_seed56.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep02_seed56.csv,0.8476190476190476,105,89,16,0,89,5,5,distance,nan_euclidean,0.1282334760996144,0.1077741473045788,0.2521330805429216,0.2216717739189649,0.0022714360000009,True,True,True,0,0,0.0,0.0,missing_p85_rep02_seed56.csv,KNNimpute_completed_p85_rep02_seed56.csv,
KNN-Impute,85,3,57,KNNimpute_completed_p85_rep03_seed57.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep03_seed57.csv,0.8476190476190476,105,89,16,0,89,5,5,distance,nan_euclidean,0.1305524450545682,0.1101642393469733,0.0614710048140221,0.0675897118256841,0.0022396540000499,True,True,True,0,0,0.0,0.0,missing_p85_rep03_seed57.csv,KNNimpute_completed_p85_rep03_seed57.csv,
KNN-Impute,85,4,58,KNNimpute_completed_p85_rep04_seed58.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep04_seed58.csv,0.8476190476190476,105,89,16,0,89,5,5,distance,nan_euclidean,0.1276425189850146,0.1076827189427947,0.2390886247620925,0.2374531835205992,0.0026487060001727,True,True,True,0,0,0.0,0.0,missing_p85_rep04_seed58.csv,KNNimpute_completed_p85_rep04_seed58.csv,
KNN-Impute,85,5,59,KNNimpute_completed_p85_rep05_seed59.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep05_seed59.csv,0.8476190476190476,105,89,16,0,89,5,5,distance,nan_euclidean,0.1310291590703056,0.1073921328985794,0.0697240140323431,0.1734763363976847,0.0025658160000148,True,True,True,0,0,0.0,0.0,missing_p85_rep05_seed59.csv,KNNimpute_completed_p85_rep05_seed59.csv,
KNN-Impute,85,6,60,KNNimpute_completed_p85_rep06_seed60.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep06_seed60.csv,0.8476190476190476,105,89,16,0,89,5,5,distance,nan_euclidean,0.1379028553870409,0.1175793499173355,0.0619261898204053,0.080954428143861,0.0021891689998483,True,True,True,0,0,0.0,0.0,missing_p85_rep06_seed60.csv,KNNimpute_completed_p85_rep06_seed60.csv,
KNN-Impute,85,7,61,KNNimpute_completed_p85_rep07_seed61.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep07_seed61.csv,0.8476190476190476,105,89,16,0,89,5,5,distance,nan_euclidean,0.1216337673026374,0.103404193546109,0.2923365008898591,0.3234593122233572,0.0027069770001162,True,True,True,0,0,0.0,0.0,missing_p85_rep07_seed61.csv,KNNimpute_completed_p85_rep07_seed61.csv,
KNN-Impute,85,8,62,KNNimpute_completed_p85_rep08_seed62.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep08_seed62.csv,0.8476190476190476,105,89,16,0,89,5,5,distance,nan_euclidean,0.1291312216927781,0.1112178845048598,0.0503247266524656,0.0140960163432073,0.0027612840001438,True,True,True,0,0,0.0,0.0,missing_p85_rep08_seed62.csv,KNNimpute_completed_p85_rep08_seed62.csv,
KNN-Impute,85,9,63,KNNimpute_completed_p85_rep09_seed63.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep09_seed63.csv,0.8476190476190476,105,89,16,0,89,5,5,distance,nan_euclidean,0.1329835216179762,0.112810350433224,0.2071925369440142,0.2422333551274141,0.0022422079998705,True,True,True,0,0,0.0,0.0,missing_p85_rep09_seed63.csv,KNNimpute_completed_p85_rep09_seed63.csv,
KNN-Impute,85,10,64,KNNimpute_completed_p85_rep10_seed64.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep10_seed64.csv,0.8476190476190476,105,89,16,0,89,5,5,distance,nan_euclidean,0.1156642063160654,0.0992132505954483,0.054166980710124,0.1249813789703646,0.0021918750001077,True,True,True,0,0,0.0,0.0,missing_p85_rep10_seed64.csv,KNNimpute_completed_p85_rep10_seed64.csv,
KNN-Impute,85,11,65,KNNimpute_completed_p85_rep11_seed65.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep11_seed65.csv,0.8476190476190476,105,89,16,0,89,5,5,distance,nan_euclidean,0.1171378195321595,0.0981410025098189,0.2732290526191616,0.3072863466121894,0.0023548379999738,True,True,True,0,0,0.0,0.0,missing_p85_rep11_seed65.csv,KNNimpute_completed_p85_rep11_seed65.csv,
KNN-Impute,85,12,66,KNNimpute_completed_p85_rep12_seed66.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep12_seed66.csv,0.8476190476190476,105,89,16,0,89,5,5,distance,nan_euclidean,0.1314247367690527,0.1066944355166845,0.0720027534273402,0.1185733741913517,0.002401453999937,True,True,True,0,0,0.0,0.0,missing_p85_rep12_seed66.csv,KNNimpute_completed_p85_rep12_seed66.csv,
KNN-Impute,85,13,67,KNNimpute_completed_p85_rep13_seed67.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep13_seed67.csv,0.8476190476190476,105,89,16,0,89,5,5,distance,nan_euclidean,0.1272153833002575,0.1142810762597543,0.2313800417847199,0.2497446049184907,0.0020422819998202,True,True,True,0,0,0.0,0.0,missing_p85_rep13_seed67.csv,KNNimpute_completed_p85_rep13_seed67.csv,
KNN-Impute,85,14,68,KNNimpute_completed_p85_rep14_seed68.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep14_seed68.csv,0.8476190476190476,105,89,16,0,89,5,5,distance,nan_euclidean,0.1246908566500753,0.1046743827214036,0.0900553046782074,0.0476336397684712,0.0027530909999313,True,True,True,0,0,0.0,0.0,missing_p85_rep14_seed68.csv,KNNimpute_completed_p85_rep14_seed68.csv,
KNN-Impute,85,15,69,KNNimpute_completed_p85_rep15_seed69.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep15_seed69.csv,0.8476190476190476,105,89,16,0,89,5,5,distance,nan_euclidean,0.1293681737696892,0.1032506106521595,0.1080500350916907,0.0859720803541028,0.0025749149999683,True,True,True,0,0,0.0,0.0,missing_p85_rep15_seed69.csv,KNNimpute_completed_p85_rep15_seed69.csv,
KNN-Impute,85,16,70,KNNimpute_completed_p85_rep16_seed70.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep16_seed70.csv,0.8476190476190476,105,89,16,0,89,5,5,distance,nan_euclidean,0.1240300464722706,0.0994835690748201,0.246330555790222,0.250187265917603,0.0023405900001307,True,True,True,0,0,0.0,0.0,missing_p85_rep16_seed70.csv,KNNimpute_completed_p85_rep16_seed70.csv,
KNN-Impute,85,17,71,KNNimpute_completed_p85_rep17_seed71.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep17_seed71.csv,0.8476190476190476,105,89,16,0,89,5,5,distance,nan_euclidean,0.1376514679706885,0.1209955411542128,-0.0057883277323736,-0.0289937731080957,0.0022056329999031,True,True,True,0,0,0.0,0.0,missing_p85_rep17_seed71.csv,KNNimpute_completed_p85_rep17_seed71.csv,
KNN-Impute,85,18,72,KNNimpute_completed_p85_rep18_seed72.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep18_seed72.csv,0.8476190476190476,105,89,16,0,89,5,5,distance,nan_euclidean,0.1313994701956295,0.1143931117389568,0.065306605622905,0.1335705501582884,0.0031781800000771,True,True,True,0,0,0.0,0.0,missing_p85_rep18_seed72.csv,KNNimpute_completed_p85_rep18_seed72.csv,
KNN-Impute,85,19,73,KNNimpute_completed_p85_rep19_seed73.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep19_seed73.csv,0.8476190476190476,105,89,16,0,89,5,5,distance,nan_euclidean,0.1288657150014412,0.1078609491697882,0.0772844805794637,-0.0765577119509703,0.0024105269999381,True,True,True,0,0,0.0,0.0,missing_p85_rep19_seed73.csv,KNNimpute_completed_p85_rep19_seed73.csv,
KNN-Impute,85,20,74,KNNimpute_completed_p85_rep20_seed74.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep20_seed74.csv,0.8476190476190476,105,89,16,0,89,5,5,distance,nan_euclidean,0.1465437240608074,0.1273481466296532,0.0758041427240515,0.029645649235547,0.0021958089998861,True,True,True,0,0,0.0,0.0,missing_p85_rep20_seed74.csv,KNNimpute_completed_p85_rep20_seed74.csv,
KNN-Impute,85,21,75,KNNimpute_completed_p85_rep21_seed75.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep21_seed75.csv,0.8476190476190476,105,89,16,0,89,5,5,distance,nan_euclidean,0.1256556958155423,0.1079548277831301,0.1065019527210502,0.1354712945891717,0.0021282440000049,True,True,True,0,0,0.0,0.0,missing_p85_rep21_seed75.csv,KNNimpute_completed_p85_rep21_seed75.csv,
KNN-Impute,85,22,76,KNNimpute_completed_p85_rep22_seed76.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep22_seed76.csv,0.8476190476190476,105,89,16,0,89,5,5,distance,nan_euclidean,0.1193309166272975,0.1043752697253179,0.1431876304969016,0.2560776302349337,0.0025342009998894,True,True,True,0,0,0.0,0.0,missing_p85_rep22_seed76.csv,KNNimpute_completed_p85_rep22_seed76.csv,
KNN-Impute,85,23,77,KNNimpute_completed_p85_rep23_seed77.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep23_seed77.csv,0.8476190476190476,105,89,16,0,89,5,5,distance,nan_euclidean,0.1261870911620475,0.1053223716230168,0.1320039684125124,0.0340823970037453,0.0027882229999249,True,True,True,0,0,0.0,0.0,missing_p85_rep23_seed77.csv,KNNimpute_completed_p85_rep23_seed77.csv,
KNN-Impute,85,24,78,KNNimpute_completed_p85_rep24_seed78.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep24_seed78.csv,0.8476190476190476,105,89,16,0,89,5,5,distance,nan_euclidean,0.1173024871949194,0.1006518570744266,-0.0182463467554205,0.0157984337759618,0.0024834909997935,True,True,True,0,0,0.0,0.0,missing_p85_rep24_seed78.csv,KNNimpute_completed_p85_rep24_seed78.csv,
KNN-Impute,85,25,79,KNNimpute_completed_p85_rep25_seed79.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep25_seed79.csv,0.8476190476190476,105,89,16,0,89,5,5,distance,nan_euclidean,0.1354659481803332,0.1137570041879323,0.1304877723616342,0.2438202247191011,0.0026121779999357,True,True,True,0,0,0.0,0.0,missing_p85_rep25_seed79.csv,KNNimpute_completed_p85_rep25_seed79.csv,
KNN-Impute,85,26,80,KNNimpute_completed_p85_rep26_seed80.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep26_seed80.csv,0.8476190476190476,105,89,16,0,89,5,5,distance,nan_euclidean,0.1407380446880477,0.115307578365796,0.160033372289335,-0.0254951117025093,0.0022751389999484,True,True,True,0,0,0.0,0.0,missing_p85_rep26_seed80.csv,KNNimpute_completed_p85_rep26_seed80.csv,
KNN-Impute,85,27,81,KNNimpute_completed_p85_rep27_seed81.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep27_seed81.csv,0.8476190476190476,105,89,16,0,89,5,5,distance,nan_euclidean,0.1189674084477482,0.1001084160477427,0.3227637263588299,0.3283282260810351,0.0024397740000949,True,True,True,0,0,0.0,0.0,missing_p85_rep27_seed81.csv,KNNimpute_completed_p85_rep27_seed81.csv,
KNN-Impute,85,28,82,KNNimpute_completed_p85_rep28_seed82.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep28_seed82.csv,0.8476190476190476,105,89,16,0,89,5,5,distance,nan_euclidean,0.1232308608321304,0.1063857142369836,0.3394026880112287,0.3725265703923917,0.0024466049999318,True,True,True,0,0,0.0,0.0,missing_p85_rep28_seed82.csv,KNNimpute_completed_p85_rep28_seed82.csv,
KNN-Impute,85,29,83,KNNimpute_completed_p85_rep29_seed83.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep29_seed83.csv,0.8476190476190476,105,89,16,0,89,5,5,distance,nan_euclidean,0.1303210245398142,0.1149479829665795,0.0812629923352341,0.0484678243105209,0.0023202700001547,True,True,True,0,0,0.0,0.0,missing_p85_rep29_seed83.csv,KNNimpute_completed_p85_rep29_seed83.csv,
KNN-Impute,85,30,84,KNNimpute_completed_p85_rep30_seed84.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep30_seed84.csv,0.8476190476190476,105,89,16,0,89,5,5,distance,nan_euclidean,0.1238251556281259,0.101642830503815,0.0737796757440517,0.1224208375893769,0.0023053919999256,True,True,True,0,0,0.0,0.0,missing_p85_rep30_seed84.csv,KNNimpute_completed_p85_rep30_seed84.csv,
