method,pct_missing,replicate,mask_seed,file,path,missingness_actual,n_pairs_total,n_missing,n_observed,masked_file,__metadata_scope,__metadata_source,optimized_variables,runtime_seconds,RMSE_miss,MAE_miss,Pearson_miss,Spearman_miss,Delta_init,Delta_final,Delta_reduction_percent,Delta_total_completed,Delta_normalized_completed,Delta_per_triangle_completed,Delta_relative_to_original,max_abs_error_observed,mean_abs_error_observed
Hyb-Adam-UM,50,4,58,HybAdamUM_completed_p50_rep04_seed58.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p50_rep04_seed58.csv,0.4952380952380952,105,52,53,missing_p50_rep04_seed58.csv,method_specific,hyb_adam_um_outputs/tables/hyb_adam_um_all_masks_detailed.csv,52.0,35.65766845500002,0.0160007566480538,0.0082692261465267,0.9646030324860764,0.9514214974814308,119.009170405712,22.82949914257727,80.81702522188027,22.82949914257727,0.0103053540169581,0.0501747233902797,0.48837949586828,0.0,0.0
Hyb-Adam-UM,50,5,59,HybAdamUM_completed_p50_rep05_seed59.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p50_rep05_seed59.csv,0.4952380952380952,105,52,53,missing_p50_rep05_seed59.csv,method_specific,hyb_adam_um_outputs/tables/hyb_adam_um_all_masks_detailed.csv,52.0,34.010571460000165,0.0191716358969419,0.0097048765367914,0.9354265292855722,0.8936224707589856,183.7607463389841,25.479070788677184,86.13464992045915,25.479070788677184,0.011200358789427,0.0559979577773124,0.545060391787536,0.0,0.0
Hyb-Adam-UM,50,6,60,HybAdamUM_completed_p50_rep06_seed60.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p50_rep06_seed60.csv,0.4952380952380952,105,52,53,missing_p50_rep06_seed60.csv,method_specific,hyb_adam_um_outputs/tables/hyb_adam_um_all_masks_detailed.csv,52.0,34.880140926000195,0.0091268287509888,0.005271040018464,0.9839384429972912,0.9215401690429436,139.83145175876382,26.470413993003795,81.06977102785834,26.470413993003795,0.011772054436355,0.0581767340505577,0.566267676771661,0.0,0.0
Hyb-Adam-UM,50,7,61,HybAdamUM_completed_p50_rep07_seed61.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p50_rep07_seed61.csv,0.4952380952380952,105,52,53,missing_p50_rep07_seed61.csv,method_specific,hyb_adam_um_outputs/tables/hyb_adam_um_all_masks_detailed.csv,52.0,35.00970141100015,0.034805962377988,0.0165480559179351,0.8555876569515246,0.8900367113463672,76.3798025623874,22.524626289603702,70.50970867435082,22.524626289603702,0.0101882299183699,0.0495046731639641,0.4818575109000917,0.0,0.0
Hyb-Adam-UM,50,8,62,HybAdamUM_completed_p50_rep08_seed62.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p50_rep08_seed62.csv,0.4952380952380952,105,52,53,missing_p50_rep08_seed62.csv,method_specific,hyb_adam_um_outputs/tables/hyb_adam_um_all_masks_detailed.csv,52.0,35.15135129999999,0.0114726660441811,0.0065172450567286,0.973175264551694,0.915905404251686,140.78065935950778,25.08039878879961,82.18476962467373,25.08039878879961,0.0110139975694535,0.0551217555797793,0.536531810888716,0.0,0.0
Hyb-Adam-UM,50,9,63,HybAdamUM_completed_p50_rep09_seed63.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p50_rep09_seed63.csv,0.4952380952380952,105,52,53,missing_p50_rep09_seed63.csv,method_specific,hyb_adam_um_outputs/tables/hyb_adam_um_all_masks_detailed.csv,52.0,34.90020900699983,0.0197663736048092,0.010460645078246,0.94921966896627,0.8915734653803465,120.21186038294071,23.415981465739936,80.52107222103777,23.415981465739936,0.0103687844970141,0.0514636955290987,0.5009258044637083,0.0,0.0
Hyb-Adam-UM,50,10,64,HybAdamUM_completed_p50_rep10_seed64.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p50_rep10_seed64.csv,0.4952380952380952,105,52,53,missing_p50_rep10_seed64.csv,method_specific,hyb_adam_um_outputs/tables/hyb_adam_um_all_masks_detailed.csv,52.0,34.783616131999906,0.0353220693425906,0.0176192667665113,0.85427761835711,0.9059165030308204,97.61625629449588,21.78443812609604,77.68359599821659,21.78443812609604,0.0097441025293662,0.0478778859914198,0.4660230539159982,0.0,0.0
Hyb-Adam-UM,50,11,65,HybAdamUM_completed_p50_rep11_seed65.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p50_rep11_seed65.csv,0.4952380952380952,105,52,53,missing_p50_rep11_seed65.csv,method_specific,hyb_adam_um_outputs/tables/hyb_adam_um_all_masks_detailed.csv,52.0,35.18726317799997,0.0190177309597111,0.0096712517215322,0.931767044180015,0.920430291129514,183.12009983021647,26.46892797579675,85.54559111733886,26.46892797579675,0.0117191520776168,0.0581734680786741,0.5662358871853063,0.0,0.0
Hyb-Adam-UM,50,12,66,HybAdamUM_completed_p50_rep12_seed66.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p50_rep12_seed66.csv,0.4952380952380952,105,52,53,missing_p50_rep12_seed66.csv,method_specific,hyb_adam_um_outputs/tables/hyb_adam_um_all_masks_detailed.csv,52.0,35.27801659600004,0.0186966883138237,0.0094720793459376,0.960174554759286,0.939639716554256,95.50727990489898,23.99747139815344,74.87367306235835,23.99747139815344,0.0106855723820156,0.052741695380557,0.5133653134634895,0.0,0.0
Hyb-Adam-UM,50,13,67,HybAdamUM_completed_p50_rep13_seed67.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p50_rep13_seed67.csv,0.4952380952380952,105,52,53,missing_p50_rep13_seed67.csv,method_specific,hyb_adam_um_outputs/tables/hyb_adam_um_all_masks_detailed.csv,52.0,34.99878952400013,0.0394349217219483,0.0194636204104274,0.8355915322701222,0.8852556987962094,70.99079648840024,19.897651045804498,71.97150612466261,19.897651045804498,0.0090691634924612,0.0437311011995703,0.4256600079582786,0.0,0.0
