restart,epoch,full_delta,best_delta,objective_for_grad,best_objective_for_grad,best_epoch,learning_rate,optimized_variables,event
0,1,2743.6594796043555,1229.885471476649,0.6757781969468856,0.3029274560287313,0,0.04,218,checkpoint
0,500,805.204395157893,805.204395157893,0.19832620570391454,0.19832620570391454,500,0.04,218,checkpoint
0,1000,772.9634681506503,772.9634681506503,0.1903850906775001,0.1903850906775001,1000,0.02,218,checkpoint
0,1500,777.8574348935267,772.9634681506503,0.19159050120530213,0.1903850906775001,1000,0.02,218,checkpoint
0,2000,775.7875142553605,772.9634681506503,0.19108066853580308,0.1903850906775001,1000,0.01,218,checkpoint
0,2500,758.5080293284637,758.5080293284637,0.18682463776563146,0.18682463776563146,2500,0.01,218,checkpoint
0,3000,758.1072282021598,758.1072282021598,0.18672591827639404,0.18672591827639404,3000,0.01,218,checkpoint
0,3500,760.7245029729681,758.1072282021598,0.18737056723472123,0.18672591827639404,3000,0.01,218,checkpoint
0,4000,760.5129373887396,758.1072282021598,0.18731845748491124,0.18672591827639404,3000,0.005,218,checkpoint
0,4500,751.6763235741241,751.6763235741241,0.1851419516192424,0.1851419516192424,4500,0.005,218,checkpoint
0,5000,751.861429335501,751.6763235741241,0.18518754417130567,0.1851419516192424,4500,0.005,218,checkpoint
