restart,epoch,full_delta,best_delta,objective_for_grad,best_objective_for_grad,best_epoch,learning_rate,optimized_variables,event
0,1,2282.633352255369,2256.3039008371725,0.5622249636096969,0.5557398770534907,0,0.02,130,checkpoint
0,500,1678.2924526093298,1678.2924526093298,0.4133725252732339,0.4133725252732339,500,0.02,130,checkpoint
0,1000,1668.6982083703713,1668.6982083703713,0.4110094109286629,0.4110094109286629,1000,0.01,130,checkpoint
0,1500,1667.8944593483577,1667.8944593483577,0.41081144318925067,0.41081144318925067,1500,0.01,130,checkpoint
0,2000,1668.1303998480257,1667.8944593483577,0.4108695566128142,0.41081144318925067,1500,0.005,130,checkpoint
0,2500,1660.365646227882,1660.365646227882,0.4089570557211532,0.4089570557211532,2500,0.005,130,checkpoint
0,3000,1662.0491871326615,1660.365646227882,0.40937172096863583,0.4089570557211532,2500,0.005,130,checkpoint
0,3500,1661.2499784005927,1660.365646227882,0.4091748715272396,0.4089570557211532,2500,0.005,130,checkpoint
0,4000,1660.0957106113005,1660.0957106113005,0.4088905691160839,0.4088905691160839,4000,0.0025,130,checkpoint
0,4500,1655.4136888049343,1655.4136888049343,0.40773736177461434,0.40773736177461434,4500,0.0025,130,checkpoint
0,5000,1658.126978051298,1655.4136888049343,0.4084056596185463,0.40773736177461434,4500,0.0025,130,checkpoint
