method,pct_missing,frac_missing_requested,missingness_actual,replicate,mask_seed,n_pairs_total,n_missing,n_observed,imputed_variables,optimized_variables,success,success_numerical,success_valid_matrix,status,reason,error_message,masked_file,completed_file,run_log_file,s_top,initial_known_graph_components,joins_performed,n_pair_selection_failures,last_active_clusters,tree_edges_final,runtime_seconds,Delta_total_completed,Delta_normalized_completed,Delta_per_triangle_completed,Delta_relative_to_original,Delta_original,Delta_normalized_original,RMSE_miss,MAE_miss,Pearson_miss,Spearman_miss,max_abs_error_observed,mean_abs_error_observed,epochs_used,convergence_epoch,njstar_config_json
NJstar-STRICT,30,0.3,0.3047619047619048,11,65,105,32,73,32,0,True,True,True,OK,OK,,missing_p30_rep11_seed65.csv,NJstar_STRICT_completed_p30_rep11_seed65.csv,njstar_strict_outputs/logs/NJstar_STRICT_p30_rep11_seed65.log,15,1,13,0,2,27,0.008837827990646474,67.3819411686369,0.023510020980964236,0.14809217839260858,1.1513565486482897,58.523957020737264,0.022445654481427994,0.0022868389173091954,0.0018572948412245562,0.9982838810085466,0.9530791788856304,0.0,0.0,13,13,"{""S_TOP"": 15, ""PRESERVE_OBSERVED"": true}"
NJstar-STRICT,30,0.3,0.3047619047619048,12,66,105,32,73,32,0,True,True,True,OK,OK,,missing_p30_rep12_seed66.csv,NJstar_STRICT_completed_p30_rep12_seed66.csv,njstar_strict_outputs/logs/NJstar_STRICT_p30_rep12_seed66.log,15,1,13,0,2,27,0.01914756999758538,64.91448447273095,0.02516652552072928,0.14266919664336472,1.1091950677519853,58.523957020737264,0.022445654481427994,0.029676776697310503,0.011188781971220776,0.7576242857523532,0.7111436950146627,0.0,0.0,13,13,"{""S_TOP"": 15, ""PRESERVE_OBSERVED"": true}"
NJstar-STRICT,30,0.3,0.3047619047619048,13,67,105,32,73,32,0,False,False,False,FAIL,No eligible pair at r=3: need d_xy known and |S_xy|>=3.,RuntimeError('No eligible pair at r=3: need d_xy known and |S_xy|>=3.'),missing_p30_rep13_seed67.csv,,njstar_strict_outputs/logs/NJstar_STRICT_p30_rep13_seed67.log,15,1,12,1,3,-1,0.010062318004202098,,,,,58.523957020737264,0.022445654481427994,,,,,,,-1,-1,"{""S_TOP"": 15, ""PRESERVE_OBSERVED"": true}"
NJstar-STRICT,30,0.3,0.3047619047619048,14,68,105,32,73,32,0,True,True,True,OK,OK,,missing_p30_rep14_seed68.csv,NJstar_STRICT_completed_p30_rep14_seed68.csv,njstar_strict_outputs/logs/NJstar_STRICT_p30_rep14_seed68.log,15,1,13,0,2,27,0.010764388003735803,82.63694821649713,0.03091296477946748,0.1816196664098838,1.4120191528952104,58.523957020737264,0.022445654481427994,0.024365737575415915,0.008779799830292511,0.8216531332899369,0.7137096774193548,0.0,0.0,13,13,"{""S_TOP"": 15, ""PRESERVE_OBSERVED"": true}"
NJstar-STRICT,30,0.3,0.3047619047619048,15,69,105,32,73,32,0,True,True,True,OK,OK,,missing_p30_rep15_seed69.csv,NJstar_STRICT_completed_p30_rep15_seed69.csv,njstar_strict_outputs/logs/NJstar_STRICT_p30_rep15_seed69.log,15,1,13,0,2,27,0.008907821000320837,47.01938541978787,0.01969245247027097,0.10333930861491838,0.803421159699217,58.523957020737264,0.022445654481427994,0.012606107018513632,0.004482035830078338,0.9424188058512227,0.9541788856304986,0.0,0.0,13,13,"{""S_TOP"": 15, ""PRESERVE_OBSERVED"": true}"
NJstar-STRICT,30,0.3,0.3047619047619048,16,70,105,32,73,32,0,True,True,True,OK,OK,,missing_p30_rep16_seed70.csv,NJstar_STRICT_completed_p30_rep16_seed70.csv,njstar_strict_outputs/logs/NJstar_STRICT_p30_rep16_seed70.log,15,1,13,0,2,27,0.009346247999928892,41.092433103562,0.017545540382535228,0.09031303978804836,0.7021472093727598,58.523957020737264,0.022445654481427994,0.011389085846138507,0.0038849298619834413,0.9665704098109262,0.9527126099706745,0.0,0.0,13,13,"{""S_TOP"": 15, ""PRESERVE_OBSERVED"": true}"
NJstar-STRICT,30,0.3,0.3047619047619048,17,71,105,32,73,32,0,True,True,True,OK,OK,,missing_p30_rep17_seed71.csv,NJstar_STRICT_completed_p30_rep17_seed71.csv,njstar_strict_outputs/logs/NJstar_STRICT_p30_rep17_seed71.log,15,1,13,0,2,27,0.009123929004999809,52.38940580911273,0.020345185793024585,0.1151415512288192,0.8951788032813498,58.523957020737264,0.022445654481427994,0.0228020701616703,0.00877693616352408,0.8562950472999619,0.7543988269794721,0.0,0.0,13,13,"{""S_TOP"": 15, ""PRESERVE_OBSERVED"": true}"
NJstar-STRICT,30,0.3,0.3047619047619048,18,72,105,32,73,32,0,True,True,True,OK,OK,,missing_p30_rep18_seed72.csv,NJstar_STRICT_completed_p30_rep18_seed72.csv,njstar_strict_outputs/logs/NJstar_STRICT_p30_rep18_seed72.log,15,1,13,0,2,27,0.010108695001690648,67.015478476095,0.025366795692605266,0.14728676588152748,1.1450947934424336,58.523957020737264,0.022445654481427994,0.003565116376810108,0.0027125194185970572,0.9947898150710978,0.9501466275659823,0.0,0.0,13,13,"{""S_TOP"": 15, ""PRESERVE_OBSERVED"": true}"
NJstar-STRICT,30,0.3,0.3047619047619048,19,73,105,32,73,32,0,True,True,True,OK,OK,,missing_p30_rep19_seed73.csv,NJstar_STRICT_completed_p30_rep19_seed73.csv,njstar_strict_outputs/logs/NJstar_STRICT_p30_rep19_seed73.log,15,1,13,0,2,27,0.00871684700541664,60.036389782691586,0.022401773017657892,0.13194810941250898,1.0258429682295476,58.523957020737264,0.022445654481427994,0.022518319690470755,0.0071351547161039135,0.7362715713212337,0.629765395894428,0.0,0.0,13,13,"{""S_TOP"": 15, ""PRESERVE_OBSERVED"": true}"
NJstar-STRICT,30,0.3,0.3047619047619048,20,74,105,32,73,32,0,True,True,True,OK,OK,,missing_p30_rep20_seed74.csv,NJstar_STRICT_completed_p30_rep20_seed74.csv,njstar_strict_outputs/logs/NJstar_STRICT_p30_rep20_seed74.log,15,1,13,0,2,27,0.009567806002451107,371.80958473743505,0.0845121902089348,0.8171639224998573,6.3531176575379,58.523957020737264,0.022445654481427994,0.03477638971678622,0.026005002428199357,0.5427703606714754,0.12573313782991202,0.0,0.0,13,13,"{""S_TOP"": 15, ""PRESERVE_OBSERVED"": true}"
NJstar-STRICT,30,0.3,0.3047619047619048,21,75,105,32,73,32,0,True,True,True,OK,OK,,missing_p30_rep21_seed75.csv,NJstar_STRICT_completed_p30_rep21_seed75.csv,njstar_strict_outputs/logs/NJstar_STRICT_p30_rep21_seed75.log,15,1,13,0,2,27,0.01186370599316433,98.7975362481105,0.03226363725399863,0.21713744230353957,1.6881554371503413,58.523957020737264,0.022445654481427994,0.004933205406777074,0.003923389243451714,0.9916668489866717,0.9208211143695014,0.0,0.0,13,13,"{""S_TOP"": 15, ""PRESERVE_OBSERVED"": true}"
