method,pct_missing,frac_missing_requested,missingness_actual,replicate,mask_seed,n_pairs_total,n_missing,n_observed,optimized_variables,success,success_numerical,success_valid_matrix,error_message,masked_file,completed_file,runtime_seconds,Delta_total_completed,Delta_normalized_completed,Delta_per_triangle_completed,Delta_relative_to_original,Delta_original,Delta_normalized_original,RMSE_miss,MAE_miss,Pearson_miss,Spearman_miss,max_abs_error_observed,mean_abs_error_observed,iters_used,epochs_used,convergence_epoch,final_rank,last_rel_change,last_singular_values_json,lrmc_config_json
LRMC-SoftImpute,50,0.5,0.49523809523809526,1,55,105,52,53,52,True,True,True,,missing_p50_rep01_seed55.csv,LRMC_SoftImpute_completed_p50_rep01_seed55.csv,0.2282262460066704,1134.577275277284,0.18675835330420584,2.4935764291808438,19.386544127138567,58.523957020737264,0.022445654481427994,0.06027838107199005,0.048586941706039194,0.43888782092761786,0.2842994962861778,0.0,0.0,6000,6000,6000,7,4.7379150512187366e-07,"[1.4042113780448147, 0.3890552064484498, 0.3578464546758404, 0.3298341362634633, 0.19237533690849395, 0.08924934525848159, 0.022027377507995986, 0.018423237272352826, 0.016539903143300977, 0.016071523987425833]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 500001}"
LRMC-SoftImpute,50,0.5,0.49523809523809526,2,56,105,52,53,52,True,True,True,,missing_p50_rep02_seed56.csv,LRMC_SoftImpute_completed_p50_rep02_seed56.csv,0.021388676992501132,1056.1327205760215,0.17785791982524843,2.3211708144527945,18.046160484360165,58.523957020737264,0.022445654481427994,0.061868281168808825,0.05310027155648064,0.5027858144991597,0.42260735934431826,0.0,0.0,582,582,582,7,9.984453742265194e-08,"[1.3779768040435494, 0.42354538838926836, 0.3121605382213271, 0.30526993776505573, 0.19145421970117388, 0.08685741715139476, 0.05569069374064138, 0.019473602027715715, 0.016264913917827716, 0.01086708097397903]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 500002}"
LRMC-SoftImpute,50,0.5,0.49523809523809526,3,57,105,52,53,52,True,True,True,,missing_p50_rep03_seed57.csv,LRMC_SoftImpute_completed_p50_rep03_seed57.csv,0.016363821996492334,1312.8346139771263,0.19828917561854106,2.885350799949728,22.43243076526659,58.523957020737264,0.022445654481427994,0.06368653938616256,0.05323438936290884,0.5044848885772552,0.36053957141637494,0.0,0.0,444,444,444,7,9.911240025366989e-08,"[1.3538434997496995, 0.45478813934134804, 0.3829987120545097, 0.2505017610638832, 0.1326536477991096, 0.08630724290684441, 0.025499623378221845, 0.015652440239669312, 0.014478547922180608, 0.012433057430580543]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 500003}"
LRMC-SoftImpute,50,0.5,0.49523809523809526,4,58,105,52,53,52,True,True,True,,missing_p50_rep04_seed58.csv,LRMC_SoftImpute_completed_p50_rep04_seed58.csv,0.07431631100189406,1171.8713257603722,0.17794383742906442,2.5755413752975214,20.023788298271317,58.523957020737264,0.022445654481427994,0.05696057551237217,0.0498499518301116,0.3327992658343494,0.2732007171518825,0.0,0.0,1894,1894,1894,8,9.988671899512183e-08,"[1.4066475893384622, 0.3595556523090114, 0.3278975657713181, 0.25984418741342863, 0.1964287958199412, 0.15035999129863745, 0.08175506205833374, 0.028997661767566924, 0.015860786890599433, 0.01184577739342584]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 500004}"
LRMC-SoftImpute,50,0.5,0.49523809523809526,5,59,105,52,53,52,True,True,True,,missing_p50_rep05_seed59.csv,LRMC_SoftImpute_completed_p50_rep05_seed59.csv,0.014998715996625833,1869.4523477233724,0.21714874826043473,4.108686478512906,31.943368885001306,58.523957020737264,0.022445654481427994,0.06872074987373814,0.05532895771834812,0.35828914963901193,0.24519764364381455,0.0,0.0,380,380,380,7,9.844614911059159e-08,"[1.340512207553878, 0.5726636859697141, 0.3239863257998205, 0.257547120695689, 0.07523267665665688, 0.05487304353340203, 0.04206511547276478, 0.017309495631956842, 0.015622428340137417, 0.011568201216055249]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 500005}"
LRMC-SoftImpute,50,0.5,0.49523809523809526,6,60,105,52,53,52,True,True,True,,missing_p50_rep06_seed60.csv,LRMC_SoftImpute_completed_p50_rep06_seed60.csv,0.03033206899999641,1150.1432456348396,0.18743491682145696,2.5277873530436032,19.652520167549504,58.523957020737264,0.022445654481427994,0.05802330688195445,0.049030282425299505,0.48289622347407707,0.44847605224963716,0.0,0.0,729,729,729,7,9.903849507615706e-08,"[1.3978196168789578, 0.4765857708024617, 0.30254422611213505, 0.2673781210451997, 0.16539899582853307, 0.14035203915701147, 0.03456699707638935, 0.019504307019141794, 0.016054119764323863, 0.015289364998775817]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 500006}"
LRMC-SoftImpute,50,0.5,0.49523809523809526,7,61,105,52,53,52,True,True,True,,missing_p50_rep07_seed61.csv,LRMC_SoftImpute_completed_p50_rep07_seed61.csv,0.028584444997250102,1243.1961137544981,0.18789681706088715,2.732299151108787,21.242516347860526,58.523957020737264,0.022445654481427994,0.05859706497875702,0.04778962919055336,0.3922000800838264,0.22564671732263294,0.0,0.0,654,654,654,8,9.979941828158178e-08,"[1.393239529268657, 0.5028205363053961, 0.2693144176286474, 0.23539156825178678, 0.1679679245365273, 0.11516670645852538, 0.05192687765808662, 0.032693902737975476, 0.015420065529548018, 0.014641676191085437]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 500007}"
LRMC-SoftImpute,50,0.5,0.49523809523809526,8,62,105,52,53,52,True,True,True,,missing_p50_rep08_seed62.csv,LRMC_SoftImpute_completed_p50_rep08_seed62.csv,0.031563003998599015,986.5043684897323,0.18394098441094509,2.168141469208203,16.85641946835851,58.523957020737264,0.022445654481427994,0.053963194214158856,0.04693898917614136,0.5635211745434896,0.6132502347818662,0.0,0.0,736,736,736,7,9.892952161600172e-08,"[1.413705779964135, 0.42585337924344757, 0.3427768780392621, 0.27540124096422924, 0.18972585731734076, 0.1027787553408754, 0.05641083465148279, 0.019182705765379404, 0.019104245712662046, 0.01606943172856547]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 500008}"
LRMC-SoftImpute,50,0.5,0.49523809523809526,9,63,105,52,53,52,True,True,True,,missing_p50_rep09_seed63.csv,LRMC_SoftImpute_completed_p50_rep09_seed63.csv,0.030836163001367822,1263.6850507607032,0.19528533031497358,2.7773297818916554,21.59261121582964,58.523957020737264,0.022445654481427994,0.056928408093752804,0.049323040235055286,0.4570268525210139,0.323230598480321,0.0,0.0,778,778,778,7,9.921881895786878e-08,"[1.4141344275829142, 0.4063083519461295, 0.33887710431244866, 0.2766686355518274, 0.20723518452831813, 0.10338778547907239, 0.06290006203547933, 0.017979829585994152, 0.014221603661124608, 0.014046598132120232]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 500009}"
LRMC-SoftImpute,50,0.5,0.49523809523809526,10,64,105,52,53,52,True,True,True,,missing_p50_rep10_seed64.csv,LRMC_SoftImpute_completed_p50_rep10_seed64.csv,0.05473714100662619,1261.3183254967607,0.1853152155552121,2.772128187904969,21.552170934884455,58.523957020737264,0.022445654481427994,0.05929596932651961,0.0516248384775582,0.4384971545655534,0.48083326218731326,0.0,0.0,1467,1467,1467,8,9.981819524168172e-08,"[1.3931377329742842, 0.5000038901026814, 0.2854086628435091, 0.2627945461275483, 0.16012910679539208, 0.09363498217282662, 0.07005680541200154, 0.025274291262736663, 0.015302323378458589, 0.012238010024703276]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 500010}"
LRMC-SoftImpute,50,0.5,0.49523809523809526,11,65,105,52,53,52,True,True,True,,missing_p50_rep11_seed65.csv,LRMC_SoftImpute_completed_p50_rep11_seed65.csv,0.01619276500423439,962.8923341179794,0.16205900371636914,2.1162468881713834,16.452960174528016,58.523957020737264,0.022445654481427994,0.047561074745272006,0.03840930126780975,0.7071934415851905,0.5624519764364382,0.0,0.0,467,467,467,7,9.927761342219319e-08,"[1.4557011003602827, 0.47919489905426066, 0.3043992779968981, 0.2375863258810735, 0.1863706109553707, 0.15241917018788012, 0.06842719334187213, 0.019351982453812203, 0.017578596541538816, 0.013328298764726673]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 500011}"
LRMC-SoftImpute,50,0.5,0.49523809523809526,12,66,105,52,53,52,True,True,True,,missing_p50_rep12_seed66.csv,LRMC_SoftImpute_completed_p50_rep12_seed66.csv,0.03745588200399652,1179.850801009924,0.1818884043985167,2.5930786835382946,20.160133748165013,58.523957020737264,0.022445654481427994,0.053755003192866475,0.043500733588873595,0.5585592926188813,0.40348330914368646,0.0,0.0,959,959,959,8,9.987255205805725e-08,"[1.4230699252426426, 0.5144378636791763, 0.29001918685674477, 0.2373324251321964, 0.16183242939251588, 0.11858134894920475, 0.07859127718875428, 0.021392560768967096, 0.013822624228591835, 0.012826092756635724]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 500012}"
LRMC-SoftImpute,50,0.5,0.49523809523809526,13,67,105,52,53,52,True,True,True,,missing_p50_rep13_seed67.csv,LRMC_SoftImpute_completed_p50_rep13_seed67.csv,0.03185305699298624,1173.7826762769039,0.189630597042136,2.579742145663525,20.05644758198746,58.523957020737264,0.022445654481427994,0.05166254989106634,0.04327345471166498,0.6761897758892136,0.5791855203619909,0.0,0.0,703,703,703,7,9.988509605097582e-08,"[1.404224028212628, 0.5198503445099568, 0.27555763244198567, 0.24165396598846284, 0.17878481142975655, 0.12367335700131502, 0.04745489224268505, 0.01544037064955435, 0.014647070271858966, 0.01463346866887772]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 500013}"
LRMC-SoftImpute,50,0.5,0.49523809523809526,14,68,105,52,53,52,True,True,True,,missing_p50_rep14_seed68.csv,LRMC_SoftImpute_completed_p50_rep14_seed68.csv,0.031023179995827377,1112.142560274599,0.18601790181009006,2.4442693632408767,19.003201712429057,58.523957020737264,0.022445654481427994,0.054645621295985845,0.04571110263191241,0.6188672808562423,0.5498164432681636,0.0,0.0,633,633,633,7,9.932722151024616e-08,"[1.4007290269758284, 0.5182607780308293, 0.3288397348717686, 0.21345075070909517, 0.1874288355347457, 0.07609949582770427, 0.059538212234143774, 0.013779909341603606, 0.01275182352249241, 0.012672382513830344]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 500014}"
LRMC-SoftImpute,50,0.5,0.49523809523809526,15,69,105,52,53,52,True,True,True,,missing_p50_rep15_seed69.csv,LRMC_SoftImpute_completed_p50_rep15_seed69.csv,0.02749304899771232,1131.273369133114,0.1862579551370376,2.486315096995855,19.33009021813513,58.523957020737264,0.022445654481427994,0.06104065252554061,0.05094139471278203,0.2079254311413556,0.06830017928797062,0.0,0.0,753,753,753,8,9.890800561960733e-08,"[1.4172932528970035, 0.43066281182626465, 0.35057408438797844, 0.2740292656483312, 0.1571637001342286, 0.14431554604025618, 0.03316148438313014, 0.02227765891103887, 0.013567512829374202, 0.011975421581145777]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 500015}"
LRMC-SoftImpute,50,0.5,0.49523809523809526,16,70,105,52,53,52,True,True,True,,missing_p50_rep16_seed70.csv,LRMC_SoftImpute_completed_p50_rep16_seed70.csv,0.043605375991319306,869.7181487366946,0.16684569571202798,1.9114684587619661,14.860891043791185,58.523957020737264,0.022445654481427994,0.056845332987431954,0.04601330800622199,0.5221805511055617,0.3514897976607188,0.0,0.0,1066,1066,1066,7,9.931678582269356e-08,"[1.4267590161802712, 0.42163205980758883, 0.34369386514267075, 0.2201626355719516, 0.21871007023641276, 0.11583955453331919, 0.08028649374474188, 0.019771256985529825, 0.014307371915383981, 0.011298505486023552]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 500016}"
LRMC-SoftImpute,50,0.5,0.49523809523809526,17,71,105,52,53,52,True,True,True,,missing_p50_rep17_seed71.csv,LRMC_SoftImpute_completed_p50_rep17_seed71.csv,0.018322168005397543,1140.3671154998524,0.1705905846240708,2.5063013527469282,19.485475240434905,58.523957020737264,0.022445654481427994,0.052274324631611406,0.04453021147675164,0.6531839781936752,0.6028344574404507,0.0,0.0,453,453,453,7,9.991438265996468e-08,"[1.4219424497516875, 0.4496017327905759, 0.3173954746639762, 0.28311880102257964, 0.19644734762253158, 0.10149928626305031, 0.05750032375636579, 0.017216671481273305, 0.015973612315061583, 0.013281537101858107]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 500017}"
LRMC-SoftImpute,50,0.5,0.49523809523809526,18,72,105,52,53,52,True,True,True,,missing_p50_rep18_seed72.csv,LRMC_SoftImpute_completed_p50_rep18_seed72.csv,0.017208745004609227,1264.9513019025153,0.18826746957298834,2.7801127514340997,21.61424767389353,58.523957020737264,0.022445654481427994,0.052924807378912184,0.041487116372905024,0.6872513944962582,0.5818321523093998,0.0,0.0,473,473,473,6,9.868659987624083e-08,"[1.4291083171508303, 0.6014485190735266, 0.30359410561729866, 0.22704080105691024, 0.14089849971942245, 0.11165504207062069, 0.019383937255279163, 0.01786234496729652, 0.0134962153433654, 0.01198303172133438]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 500018}"
LRMC-SoftImpute,50,0.5,0.49523809523809526,19,73,105,52,53,52,True,True,True,,missing_p50_rep19_seed73.csv,LRMC_SoftImpute_completed_p50_rep19_seed73.csv,0.024485770001774654,1423.7683547600614,0.1987915709113739,3.129161219252882,24.327957767031474,58.523957020737264,0.022445654481427994,0.05967074436276285,0.04919003794870839,0.5734314658988281,0.509263211815931,0.0,0.0,679,679,679,7,9.885552471779097e-08,"[1.3835247536437993, 0.560912806760017, 0.32260802515705694, 0.19514359293174594, 0.14725221789317572, 0.07185474072728378, 0.061396400947876004, 0.019819444831589136, 0.012858409269775828, 0.010467768979280038]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 500019}"
LRMC-SoftImpute,50,0.5,0.49523809523809526,20,74,105,52,53,52,True,True,True,,missing_p50_rep20_seed74.csv,LRMC_SoftImpute_completed_p50_rep20_seed74.csv,0.03036805900046602,1265.9269267819086,0.19706188929445195,2.7822569819382608,21.630918195318586,58.523957020737264,0.022445654481427994,0.0708009917184285,0.060752466432523126,0.16471141946253756,0.03577221890207461,0.0,0.0,729,729,729,7,9.93229473924068e-08,"[1.3483657488852703, 0.396955585881258, 0.38043231461992927, 0.22624435904765872, 0.16709250732040537, 0.11486804672948062, 0.04171105542216574, 0.018031776882591933, 0.015176635516112109, 0.013890731999129328]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 500020}"
LRMC-SoftImpute,50,0.5,0.49523809523809526,21,75,105,52,53,52,True,True,True,,missing_p50_rep21_seed75.csv,LRMC_SoftImpute_completed_p50_rep21_seed75.csv,0.029544775999966078,1153.0715585560656,0.19789796828118192,2.5342232056177267,19.70255630779526,58.523957020737264,0.022445654481427994,0.06149872222208529,0.053478087302509275,0.49928775568082284,0.281311363442329,0.0,0.0,674,674,674,7,9.99529951425002e-08,"[1.3569312159825568, 0.46957790738622124, 0.31470080122634153, 0.19078644233116093, 0.1499612608841904, 0.12610006587541409, 0.10281931741098159, 0.018311894076864357, 0.017127026807828898, 0.012751157126859439]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 500021}"
LRMC-SoftImpute,50,0.5,0.49523809523809526,22,76,105,52,53,52,True,True,True,,missing_p50_rep22_seed76.csv,LRMC_SoftImpute_completed_p50_rep22_seed76.csv,0.01908520500001032,1543.2239642003265,0.1934703660043473,3.3917010202204976,26.369098105473345,58.523957020737264,0.022445654481427994,0.05654544770412245,0.04884224553000974,0.5180432997441149,0.38632288909758383,0.0,0.0,482,482,482,7,9.839128550786093e-08,"[1.3950776587241158, 0.49598770098395356, 0.275865894175067, 0.23507498822364953, 0.16818309229871292, 0.14553862192848122, 0.05359430432618022, 0.016094358911586948, 0.015537274725991642, 0.014345761547324636]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 500022}"
LRMC-SoftImpute,50,0.5,0.49523809523809526,23,77,105,52,53,52,True,True,True,,missing_p50_rep23_seed77.csv,LRMC_SoftImpute_completed_p50_rep23_seed77.csv,0.018300199997611344,1751.0713504254154,0.20147764134562746,3.8485084624734403,29.920590465284914,58.523957020737264,0.022445654481427994,0.05672807204672194,0.04700468720892389,0.5673295070673725,0.474344745154956,0.0,0.0,471,471,471,7,9.892731048433715e-08,"[1.4020363540390153, 0.4369094007049593, 0.3345582444219671, 0.22458329375238528, 0.20326711774045, 0.15475971314218048, 0.03651399652422838, 0.01609743995295204, 0.011586522763278486, 0.011216636658523503]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 500023}"
LRMC-SoftImpute,50,0.5,0.49523809523809526,24,78,105,52,53,52,True,True,True,,missing_p50_rep24_seed78.csv,LRMC_SoftImpute_completed_p50_rep24_seed78.csv,0.026638454000931233,1323.4225198721267,0.18568594481407352,2.908620922795883,22.613346520693874,58.523957020737264,0.022445654481427994,0.05251650292094142,0.044986187044342284,0.4949649175314073,0.5515239477503628,0.0,0.0,617,617,617,7,9.925168523827111e-08,"[1.4303915639294702, 0.44106008944265035, 0.302169064496139, 0.2286951748892499, 0.18828160271862998, 0.1540569781382867, 0.09539008139051364, 0.017482063534037202, 0.013582367426364268, 0.01223371321885171]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 500024}"
LRMC-SoftImpute,50,0.5,0.49523809523809526,25,79,105,52,53,52,True,True,True,,missing_p50_rep25_seed79.csv,LRMC_SoftImpute_completed_p50_rep25_seed79.csv,0.2323195930075599,1061.646377778815,0.18335862646575035,2.3332887423710216,18.14037245298764,58.523957020737264,0.022445654481427994,0.06724194727656026,0.05747294697022333,0.08644533893481046,0.008708272859216255,0.0,0.0,5737,5737,5737,8,9.994203762322394e-08,"[1.3958718476258727, 0.4526936690756976, 0.3071277683995161, 0.2883880908104023, 0.17222257033410898, 0.10426873158309444, 0.04424008189086285, 0.02380381859918079, 0.019889682799781695, 0.016592739287258018]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 500025}"
LRMC-SoftImpute,50,0.5,0.49523809523809526,26,80,105,52,53,52,True,True,True,,missing_p50_rep26_seed80.csv,LRMC_SoftImpute_completed_p50_rep26_seed80.csv,0.03331185299612116,1436.2907448892634,0.19051668762594326,3.1566829558005787,24.541928092461877,58.523957020737264,0.022445654481427994,0.059844132243479564,0.04818082077176629,0.49766847391694446,0.42072910441389905,0.0,0.0,860,860,860,7,9.90938246445517e-08,"[1.4017634088630009, 0.5265470313997273, 0.40286113884519853, 0.19983356992687334, 0.16140692765182071, 0.05357482126531008, 0.032608269043333284, 0.01976084609184606, 0.015263081487575176, 0.012774242643940562]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 500026}"
LRMC-SoftImpute,50,0.5,0.49523809523809526,27,81,105,52,53,52,True,True,True,,missing_p50_rep27_seed81.csv,LRMC_SoftImpute_completed_p50_rep27_seed81.csv,0.07628778599610087,1245.1327343174062,0.1913798655688539,2.736555460038255,21.275607421354103,58.523957020737264,0.022445654481427994,0.06526057822087727,0.05390163186014442,0.303421398289835,0.0932297447280799,0.0,0.0,1676,1676,1676,7,9.949298200111825e-08,"[1.347795448527007, 0.43351036387423814, 0.36814188778788354, 0.2133222217678623, 0.16936301619681254, 0.0938485018963772, 0.05275923338415955, 0.01929844040597324, 0.012845057256802577, 0.012089259841161949]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 500027}"
LRMC-SoftImpute,50,0.5,0.49523809523809526,28,82,105,52,53,52,True,True,True,,missing_p50_rep28_seed82.csv,LRMC_SoftImpute_completed_p50_rep28_seed82.csv,0.01938649799558334,1949.1852968122091,0.2030290029798316,4.2839237292576025,33.30576734791769,58.523957020737264,0.022445654481427994,0.05576640881872768,0.0460740331977432,0.5610454319351237,0.4959446768547767,0.0,0.0,518,518,518,7,9.962725153196449e-08,"[1.404657133618053, 0.559681326656213, 0.3233680954554769, 0.26739579633351296, 0.1195397415439689, 0.07105589197617618, 0.047012352994703605, 0.016501197520523578, 0.01583805791832988, 0.01433411972304333]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 500028}"
LRMC-SoftImpute,50,0.5,0.49523809523809526,29,83,105,52,53,52,True,True,True,,missing_p50_rep29_seed83.csv,LRMC_SoftImpute_completed_p50_rep29_seed83.csv,0.0275007410091348,920.3575631088927,0.16781040492058957,2.0227638749645993,15.72616770911056,58.523957020737264,0.022445654481427994,0.06287875012631598,0.05733688489586053,0.1792546370246082,0.22761034747716213,0.0,0.0,771,771,771,7,9.987234940266987e-08,"[1.3870602706099047, 0.3528491597582919, 0.2831852095652381, 0.26948770811783296, 0.19347043740819195, 0.16243210080490997, 0.10771893658204451, 0.016615305182191852, 0.015330756534028721, 0.013777473635939452]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 500029}"
LRMC-SoftImpute,50,0.5,0.49523809523809526,30,84,105,52,53,52,True,True,True,,missing_p50_rep30_seed84.csv,LRMC_SoftImpute_completed_p50_rep30_seed84.csv,0.025148220011033118,950.3885137512891,0.17706595839043712,2.0887659642885477,16.2393071509934,58.523957020737264,0.022445654481427994,0.06939519715591527,0.056474290700738235,0.31932927775703834,0.2623580636899172,0.0,0.0,623,623,623,7,9.920200247517741e-08,"[1.3826815060543858, 0.4581150695308049, 0.34387770724443467, 0.23613765721904847, 0.18472341791517813, 0.07996623423136237, 0.050436056234559115, 0.017552005664486496, 0.014085696958291916, 0.010558270525692227]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 500030}"
LRMC-SoftImpute,65,0.65,0.6476190476190476,1,55,105,68,37,68,True,True,True,,missing_p65_rep01_seed55.csv,LRMC_SoftImpute_completed_p65_rep01_seed55.csv,0.23898516900953837,1357.2683534961757,0.2312608479655856,2.9830073703212654,23.191670942811403,58.523957020737264,0.022445654481427994,0.0738262593603384,0.06364860684443134,0.1625442152309841,0.04752452570905065,0.0,0.0,6000,6000,6000,6,4.671588256059843e-06,"[1.2512270560294718, 0.4163329477153727, 0.30600534165884874, 0.23508452399108928, 0.1695734727691266, 0.10453919755643401, 0.019900197638771298, 0.01912578416594681, 0.016878099382855057, 0.010963964397224685]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 650001}"
LRMC-SoftImpute,65,0.65,0.6476190476190476,2,56,105,68,37,68,True,True,True,,missing_p65_rep02_seed56.csv,LRMC_SoftImpute_completed_p65_rep02_seed56.csv,0.030841676009004004,2058.886964296283,0.26156082688171417,4.525026295156667,35.180241889090674,58.523957020737264,0.022445654481427994,0.07683588345257418,0.06527480837302407,0.2537474779237299,0.2686948887277169,0.0,0.0,754,754,754,7,9.975065046720443e-08,"[1.22652716026489, 0.47398669421782574, 0.4034662177809734, 0.16698842265047728, 0.13902810247199965, 0.030257905959900293, 0.020086408607392504, 0.0166242098901378, 0.014373489518681665, 0.011183967845210672]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 650002}"
LRMC-SoftImpute,65,0.65,0.6476190476190476,3,57,105,68,37,68,True,True,True,,missing_p65_rep03_seed57.csv,LRMC_SoftImpute_completed_p65_rep03_seed57.csv,0.07501470299030188,1636.3965030563263,0.23494719922020973,3.596475830893025,27.96113910200038,58.523957020737264,0.022445654481427994,0.06520110705735163,0.05719866079008729,0.43530719950676394,0.4382181165782342,0.0,0.0,1958,1958,1958,6,9.997994281774273e-08,"[1.2301054905197124, 0.3982557477845488, 0.30857339686969537, 0.23968594849850713, 0.19722390391696154, 0.08572330100781383, 0.01917268201664842, 0.019119825898802817, 0.017483840677141354, 0.014854193403369166]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 650003}"
