method,pct_missing,frac_missing_requested,missingness_actual,replicate,mask_seed,n_pairs_total,n_missing,n_observed,optimized_variables,success,success_numerical,success_valid_matrix,error_message,masked_file,completed_file,runtime_seconds,Delta_total_completed,Delta_normalized_completed,Delta_per_triangle_completed,Delta_relative_to_original,Delta_original,Delta_normalized_original,RMSE_miss,MAE_miss,Pearson_miss,Spearman_miss,max_abs_error_observed,mean_abs_error_observed,iters_used,epochs_used,convergence_epoch,final_rank,last_rel_change,last_singular_values_json,lrmc_config_json
LRMC-SoftImpute,65,0.65,0.6505747126436782,1,55,435,283,152,283,True,True,True,,missing_p65_rep01_seed55.csv,LRMC_SoftImpute_completed_p65_rep01_seed55.csv,0.1536466540001129,9456.778171432406,0.19176959610042257,2.329255707249361,4.514087042904396,2094.9481216356535,0.06362992423130975,0.07084675432192696,0.06019582605067388,0.3545445242750342,0.3376792595282997,0.0,0.0,1957,1957,1957,10,9.961464280078549e-08,"[3.5492902022570627, 0.8583963972866675, 0.6449820235622628, 0.5340462515118501, 0.41453959121635064, 0.3318993735456273, 0.29869797995711794, 0.16460298337335735, 0.12366869150569415, 0.09565027454555801]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 650001}"
LRMC-SoftImpute,65,0.65,0.6505747126436782,2,56,435,283,152,283,True,True,True,,missing_p65_rep02_seed56.csv,LRMC_SoftImpute_completed_p65_rep02_seed56.csv,0.5209506989995134,9314.893410380677,0.1791923796694825,2.2943087217686395,4.446359942845731,2094.9481216356535,0.06362992423130975,0.06399262475739131,0.05343755580933234,0.44354556301788817,0.44727125250563604,0.0,0.0,6000,6000,6000,10,2.194589949319518e-05,"[3.6938005573092316, 0.832566334569755, 0.5741688837551088, 0.5133018508958437, 0.4474561952134978, 0.37410722218973913, 0.2849480034203159, 0.26004993001331767, 0.1855007056042996, 0.10206518498275587]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 650002}"
LRMC-SoftImpute,65,0.65,0.6505747126436782,3,57,435,283,152,283,True,True,True,,missing_p65_rep03_seed57.csv,LRMC_SoftImpute_completed_p65_rep03_seed57.csv,0.24870432799980335,10506.854184836819,0.17918013045571063,2.5878951194179356,5.015329055801859,2094.9481216356535,0.06362992423130975,0.06401802253220153,0.053560135066199346,0.4025735488583745,0.39629711204600726,0.0,0.0,3087,3087,3087,10,9.988561982426574e-08,"[3.675052582600384, 0.7912541124542927, 0.6734686293562083, 0.5975678952579255, 0.45849641276414993, 0.3576460767750126, 0.2417429837600429, 0.20453223130708878, 0.15548372526898716, 0.07980632271818973]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 650003}"
LRMC-SoftImpute,65,0.65,0.6505747126436782,4,58,435,283,152,283,True,True,True,,missing_p65_rep04_seed58.csv,LRMC_SoftImpute_completed_p65_rep04_seed58.csv,0.3823897340007534,9064.403652113537,0.17960736040075406,2.2326117369737775,4.326791464905778,2094.9481216356535,0.06362992423130975,0.06174418477180489,0.05274408865456759,0.49436068498840846,0.47893836214792695,0.0,0.0,4705,4705,4705,10,9.99475136735495e-08,"[3.676487287410516, 0.7229652814256706, 0.6763466731150951, 0.5578521715466754, 0.43630774314362863, 0.38789503716614626, 0.2662672364532441, 0.24308971575619762, 0.18772830286482303, 0.10680356042292578]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 650004}"
LRMC-SoftImpute,65,0.65,0.6505747126436782,5,59,435,283,152,283,True,True,True,,missing_p65_rep05_seed59.csv,LRMC_SoftImpute_completed_p65_rep05_seed59.csv,0.3645780400001968,7977.641258007787,0.17416729480729812,1.9649362704452678,3.8080376194610284,2094.9481216356535,0.06362992423130975,0.06537526209943999,0.05537836737215446,0.3297514093706514,0.3918602964301106,0.0,0.0,4549,4549,4549,10,9.988376685564957e-08,"[3.743863020810242, 0.8009256471069893, 0.6476746670208822, 0.45012478838389697, 0.4046959209600097, 0.3624608725923756, 0.3556603064325545, 0.26264720263320246, 0.19495326954677392, 0.13014057817106736]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 650005}"
LRMC-SoftImpute,85,0.85,0.8505747126436781,1,55,435,370,65,370,True,True,True,,missing_p85_rep01_seed55.csv,LRMC_SoftImpute_completed_p85_rep01_seed55.csv,0.4930271820012422,17612.881251078456,0.2611782336960587,4.338148091398635,8.407311412240132,2094.9481216356535,0.06362992423130975,0.09797969943287559,0.08262670432639202,0.17286859942421517,0.07667270189129369,0.0,0.0,6000,6000,6000,8,1.4669943516271307e-06,"[2.632148581542425, 1.1825247934692873, 0.7175681014387156, 0.3021718794813577, 0.2471178073123497, 0.12689851331381288, 0.06049939789748618, 0.02006589447012843, 0.019885105597332864, 0.019749513570423517]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 850001}"
LRMC-SoftImpute,85,0.85,0.8505747126436781,2,56,435,370,65,370,True,True,True,,missing_p85_rep02_seed56.csv,LRMC_SoftImpute_completed_p85_rep02_seed56.csv,0.30835555699923134,15919.457190590345,0.2518391180160279,3.9210485691109223,7.598974421457776,2094.9481216356535,0.06362992423130975,0.09294805716143496,0.08115880281605654,0.10863192838860634,0.15898203114033763,0.0,0.0,3828,3828,3828,8,9.986654887383579e-08,"[2.786902310893821, 1.101177405939639, 0.7400755215934811, 0.43401263261459433, 0.24361025004950812, 0.21762167321256265, 0.08375807065329773, 0.056997040592992765, 0.018886541406961273, 0.017930200888496766]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 850002}"
LRMC-SoftImpute,85,0.85,0.8505747126436781,3,57,435,370,65,370,True,True,True,,missing_p85_rep03_seed57.csv,LRMC_SoftImpute_completed_p85_rep03_seed57.csv,0.3739291990004858,14298.756560359227,0.24633641467973674,3.5218612217633565,6.82535114482707,2094.9481216356535,0.06362992423130975,0.08686215542411221,0.0748266991793703,0.2782339880645097,0.26515199704339143,0.0,0.0,4269,4269,4269,7,9.986640131253425e-08,"[2.81749882462748, 1.0884893510055629, 0.6114067906140218, 0.5850450935290346, 0.2701253474692644, 0.19789604355530488, 0.05774093548743288, 0.018915882473339193, 0.01869293313922299, 0.017946768106888455]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 850003}"
LRMC-SoftImpute,85,0.85,0.8505747126436781,4,58,435,370,65,370,True,True,True,,missing_p85_rep04_seed58.csv,LRMC_SoftImpute_completed_p85_rep04_seed58.csv,0.5029300019996299,15750.285703017209,0.25371207136509705,3.8793807150288693,7.518222308397786,2094.9481216356535,0.06362992423130975,0.09424424355463008,0.08096491314166436,0.05876254169647108,0.05479829971316396,0.0,0.0,6000,6000,6000,6,1.4323184006101345e-07,"[2.7550187952726715, 1.1390003468024932, 0.7108187544353084, 0.4839107216409746, 0.35811251635779373, 0.040715676195947834, 0.019993926324113266, 0.01913771843976206, 0.019105210166619917, 0.017993589149370836]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 850004}"
LRMC-SoftImpute,85,0.85,0.8505747126436781,5,59,435,370,65,370,True,True,True,,missing_p85_rep05_seed59.csv,LRMC_SoftImpute_completed_p85_rep05_seed59.csv,0.5131345049994707,14613.430211709983,0.2391684794852366,3.5993670472192076,6.975557084583263,2094.9481216356535,0.06362992423130975,0.08450412088214496,0.0740804896038905,0.21981921103111537,0.2564143658483281,0.0,0.0,6000,6000,6000,6,4.861839015497282e-07,"[2.9590611126561277, 0.9558054452376212, 0.6225708763236052, 0.5509189675544687, 0.48178244400799863, 0.296600241182134, 0.019999620576003758, 0.019719685838087333, 0.019521899361515414, 0.019398903330512134]","{""tau"": 0.02, ""max_iters"": 6000, ""tol"": 1e-07, ""rank"": null, ""svd_backend"": ""numpy_full"", ""enforce_nonneg_final"": true, ""seed_lrmc"": 850005}"
