method,pct_missing,replicate,mask_seed,file,path,success_tree,error_message_tree,nj_tree_file,missingness_actual,n_pairs_total,n_missing,n_observed,optimized_variables,imputed_variables,RMSE_miss,MAE_miss,Pearson_miss,Spearman_miss,runtime_seconds,success,success_numerical,success_valid_matrix,epochs_used,convergence_epoch,max_abs_error_observed,mean_abs_error_observed,RF,nRF,shared_splits,ref_splits,est_splits,split_precision,split_recall,split_F1,false_positive_splits,false_negative_splits,nj_vs_ML_pat_MAE,nj_vs_ML_pat_RMSE,nj_vs_ML_pat_Pearson,nj_vs_ML_pat_Spearman,input_vs_ML_pat_MAE,input_vs_ML_pat_RMSE,input_vs_ML_pat_Pearson,input_vs_ML_pat_Spearman,n_taxa,matched_matrix_labels_json
MDS-SMACOF,30,21,75,MDS_SMACOF_completed_p30_rep21_seed75.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p30_rep21_seed75.csv,True,,MDS-SMACOF_NJ_p30_rep21_seed75.treefile,0.3047619047619048,105,32,73,210,32,0.037418717581126,0.0298758094253813,0.93615853328828,0.7170087976539589,0.0344381400000202,True,True,True,767,767,0.0,0.0,4.0,0.16666666666666666,10.0,12.0,12.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,T1|T2;T1|T2|T4,T2|T3;T1|T2|T3,0.4095125971640853,0.45995344418571277,0.9559167348426092,0.9410947543023015,0.4110623218252473,0.4618238713202435,0.902522654629487,0.8857557536802819,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
MDS-SMACOF,30,22,76,MDS_SMACOF_completed_p30_rep22_seed76.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p30_rep22_seed76.csv,True,,MDS-SMACOF_NJ_p30_rep22_seed76.treefile,0.3047619047619048,105,32,73,210,32,0.0324253383299203,0.0280236184749356,0.8358600680825609,0.7877565982404692,0.0451849270000366,True,True,True,1000,1000,0.0,0.0,0.0,0.0,12.0,12.0,12.0,1.0,1.0,1.0,,,0.4087775121603747,0.46079801874752485,0.9252474911342645,0.93033381712627,0.4091369246075594,0.46091518951898097,0.9019506781579507,0.9027679867302508,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
MDS-SMACOF,30,23,77,MDS_SMACOF_completed_p30_rep23_seed77.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p30_rep23_seed77.csv,True,,MDS-SMACOF_NJ_p30_rep23_seed77.treefile,0.3047619047619048,105,32,73,210,32,0.0317596646402972,0.0271226171555475,0.8453293892648891,0.5568181818181818,0.0436686860000463,True,True,True,1000,1000,0.0,0.0,2.0,0.08333333333333333,11.0,12.0,12.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,T10|T11|T12|T13|T14|T15,T10|T7|T8|T9,0.40915607360092354,0.46054834109100773,0.9351495450313896,0.9401617250673854,0.4094499004656934,0.46124222440235685,0.9003779189654495,0.868909392494298,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
MDS-SMACOF,30,24,78,MDS_SMACOF_completed_p30_rep24_seed78.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p30_rep24_seed78.csv,True,,MDS-SMACOF_NJ_p30_rep24_seed78.treefile,0.3047619047619048,105,32,73,210,32,0.0540412697684347,0.0392442578822857,0.6606861669310181,0.8236803519061583,0.0377951380000922,True,True,True,720,720,0.0,0.0,8.0,0.3333333333333333,8.0,12.0,12.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,T1|T2;T3|T5;T1|T2|T4;T3|T5|T6,T2|T3;T1|T2|T3;T1|T2|T3|T4;T1|T2|T3|T4|T5,0.4075853202606507,0.458444632643889,0.9236493578201218,0.9493468795355587,0.4095400726314095,0.45930305804159566,0.8629122746126562,0.8822724445365955,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
MDS-SMACOF,30,25,79,MDS_SMACOF_completed_p30_rep25_seed79.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p30_rep25_seed79.csv,True,,MDS-SMACOF_NJ_p30_rep25_seed79.treefile,0.3047619047619048,105,32,73,210,32,0.028312399401431,0.0238025924135161,0.8938820781829837,0.8361436950146626,0.0496929490000184,True,True,True,877,877,0.0,0.0,0.0,0.0,12.0,12.0,12.0,1.0,1.0,1.0,,,0.4051536095336852,0.45756680824078555,0.9308597426464774,0.9620879120879121,0.4056195439481445,0.4575506294084209,0.9152315611205694,0.9155193862741032,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
MDS-SMACOF,30,26,80,MDS_SMACOF_completed_p30_rep26_seed80.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p30_rep26_seed80.csv,True,,MDS-SMACOF_NJ_p30_rep26_seed80.treefile,0.3047619047619048,105,32,73,210,32,0.0445066521717889,0.0350030003594034,0.8701602866581062,0.7657624633431085,0.0437648330000683,True,True,True,906,906,0.0,0.0,8.0,0.3333333333333333,8.0,12.0,12.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,T1|T3;T2|T4;T8|T9;T10|T6|T7|T8|T9,T2|T3;T7|T8;T1|T2|T3;T1|T2|T3|T4|T5|T6,0.40587704014235415,0.4588754022551207,0.9023082655347735,0.8985175202156334,0.40723481869186523,0.4583564605220012,0.8735896725745889,0.8736263736263736,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
MDS-SMACOF,30,27,81,MDS_SMACOF_completed_p30_rep27_seed81.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p30_rep27_seed81.csv,True,,MDS-SMACOF_NJ_p30_rep27_seed81.treefile,0.3047619047619048,105,32,73,210,32,0.0325809542216591,0.0283662595990019,0.8356426487696474,0.748900293255132,0.0414964779999991,True,True,True,912,912,0.0,0.0,0.0,0.0,12.0,12.0,12.0,1.0,1.0,1.0,,,0.40754684416013803,0.4595142185871738,0.9307072184469972,0.9552249637155298,0.40737959206719626,0.45982189183744404,0.8910209868773036,0.8908666804893219,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
MDS-SMACOF,30,28,82,MDS_SMACOF_completed_p30_rep28_seed82.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p30_rep28_seed82.csv,True,,MDS-SMACOF_NJ_p30_rep28_seed82.treefile,0.3047619047619048,105,32,73,210,32,0.0353889285095383,0.0272214553309264,0.9007114448277036,0.7723607038123166,0.0345282090002001,True,True,True,702,702,0.0,0.0,8.0,0.3333333333333333,8.0,12.0,12.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,T1|T3;T10|T9;T13|T14;T1|T3|T4,T14|T15;T2|T3;T1|T2|T3;T7|T8|T9,0.4080366125340101,0.4587807548366662,0.9513536711425388,0.9264565623056188,0.4082125648664039,0.4591060248303151,0.9117089910584338,0.8831951067800123,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
MDS-SMACOF,30,29,83,MDS_SMACOF_completed_p30_rep29_seed83.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p30_rep29_seed83.csv,True,,MDS-SMACOF_NJ_p30_rep29_seed83.treefile,0.3047619047619048,105,32,73,210,32,0.0382137737589056,0.0322284285655593,0.773431797289103,0.6774193548387096,0.0528803289998904,True,True,True,1000,1000,0.0,0.0,4.0,0.16666666666666666,10.0,12.0,12.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,T5|T6;T10|T7|T8,T7|T8|T9;T1|T2|T3|T4|T5,0.4041471555558107,0.4583408349701376,0.8965602502379384,0.9124714907733775,0.4048037959969981,0.4588408737365452,0.8653630341284505,0.8533796392286959,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
MDS-SMACOF,30,30,84,MDS_SMACOF_completed_p30_rep30_seed84.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p30_rep30_seed84.csv,True,,MDS-SMACOF_NJ_p30_rep30_seed84.treefile,0.3047619047619048,105,32,73,210,32,0.0375370739288604,0.0311499885520268,0.7406923265765487,0.7598973607038123,0.0530319310000777,True,True,True,1000,1000,0.0,0.0,10.0,0.4166666666666667,7.0,12.0,12.0,0.5833333333333334,0.5833333333333334,0.5833333333333334,T10|T8;T13|T14;T5|T6;T7|T9;T10|T11|T12|T13|T14|T15|T8,T14|T15;T7|T8;T7|T8|T9;T10|T7|T8|T9;T1|T2|T3|T4|T5,0.404289196232543,0.45739646613836554,0.9083574371703033,0.9388658511300021,0.40463067080686255,0.4582176432215059,0.8739446864156338,0.8922040223927016,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
MDS-SMACOF,50,1,55,MDS_SMACOF_completed_p50_rep01_seed55.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p50_rep01_seed55.csv,True,,MDS-SMACOF_NJ_p50_rep01_seed55.treefile,0.4952380952380952,105,52,53,210,52,0.0600318534319113,0.0457892744730128,0.469227746994151,0.667292751643473,0.0171586390001721,True,True,True,292,292,0.0,0.0,12.0,0.5,6.0,12.0,12.0,0.5,0.5,0.5,T1|T2;T3|T6;T10|T7|T8;T1|T2|T3|T6;T10|T4|T7|T8|T9;T10|T4|T5|T7|T8|T9,T2|T3;T1|T2|T3;T7|T8|T9;T1|T2|T3|T4;T1|T2|T3|T4|T5;T1|T2|T3|T4|T5|T6,0.4051430475046237,0.4604824554233399,0.7418980261905708,0.8307173958117353,0.40646982471278975,0.4611033680809122,0.6556303272311637,0.733599419448476,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
MDS-SMACOF,50,2,56,MDS_SMACOF_completed_p50_rep02_seed56.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p50_rep02_seed56.csv,True,,MDS-SMACOF_NJ_p50_rep02_seed56.treefile,0.4952380952380952,105,52,53,210,52,0.0569227760205018,0.0451661253791506,0.5164507647917989,0.6177751216596943,0.0177017359999354,True,True,True,391,391,0.0,0.0,18.0,0.75,3.0,12.0,12.0,0.25,0.25,0.25,T1|T3;T10|T8;T7|T9;T1|T3|T5;T11|T12|T14;T1|T3|T5|T6;T11|T12|T13|T14;T1|T3|T4|T5|T6;T10|T2|T7|T8|T9,T14|T15;T2|T3;T7|T8;T1|T2|T3;T13|T14|T15;T7|T8|T9;T1|T2|T3|T4;T1|T2|T3|T4|T5;T1|T2|T3|T4|T5|T6,0.4141677887125329,0.4682506509171733,0.7823454574952267,0.8196454488907319,0.4156321115890043,0.46847165237849603,0.7040277494367769,0.7645863570391872,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
MDS-SMACOF,50,3,57,MDS_SMACOF_completed_p50_rep03_seed57.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p50_rep03_seed57.csv,True,,MDS-SMACOF_NJ_p50_rep03_seed57.treefile,0.4952380952380952,105,52,53,210,52,0.0409024183934224,0.0340663202277336,0.605029612486989,0.6571330999743874,0.0230794189999414,True,True,True,505,505,0.0,0.0,12.0,0.5,6.0,12.0,12.0,0.5,0.5,0.5,T5|T6;T11|T12|T7;T2|T3|T4;T10|T13|T14|T15;T11|T12|T7|T9;T10|T13|T14|T15|T8,T7|T8;T1|T2|T3;T7|T8|T9;T10|T7|T8|T9;T1|T2|T3|T4|T5;T11|T12|T13|T14|T15,0.40292388237373733,0.46057315232845986,0.8138234720207639,0.8627928675098486,0.40381021616151797,0.46167195746047224,0.7680480826153925,0.7953244868339208,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
MDS-SMACOF,50,4,58,MDS_SMACOF_completed_p50_rep04_seed58.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p50_rep04_seed58.csv,True,,MDS-SMACOF_NJ_p50_rep04_seed58.treefile,0.4952380952380952,105,52,53,210,52,0.0413453640023229,0.0354665797877969,0.8017853358739073,0.725604029710578,0.013005258000021,True,True,True,283,283,0.0,0.0,4.0,0.16666666666666666,10.0,12.0,12.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,T1|T2;T5|T6,T2|T3;T1|T2|T3|T4|T5,0.40633174436059216,0.4635875430853015,0.8457516369286349,0.8623263528923907,0.40699835347311025,0.4632764074201818,0.8000534005093392,0.8052871656645242,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
MDS-SMACOF,50,5,59,MDS_SMACOF_completed_p50_rep05_seed59.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p50_rep05_seed59.csv,True,,MDS-SMACOF_NJ_p50_rep05_seed59.treefile,0.4952380952380952,105,52,53,210,52,0.0336363761311355,0.0269318976116191,0.8005531398921406,0.7722189020746179,0.0156345369998689,True,True,True,285,285,0.0,0.0,8.0,0.3333333333333333,8.0,12.0,12.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,T13|T14;T8|T9;T10|T8|T9;T11|T12|T13|T14|T15|T7,T14|T15;T7|T8;T7|T8|T9;T10|T7|T8|T9,0.40621260445208796,0.4619380863176982,0.8600961932462912,0.8617458013684429,0.4057218825768999,0.4613387467572108,0.8323570053426569,0.8303130831432718,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
MDS-SMACOF,50,6,60,MDS_SMACOF_completed_p50_rep06_seed60.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p50_rep06_seed60.csv,True,,MDS-SMACOF_NJ_p50_rep06_seed60.treefile,0.4952380952380952,105,52,53,210,52,0.0329199830746482,0.0270168184706854,0.8596577200714137,0.6782207803295484,0.0179418799998529,True,True,True,403,403,0.0,0.0,8.0,0.3333333333333333,8.0,12.0,12.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,T10|T9;T13|T15;T13|T14|T15|T6;T10|T11|T12|T7|T8|T9,T14|T15;T7|T8|T9;T11|T12|T13|T14|T15;T1|T2|T3|T4|T5|T6,0.41254587815764326,0.46731327369765585,0.879826752865407,0.8852685050798258,0.41164021186626726,0.4659259274895457,0.8505210750449727,0.823367198838897,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
MDS-SMACOF,50,7,61,MDS_SMACOF_completed_p50_rep07_seed61.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p50_rep07_seed61.csv,True,,MDS-SMACOF_NJ_p50_rep07_seed61.treefile,0.4952380952380952,105,52,53,210,52,0.0547383842060953,0.0427881289784979,0.5390133614267707,0.5755997609493724,0.0160305130000324,True,True,True,343,343,0.0,0.0,12.0,0.5,6.0,12.0,12.0,0.5,0.5,0.5,T1|T6;T3|T4;T8|T9;T2|T3|T4;T2|T3|T4|T5;T1|T11|T12|T13|T14|T15|T6,T2|T3;T7|T8;T1|T2|T3;T1|T2|T3|T4;T1|T2|T3|T4|T5;T1|T2|T3|T4|T5|T6,0.40605607552295264,0.45954506667087136,0.8270404125871075,0.8900476881608956,0.40743377560845373,0.4610114355713721,0.71642583010946,0.7669914990669707,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
MDS-SMACOF,50,8,62,MDS_SMACOF_completed_p50_rep08_seed62.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p50_rep08_seed62.csv,True,,MDS-SMACOF_NJ_p50_rep08_seed62.treefile,0.4952380952380952,105,52,53,210,52,0.0325620489508876,0.0262188044598825,0.8330834804933035,0.7384956885511824,0.0139939849998427,True,True,True,312,312,0.0,0.0,14.0,0.5833333333333334,5.0,12.0,12.0,0.4166666666666667,0.4166666666666667,0.4166666666666667,T1|T2;T3|T4;T8|T9;T11|T12|T13;T11|T12|T13|T15;T1|T2|T3|T4|T6;T1|T10|T2|T3|T4|T5|T6,T14|T15;T2|T3;T7|T8;T1|T2|T3;T13|T14|T15;T10|T7|T8|T9;T1|T2|T3|T4|T5,0.409182633573394,0.46308388189549077,0.8890277374456519,0.8628239684843458,0.41005330441703064,0.4628916353557294,0.8707059022583504,0.8488077959776072,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
MDS-SMACOF,50,9,63,MDS_SMACOF_completed_p50_rep09_seed63.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p50_rep09_seed63.csv,True,,MDS-SMACOF_NJ_p50_rep09_seed63.treefile,0.4952380952380952,105,52,53,210,52,0.041525696978646,0.0339945211540012,0.8170887703123442,0.7460940834969692,0.0198686789999555,True,True,True,359,359,0.0,0.0,12.0,0.5,6.0,12.0,12.0,0.5,0.5,0.5,T1|T2;T3|T4;T7|T9;T1|T2|T5;T10|T11|T12|T13|T14|T15;T1|T2|T3|T4|T5|T6|T8,T2|T3;T7|T8;T1|T2|T3;T7|T8|T9;T1|T2|T3|T4;T10|T7|T8|T9,0.41082557974010897,0.46439397836130875,0.9035235822567518,0.8999274310595065,0.4127853233354484,0.46605213209029817,0.8305370211285545,0.836243002280738,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
MDS-SMACOF,50,10,64,MDS_SMACOF_completed_p50_rep10_seed64.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p50_rep10_seed64.csv,True,,MDS-SMACOF_NJ_p50_rep10_seed64.treefile,0.4952380952380952,105,52,53,210,52,0.0535297178263355,0.0403488944717488,0.5805263513009927,0.7288482882267565,0.0167570359999444,True,True,True,334,334,0.0,0.0,12.0,0.5,6.0,12.0,12.0,0.5,0.5,0.5,T1|T2;T13|T14;T3|T5;T3|T5|T6;T1|T2|T3|T5|T6;T10|T4|T7|T8|T9,T14|T15;T2|T3;T1|T2|T3;T1|T2|T3|T4;T1|T2|T3|T4|T5;T1|T2|T3|T4|T5|T6,0.4112540141908259,0.46372355882340366,0.8171868711869046,0.9026746838067592,0.4119380804294362,0.4634949962334628,0.7528896709492586,0.8234916027368857,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
MDS-SMACOF,50,11,65,MDS_SMACOF_completed_p50_rep11_seed65.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p50_rep11_seed65.csv,True,,MDS-SMACOF_NJ_p50_rep11_seed65.treefile,0.4952380952380952,105,52,53,210,52,0.038972561435581,0.0327574526369863,0.7264272367591627,0.6614018611798855,0.0268049000001155,True,True,True,518,518,0.0,0.0,12.0,0.5,6.0,12.0,12.0,0.5,0.5,0.5,T10|T9;T12|T14;T13|T15;T10|T7|T9;T11|T12|T14;T1|T2|T3|T4|T5|T6|T8,T11|T12;T14|T15;T7|T8;T13|T14|T15;T7|T8|T9;T10|T7|T8|T9,0.41062537063471327,0.4679379046703605,0.79787374119858,0.7696869168567283,0.4109933555204603,0.4672994380744961,0.7885260236267536,0.7755546340452001,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
MDS-SMACOF,50,12,66,MDS_SMACOF_completed_p50_rep12_seed66.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p50_rep12_seed66.csv,True,,MDS-SMACOF_NJ_p50_rep12_seed66.treefile,0.4952380952380952,105,52,53,210,52,0.0471178567237592,0.0363615715240507,0.6925022416413193,0.788098693759071,0.0270927130000018,True,True,True,578,578,0.0,0.0,10.0,0.4166666666666667,7.0,12.0,12.0,0.5833333333333334,0.5833333333333334,0.5833333333333334,T1|T5;T13|T15;T4|T6;T11|T12|T14;T2|T3|T4|T6,T14|T15;T1|T2|T3;T13|T14|T15;T1|T2|T3|T4;T1|T2|T3|T4|T5,0.4100179130231585,0.4639913361183457,0.8334356663822925,0.7905971387103462,0.4125540538549614,0.46466353049134784,0.7747741277367771,0.8205370101596517,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
MDS-SMACOF,50,13,67,MDS_SMACOF_completed_p50_rep13_seed67.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p50_rep13_seed67.csv,True,,MDS-SMACOF_NJ_p50_rep13_seed67.treefile,0.4952380952380952,105,52,53,210,52,0.0625889542588902,0.0474030451761294,0.4839427369692033,0.5560488346281909,0.0129757250001603,True,True,True,294,294,0.0,0.0,18.0,0.75,3.0,12.0,12.0,0.25,0.25,0.25,T1|T10;T2|T5;T3|T6;T8|T9;T11|T14|T15;T2|T4|T5;T11|T13|T14|T15;T2|T3|T4|T5|T6;T1|T10|T11|T12|T13|T14|T15,T11|T12;T2|T3;T7|T8;T1|T2|T3;T13|T14|T15;T1|T2|T3|T4;T10|T7|T8|T9;T1|T2|T3|T4|T5;T1|T2|T3|T4|T5|T6,0.40660956561114614,0.4601326360901225,0.7428117067329388,0.7853514410118183,0.4083803420300288,0.4610628864145344,0.652374450842725,0.7283848227244453,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
MDS-SMACOF,50,14,68,MDS_SMACOF_completed_p50_rep14_seed68.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p50_rep14_seed68.csv,True,,MDS-SMACOF_NJ_p50_rep14_seed68.treefile,0.4952380952380952,105,52,53,210,52,0.0549984394744402,0.040941237684166,0.5218510633280984,0.7544608554597455,0.0150887839999995,True,True,True,339,339,0.0,0.0,12.0,0.5,6.0,12.0,12.0,0.5,0.5,0.5,T1|T3;T13|T14;T2|T6;T4|T5;T11|T12|T15;T1|T2|T3|T6,T14|T15;T2|T3;T1|T2|T3;T13|T14|T15;T1|T2|T3|T4;T1|T2|T3|T4|T5,0.40938426990572563,0.46313296846640545,0.7844983865044105,0.7791519800953762,0.41201983663556796,0.4640484215136941,0.7218647414744658,0.7971905453037529,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
MDS-SMACOF,50,15,69,MDS_SMACOF_completed_p50_rep15_seed69.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p50_rep15_seed69.csv,True,,MDS-SMACOF_NJ_p50_rep15_seed69.treefile,0.4952380952380952,105,52,53,210,52,0.0383342013646452,0.03189270483836,0.7560083947910528,0.7059677281652863,0.0167888050000328,True,True,True,369,369,0.0,0.0,14.0,0.5833333333333334,5.0,12.0,12.0,0.4166666666666667,0.4166666666666667,0.4166666666666667,T11|T13;T5|T6;T8|T9;T10|T8|T9;T11|T12|T13;T11|T12|T13|T14;T11|T12|T13|T14|T15|T7,T11|T12;T14|T15;T7|T8;T13|T14|T15;T7|T8|T9;T10|T7|T8|T9;T1|T2|T3|T4|T5,0.4037695916336553,0.4614587836410786,0.8289332911682868,0.7988699979266016,0.4053691117377074,0.4615804352289896,0.8112344319673145,0.8202985693551731,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
