method,pct_missing,replicate,mask_seed,file,path,missingness_actual,n_pairs_total,n_missing,n_observed,optimized_variables,masked_file
Hyb-Adam-UM,65,12,66,HybAdamUM_completed_p65_rep12_seed66.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p65_rep12_seed66.csv,0.6476190476190476,105,68,37,68,missing_p65_rep12_seed66.csv
Hyb-Adam-UM,65,13,67,HybAdamUM_completed_p65_rep13_seed67.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p65_rep13_seed67.csv,0.6476190476190476,105,68,37,68,missing_p65_rep13_seed67.csv
Hyb-Adam-UM,65,14,68,HybAdamUM_completed_p65_rep14_seed68.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p65_rep14_seed68.csv,0.6476190476190476,105,68,37,68,missing_p65_rep14_seed68.csv
Hyb-Adam-UM,65,15,69,HybAdamUM_completed_p65_rep15_seed69.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p65_rep15_seed69.csv,0.6476190476190476,105,68,37,68,missing_p65_rep15_seed69.csv
Hyb-Adam-UM,65,16,70,HybAdamUM_completed_p65_rep16_seed70.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p65_rep16_seed70.csv,0.6476190476190476,105,68,37,68,missing_p65_rep16_seed70.csv
Hyb-Adam-UM,65,17,71,HybAdamUM_completed_p65_rep17_seed71.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p65_rep17_seed71.csv,0.6476190476190476,105,68,37,68,missing_p65_rep17_seed71.csv
Hyb-Adam-UM,65,18,72,HybAdamUM_completed_p65_rep18_seed72.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p65_rep18_seed72.csv,0.6476190476190476,105,68,37,68,missing_p65_rep18_seed72.csv
Hyb-Adam-UM,65,19,73,HybAdamUM_completed_p65_rep19_seed73.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p65_rep19_seed73.csv,0.6476190476190476,105,68,37,68,missing_p65_rep19_seed73.csv
Hyb-Adam-UM,65,20,74,HybAdamUM_completed_p65_rep20_seed74.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p65_rep20_seed74.csv,0.6476190476190476,105,68,37,68,missing_p65_rep20_seed74.csv
Hyb-Adam-UM,65,21,75,HybAdamUM_completed_p65_rep21_seed75.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p65_rep21_seed75.csv,0.6476190476190476,105,68,37,68,missing_p65_rep21_seed75.csv
Hyb-Adam-UM,65,22,76,HybAdamUM_completed_p65_rep22_seed76.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p65_rep22_seed76.csv,0.6476190476190476,105,68,37,68,missing_p65_rep22_seed76.csv
