method,pct_missing,replicate,mask_seed,file,path,success,error_message,n_taxa,n_pairs,n_edges,n_terminal_edges,n_internal_edges,nnls_rnorm,branch_fit_solver,tree_length_ref,tree_length_hat,tree_length_abs_error,tree_length_rel_error,edge_BL_MAE,edge_BL_RMSE,edge_BL_Bias,edge_BL_MaxAE,edge_BL_Pearson,edge_BL_Spearman,edge_BL_rel_RMSE,edge_BL_rel_MAE,terminal_BL_MAE,terminal_BL_RMSE,terminal_BL_Bias,terminal_BL_MaxAE,terminal_BL_Pearson,terminal_BL_Spearman,terminal_BL_rel_RMSE,terminal_BL_rel_MAE,internal_BL_MAE,internal_BL_RMSE,internal_BL_Bias,internal_BL_MaxAE,internal_BL_Pearson,internal_BL_Spearman,internal_BL_rel_RMSE,internal_BL_rel_MAE,fit_pat_MAE,fit_pat_RMSE,fit_pat_Bias,fit_pat_MaxAE,fit_pat_Pearson,fit_pat_Spearman,fit_pat_rel_RMSE,fit_pat_rel_MAE,input_vs_ML_pat_MAE,input_vs_ML_pat_RMSE,input_vs_ML_pat_Bias,input_vs_ML_pat_MaxAE,input_vs_ML_pat_Pearson,input_vs_ML_pat_Spearman,input_vs_ML_pat_rel_RMSE,input_vs_ML_pat_rel_MAE
NJstar-STRICT,30,29,83,NJstar_STRICT_completed_p30_rep29_seed83.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p30_rep29_seed83.csv,True,,15,105,27,15,12,0.1641403321101487,scipy.optimize.nnls,1.2142374164,0.6916562978909818,0.5225811185090182,0.4303780392951315,0.02659883427136955,0.0410448965521043,-0.019354856241074744,0.15223178172508325,0.5281618808256675,0.5189255189255189,0.6625598585050426,0.591456428229844,0.023255103765093786,0.030033273068247334,-0.015225699668471652,0.07016704148485449,0.7996234289818208,0.7785714285714285,0.4492152777495364,0.433320023905597,0.030778497404214265,0.0516046614677321,-0.024516301956828607,0.15223178172508325,0.005768802198782959,0.055944055944055944,0.9348101195994639,0.902532746621097,0.13926627915772824,0.16003825598525778,-0.13817681126544404,0.27349624178954457,0.7894783597232082,0.7010574331329048,0.5748532171767768,0.5418446240969488,0.13961016558483735,0.16086678240690006,-0.138176811265444,0.32785563427949505,0.7248703115643305,0.7093199253576612,0.577829262348382,0.5431825862580397
NJstar-STRICT,30,30,84,NJstar_STRICT_completed_p30_rep30_seed84.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p30_rep30_seed84.csv,True,,15,105,27,15,12,0.014512378249982822,scipy.optimize.nnls,1.2142374164,0.6639112734701803,0.5503261429298197,0.45322779177851374,0.021549291565488564,0.03326871897762608,-0.020382449738141472,0.11096596841041845,0.8923085389309717,0.9334149572994994,0.5370343109642917,0.47917389499758395,0.020557432736955695,0.029545970065370544,-0.018457117447730938,0.07790385392751475,0.9873465006464309,0.9928571428571428,0.4419265632198864,0.38305342925995833,0.02278911510115465,0.037404703000396416,-0.02278911510115465,0.11096596841041845,0.9485072473583672,0.9296005160692783,0.6775801621573875,0.6682562301593454,0.13635902138098055,0.15342000992854143,-0.1360589763396627,0.2266498664446152,0.9811934266837428,0.955577441426498,0.551080650959101,0.5305333288808923,0.1363669164406656,0.1534276756736415,-0.1360589763396627,0.22892619222390906,0.9804377398658862,0.9466825627202986,0.551108186114403,0.5305640462639741
NJstar-STRICT,50,1,55,NJstar_STRICT_completed_p50_rep01_seed55.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p50_rep01_seed55.csv,True,,15,105,27,15,12,0.13248389821142176,scipy.optimize.nnls,1.2142374164,0.7663039982930644,0.44793341810693565,0.36890101726150004,0.02472239536066743,0.03998474319430839,-0.016590126596553175,0.1544494817,0.5359518409238097,0.6294718451555236,0.6454465236512631,0.5497315975627356,0.022500023044864433,0.030252884105820138,-0.008437237824919513,0.0675384364005315,0.6849830085576315,0.825,0.4525000557028402,0.41925035562780766,0.027500360755421182,0.04952987030881516,-0.02678123756109525,0.1544494817,0.28549668005600665,0.18864196516304008,0.897225612381568,0.8064063621982694,0.13683371742935513,0.15501094662302292,-0.13341147265484532,0.24696582466396438,0.8338826858891439,0.7570495542193655,0.5567952538302514,0.5323802332675639,0.13809368225608443,0.15668503644943524,-0.13341147265484532,0.2917239138071865,0.7443642567226476,0.7187020526643167,0.5628085405699212,0.5372823902867897
NJstar-STRICT,50,2,56,NJstar_STRICT_completed_p50_rep02_seed56.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p50_rep02_seed56.csv,True,,15,105,27,15,12,0.02187246079904554,scipy.optimize.nnls,1.2142374164,0.7773420225977974,0.43689539380220266,0.3598105180266315,0.02500624181713871,0.04037969578887033,-0.016181310881563063,0.1544494817,0.5327585506562864,0.6689066611537643,0.651821974855945,0.5560432580512145,0.02363798145878776,0.0318757501780402,-0.007753105774751593,0.06835773438234033,0.6446557303331593,0.8285714285714284,0.4767736748893346,0.4404543103426854,0.026716567265077398,0.04897540515644374,-0.026716567265077398,0.1544494817,0.3300271483430856,0.3380365512979194,0.8871815655714526,0.7834228070775164,0.136430912856806,0.15275066128254583,-0.13225192594136712,0.22680460818795156,0.8557146965600463,0.8329773999585319,0.5486763681818696,0.5308130377230472,0.13661724179622117,0.1529577662928779,-0.13225192594136712,0.22892619222390906,0.8473660569413208,0.8229836201534314,0.5494202839459467,0.5315379894827007
NJstar-STRICT,50,4,58,NJstar_STRICT_completed_p50_rep04_seed58.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p50_rep04_seed58.csv,True,,15,105,27,15,12,0.018832548513439067,scipy.optimize.nnls,1.2142374164,0.7659717939176827,0.4482656224823174,0.3691746082173501,0.025447829834492768,0.04030594238317824,-0.01660243046230805,0.1544494817,0.5292399661738897,0.6733256533592971,0.6506314237729965,0.5658624880531269,0.02388684908340393,0.03165546258757246,-0.007965130213471443,0.0778901661227393,0.6411963387173649,0.7892857142857141,0.4734787775628968,0.4450915429320268,0.027399055773353814,0.049017291246045924,-0.027399055773353814,0.1544494817,0.36557512020976246,0.4180210438103401,0.8879403253291356,0.803435747274776,0.13739772370894535,0.15416343053769635,-0.13356641099519978,0.2298864163590411,0.8689972063595621,0.797211279286751,0.5537509982848529,0.5345746178120577,0.13761125858257917,0.15438903584090366,-0.13356641099519975,0.23010451542836613,0.8595918019471255,0.7993157785610616,0.554561366615615,0.5354054199562341
NJstar-STRICT,50,5,59,NJstar_STRICT_completed_p50_rep05_seed59.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p50_rep05_seed59.csv,True,,15,105,27,15,12,0.24520860327105273,scipy.optimize.nnls,1.2142374164,0.706137629562877,0.5080997868371231,0.41845176237736886,0.02506412917813142,0.03962363558245244,-0.018818510623597153,0.1373498911840964,0.5872679992486081,0.5992978241094401,0.6396174089911091,0.5573304517463628,0.022623359241535388,0.03262750414773299,-0.018676249650945217,0.09062777259700563,0.8335426805047653,0.7607142857142856,0.48801784955945715,0.4215485196880388,0.028115091598876474,0.0469242004097759,-0.01899633683941207,0.1373498911840964,0.21667189208489726,0.40280271929454914,0.8500243224073919,0.8244324116603345,0.12560484554675644,0.14265621131443648,-0.12445275763171801,0.27027307264634104,0.8684389934434846,0.8267572050590918,0.5124173687065678,0.4886919556668634,0.12720240448101378,0.1447434793666586,-0.12445275763171801,0.29346130933440007,0.773656807577489,0.7987663280116111,0.5199147807943422,0.49490759326011746
NJstar-STRICT,50,6,60,NJstar_STRICT_completed_p50_rep06_seed60.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p50_rep06_seed60.csv,True,,15,105,27,15,12,0.1354861078827251,scipy.optimize.nnls,1.2142374164,0.6722552585563425,0.5419821578436576,0.44635600132512726,0.020626377816179646,0.032737822356380585,-0.020073413253468803,0.09742176387918708,0.8975665766244715,0.8606319746125888,0.5284644077655665,0.4586518200765028,0.020186837089501027,0.03129449269655982,-0.01970065277485815,0.09097777429192519,0.9240844245165415,0.9607142857142855,0.4680796594087753,0.376147998244191,0.021175803724527913,0.034457070203610655,-0.020539363851732117,0.09742176387918708,0.9342379675053663,0.469352733786692,0.6241842694428975,0.6209483213690149,0.1320667940840749,0.15016898191064373,-0.1320420632701709,0.21978491599036287,0.9581228072909533,0.8517416545718431,0.5394030436038165,0.5138335197074422,0.1331810000600754,0.15091396962261683,-0.13204206327017093,0.22892619222390906,0.8988115351370369,0.8349160273688576,0.5420790199217811,0.5181685713932046
NJstar-STRICT,50,7,61,NJstar_STRICT_completed_p50_rep07_seed61.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p50_rep07_seed61.csv,True,,15,105,27,15,12,0.010178905591558643,scipy.optimize.nnls,1.2142374164,0.7012223240740357,0.5130150923259643,0.42249982202571523,0.02240296557902948,0.033498775098204744,-0.019000558975035716,0.10280190422119953,0.7955333303851337,0.7605377106268827,0.5407479505030178,0.49815634279098303,0.02051427658727422,0.028440893974676213,-0.014389944700085446,0.06820248526107163,0.8499021186470345,0.914285714285714,0.4253976600301617,0.382249286479064,0.024763826818723553,0.03890722666590055,-0.024763826818723553,0.10280190422119953,0.896177379750146,0.5281821114029991,0.7047981360283955,0.7261616557178491,0.13599984217822608,0.1531103781756738,-0.1351249376229134,0.2279230238859758,0.963382477847039,0.9458221024258758,0.5499684618254451,0.5291358669735522,0.13604450867424978,0.15313275769839635,-0.13512493762291336,0.22892619222390906,0.9622956332747714,0.9411673232427948,0.5500488484839771,0.5293096513303546
NJstar-STRICT,50,8,62,NJstar_STRICT_completed_p50_rep08_seed62.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p50_rep08_seed62.csv,True,,15,105,27,15,12,0.012497824120968734,scipy.optimize.nnls,1.2142374164,0.6896363867666402,0.5246010296333599,0.4320415616813304,0.02293265193685224,0.034885453090173615,-0.019429667764198518,0.1107289086694767,0.7659992845089368,0.7806441855567184,0.5631321505212743,0.5099345432220124,0.02125892654121145,0.02987482608395739,-0.014953555030434742,0.07784445549221863,0.8196843825498158,0.9107142857142855,0.4468453460443026,0.39612459484581125,0.025024808681403235,0.04028159433297927,-0.025024808681403235,0.1107289086694767,0.8953237310695797,0.5253948512537597,0.7296945846571469,0.733814552941816,0.13701081284983013,0.15406110188047112,-0.13611004549114775,0.2276244085171813,0.9647404463845592,0.93388969521045,0.5533834364325122,0.5330692600881045,0.1370508689908742,0.15408281389807887,-0.13611004549114775,0.22892619222390906,0.9635485829281006,0.9229214182044371,0.5534614254301826,0.5332251068933618
NJstar-STRICT,50,9,63,NJstar_STRICT_completed_p50_rep09_seed63.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p50_rep09_seed63.csv,True,,15,105,27,15,12,0.020351683047260545,scipy.optimize.nnls,1.2142374164,0.6935306129752026,0.5207068034247975,0.42883442429949276,0.02310306929377416,0.03482518107058475,-0.019285437163881387,0.10941746190078075,0.7614189705598059,0.7782530468583522,0.5621592202881596,0.5137239739995072,0.02170290734160862,0.030168498003712508,-0.014831169507801634,0.07842953570259154,0.7996206479207378,0.8857142857142855,0.45123787138445637,0.40439743563745295,0.02485327173398108,0.03988874456031145,-0.02485327173398108,0.10941746190078075,0.8875195555346516,0.542266967707079,0.7225781743847558,0.7287844921733939,0.13646637075479787,0.15348926405558042,-0.13548469392139686,0.22840322992633835,0.9596568425221145,0.9280945469624715,0.5513294099666647,0.5309509941007494,0.13651340875349716,0.15352113725757927,-0.13548469392139686,0.2310723617441096,0.9575505293035408,0.9256583039601908,0.5514438976721072,0.5311340052853494
NJstar-STRICT,50,10,64,NJstar_STRICT_completed_p50_rep10_seed64.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p50_rep10_seed64.csv,True,,15,105,27,15,12,0.022410894526839083,scipy.optimize.nnls,1.2142374164,0.8186562964050619,0.39558111999493817,0.32578564509053465,0.027857734074384518,0.04190805826696574,-0.014651152592405113,0.1544494817,0.4754978862064078,0.5701190226923672,0.676493291202079,0.6194495490333352,0.025847696962460774,0.03240533820944098,-0.002075850294897853,0.06944512307663735,0.5923240342843102,0.7928571428571427,0.48469485730851114,0.48162866864907145,0.030370280464289186,0.05137129161074618,-0.030370280464289186,0.1544494817,0.3124025849295512,0.2175341351436112,0.9305826622784558,0.8905624041066701,0.137203066687823,0.15358170612870095,-0.13196575349928422,0.22738944105967734,0.8409524380609241,0.7777628032345012,0.5516614594682584,0.5338172639064621,0.1374088636840834,0.15375941998466272,-0.1319657534992842,0.22912276240596888,0.8331659571992529,0.7823968484345843,0.5522998029768625,0.534617960218257
NJstar-STRICT,50,15,69,NJstar_STRICT_completed_p50_rep15_seed69.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p50_rep15_seed69.csv,True,,15,105,27,15,12,0.07434963080258536,scipy.optimize.nnls,1.2142374164,0.7685049192304211,0.44573249716957897,0.3670884220411337,0.025339675663980436,0.03871535713298468,-0.016508611006280698,0.13950326621982947,0.5721985382360721,0.6380319285282067,0.6249556875223121,0.5634575526060784,0.022756911281757112,0.03032857285282405,-0.0068609948978975936,0.07901781153412832,0.6922812300281124,0.7928571428571427,0.4536321514764381,0.42403703893293604,0.028568131141759583,0.0471455147521099,-0.028568131141759583,0.13950326621982947,0.6397567683253776,0.4947402482577844,0.8540333960248148,0.837717109012398,0.1364267335860763,0.15372959893585625,-0.13363425498569867,0.2254361856001944,0.9210977185761832,0.9038565208376529,0.5521926865518525,0.5307967773950537,0.13726763834566957,0.15395469430148045,-0.1336342549856987,0.2297954962599391,0.8997275229880365,0.8408252125233258,0.5530012232001935,0.5340684934638597
NJstar-STRICT,50,17,71,NJstar_STRICT_completed_p50_rep17_seed71.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p50_rep17_seed71.csv,True,,15,105,27,15,12,0.16561159668646697,scipy.optimize.nnls,1.2142374164,0.7682512044392746,0.4459862119607254,0.36729737194476836,0.02523819799918469,0.04019352190074622,-0.016518007850397236,0.1544494817,0.5321605593745241,0.6714842887648779,0.6488166963600848,0.5612010771322716,0.023896468503263563,0.03218555264179955,-0.008711189433893181,0.06170967985277,0.6333267463211973,0.7999999999999999,0.48140746886473323,0.4452707847572037,0.02691535986908609,0.048373866474527454,-0.0262765308710273,0.1544494817,0.36032496766191724,0.33590976734759476,0.8762847893657316,0.7892520986295907,0.13393563708010714,0.14953737688487884,-0.13021949019247575,0.22721849700835506,0.8786261510559993,0.7625233257308729,0.5371343349203165,0.5211046447551247,0.13474230671031537,0.15055755147163996,-0.13021949019247572,0.24161257900648847,0.813011673211896,0.7920070495542193,0.5407987752734758,0.5242431618835645
NJstar-STRICT,50,19,73,NJstar_STRICT_completed_p50_rep19_seed73.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p50_rep19_seed73.csv,True,,15,105,27,15,12,0.021916168973956988,scipy.optimize.nnls,1.2142374164,0.7675730336184498,0.4466643827815503,0.3678558877767344,0.02401560215902933,0.0395990153397737,-0.016543125288205562,0.1544494817,0.5540345301796186,0.6774694554952114,0.6392199811529155,0.5340152177292038,0.022025224741239902,0.03038580356184503,-0.008574766373757137,0.07291831215441907,0.6835248616211815,0.8214285714285712,0.4544881656974071,0.41040328212707633,0.026503573931266095,0.048724359545358635,-0.026503573931266095,0.1544494817,0.3412749226951948,0.30609828309474435,0.8826339148157135,0.7771771006659234,0.13605865742633727,0.15287287600645713,-0.13257521831562794,0.22680571280378226,0.8750944971969347,0.8208272859216255,0.5491153602640706,0.5293647000133713,0.13619776895121694,0.15303844192242597,-0.1325752183156279,0.22892619222390906,0.8680142708734521,0.8147936968691686,0.5497100686909,0.529905942533541
