method,pct_missing,replicate,mask_seed,file,path,missingness_actual,n_pairs_total,n_missing,n_observed,optimized_variables,RMSE_miss,MAE_miss,Pearson_miss,Spearman_miss,runtime_seconds,success,success_numerical,success_valid_matrix,epochs_used,convergence_epoch,Delta_normalized_completed,Delta_relative_to_original,max_abs_error_observed,mean_abs_error_observed,masked_file,completed_file,error_message
MW-proj,50,23,77,MWproj_completed_p50_rep23_seed77.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p50_rep23_seed77.csv,0.4952380952380952,105,52,53,27,0.0155912366743366,0.0089313090275534,0.9610381295581872,0.9241014257662424,15.913722946000007,True,True,True,0,0,0.015145567302863,0.7263558977670811,0.0,0.0,missing_p50_rep23_seed77.csv,MWproj_completed_p50_rep23_seed77.csv,
MW-proj,50,24,78,MWproj_completed_p50_rep24_seed78.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p50_rep24_seed78.csv,0.4952380952380952,105,52,53,27,0.0196067854016314,0.0090676255805745,0.9458382034816804,0.9618372748228464,16.017877968999983,True,True,True,0,0,0.0145167704187732,0.693006394499017,0.0,0.0,missing_p50_rep24_seed78.csv,MWproj_completed_p50_rep24_seed78.csv,
MW-proj,50,25,79,MWproj_completed_p50_rep25_seed79.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p50_rep25_seed79.csv,0.4952380952380952,105,52,53,27,0.0226449769372084,0.0116572916380747,0.9157388772781782,0.946469734483053,14.074936328000147,True,True,True,0,0,0.0143184718281049,0.6939985098924824,0.0,0.0,missing_p50_rep25_seed79.csv,MWproj_completed_p50_rep25_seed79.csv,
MW-proj,50,26,80,MWproj_completed_p50_rep26_seed80.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p50_rep26_seed80.csv,0.4952380952380952,105,52,53,27,0.0164412641647387,0.0082717357248669,0.949709436578524,0.9269188081618712,13.629113786999824,True,True,True,0,0,0.0173642805283093,0.8353098097442622,0.0,0.0,missing_p50_rep26_seed80.csv,MWproj_completed_p50_rep26_seed80.csv,
MW-proj,50,27,81,MWproj_completed_p50_rep27_seed81.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p50_rep27_seed81.csv,0.4952380952380952,105,52,53,27,0.0059800967270985,0.0048580852868338,0.9952057943409524,0.9828395799538974,13.062302829999908,True,True,True,0,0,0.0171448346845897,0.9067990067738132,0.0,0.0,missing_p50_rep27_seed81.csv,MWproj_completed_p50_rep27_seed81.csv,
MW-proj,50,28,82,MWproj_completed_p50_rep28_seed82.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p50_rep28_seed82.csv,0.4952380952380952,105,52,53,27,0.0266184319288177,0.0128484903689078,0.9006896456789646,0.951336122257321,13.14676015100008,True,True,True,0,0,0.014613268304526,0.697077511056737,0.0,0.0,missing_p50_rep28_seed82.csv,MWproj_completed_p50_rep28_seed82.csv,
MW-proj,50,29,83,MWproj_completed_p50_rep29_seed83.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p50_rep29_seed83.csv,0.4952380952380952,105,52,53,27,0.016507854541687,0.0075837806616346,0.9492077885810846,0.950994621360881,13.72596152799997,True,True,True,0,0,0.0142117094993031,0.705116941163373,0.0,0.0,missing_p50_rep29_seed83.csv,MWproj_completed_p50_rep29_seed83.csv,
MW-proj,50,30,84,MWproj_completed_p50_rep30_seed84.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p50_rep30_seed84.csv,0.4952380952380952,105,52,53,27,0.0436425447100573,0.0249600844420523,0.7168964665193545,0.6182873730043541,15.03337706100001,True,True,True,0,0,0.0145167000357433,0.7128113985605499,0.0,0.0,missing_p50_rep30_seed84.csv,MWproj_completed_p50_rep30_seed84.csv,
MW-proj,65,1,55,MWproj_completed_p65_rep01_seed55.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p65_rep01_seed55.csv,0.6476190476190476,105,68,37,27,0.0496663539060131,0.0321523350215054,0.6933232425925423,0.7446654197045462,14.762045284999886,True,True,True,0,0,0.0106217355608213,0.5025461634625638,0.0,0.0,missing_p65_rep01_seed55.csv,MWproj_completed_p65_rep01_seed55.csv,
MW-proj,65,2,56,MWproj_completed_p65_rep02_seed56.csv,mw_proj_outputs/completed_matrices/MWproj_completed_p65_rep02_seed56.csv,0.6476190476190476,105,68,37,27,0.0268581763234792,0.0163385990796596,0.9492378355948654,0.9671718135664388,16.368590642000072,True,True,True,0,0,0.011094927197118,0.5215759482797575,0.0,0.0,missing_p65_rep02_seed56.csv,MWproj_completed_p65_rep02_seed56.csv,
