restart,epoch,full_delta,best_delta,objective_for_grad,best_objective_for_grad,best_epoch,learning_rate,optimized_variables,event
0,1,142.11559365843107,142.11559365843107,0.3123419640844639,0.3123419640844639,1,0.02,52,checkpoint
0,500,29.975807723069188,29.975807723069188,0.06588089609465755,0.06588089609465755,500,0.02,52,checkpoint
0,1000,24.844413196210986,24.844413196210986,0.05460310592573843,0.05460310592573843,1000,0.01,52,checkpoint
0,1500,24.785601703061303,24.785601703061303,0.05447384989683803,0.05447384989683803,1500,0.01,52,checkpoint
0,2000,23.582418412582825,23.582418412582825,0.05182949101666555,0.05182949101666555,2000,0.005,52,checkpoint
0,2500,21.487026267997358,21.487026267997358,0.04722423355603815,0.04722423355603815,2500,0.005,52,checkpoint
0,3000,21.73373235639419,21.487026267997358,0.04776644473932789,0.04722423355603815,2500,0.005,52,checkpoint
0,3500,21.5421278397978,21.487026267997358,0.04734533591164352,0.04722423355603815,2500,0.005,52,checkpoint
0,4000,21.64880267950048,21.487026267997358,0.047579786108792266,0.04722423355603815,2500,0.0025,52,checkpoint
0,4500,20.875279001768867,20.875279001768867,0.04587973406982169,0.04587973406982169,4500,0.0025,52,checkpoint
0,5000,20.698204468650783,20.698204468650783,0.04549055927175996,0.04549055927175996,5000,0.0025,52,checkpoint
