method,pct_missing,replicate,mask_seed,file,path,missingness_actual,n_pairs_total,n_missing,n_observed,optimized_variables,runtime_seconds,RMSE_miss,MAE_miss,Pearson_miss,Spearman_miss,max_abs_error_observed,mean_abs_error_observed,masked_file,__metadata_scope,__metadata_source
KNN-Impute,65,6,60,KNNimpute_completed_p65_rep06_seed60.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep06_seed60.csv,0.6476190476190476,105,68,37,0,0.0022188849980011,0.0460023681426408,0.0381662320934234,0.7835091322258507,0.7122189563690499,0.0,0.0,missing_p65_rep06_seed60.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,65,7,61,KNNimpute_completed_p65_rep07_seed61.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep07_seed61.csv,0.6476190476190476,105,68,37,0,0.0023513480118708,0.0486473151197729,0.0382842418048731,0.6031040218250932,0.4330648547543611,0.0,0.0,missing_p65_rep07_seed61.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,65,8,62,KNNimpute_completed_p65_rep08_seed62.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep08_seed62.csv,0.6476190476190476,105,68,37,0,0.0024271170113934,0.0506632252011979,0.0391118854808064,0.4723120507523607,0.5280757338626559,0.0,0.0,missing_p65_rep08_seed62.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,65,9,63,KNNimpute_completed_p65_rep09_seed63.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep09_seed63.csv,0.6476190476190476,105,68,37,0,0.0024013600050238,0.0451362035164075,0.0357181602212094,0.6411276281535998,0.4449746154139786,0.0,0.0,missing_p65_rep09_seed63.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,65,10,64,KNNimpute_completed_p65_rep10_seed64.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep10_seed64.csv,0.6476190476190476,105,68,37,0,0.0023241669987328,0.0527841389340079,0.0435498465050116,0.5574024817018036,0.6071687597816543,0.0,0.0,missing_p65_rep10_seed64.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,65,11,65,KNNimpute_completed_p65_rep11_seed65.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep11_seed65.csv,0.6476190476190476,105,68,37,0,0.002175782006816,0.0363700798984299,0.0277133698152849,0.7265032917637521,0.7368019238844142,0.0,0.0,missing_p65_rep11_seed65.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,65,12,66,KNNimpute_completed_p65_rep12_seed66.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep12_seed66.csv,0.6476190476190476,105,68,37,0,0.0020905779965687,0.0438825860539667,0.0349981966891546,0.6037049045534277,0.4872313623697369,0.0,0.0,missing_p65_rep12_seed66.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,65,13,67,KNNimpute_completed_p65_rep13_seed67.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep13_seed67.csv,0.6476190476190476,105,68,37,0,0.0027134259871672,0.0516339273312654,0.0402643581904373,0.6089433488666756,0.6054510058403633,0.0,0.0,missing_p65_rep13_seed67.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,65,14,68,KNNimpute_completed_p65_rep14_seed68.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep14_seed68.csv,0.6476190476190476,105,68,37,0,0.0021293270110618,0.0363145412315931,0.0281850904763434,0.746379390385579,0.7064931098980799,0.0,0.0,missing_p65_rep14_seed68.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,65,15,69,KNNimpute_completed_p65_rep15_seed69.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep15_seed69.csv,0.6476190476190476,105,68,37,0,0.0020995770028093,0.0526425245591818,0.0414465070656369,0.2843642894631022,0.3266404550139328,0.0,0.0,missing_p65_rep15_seed69.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,65,16,70,KNNimpute_completed_p65_rep16_seed70.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep16_seed70.csv,0.6476190476190476,105,68,37,0,0.002120635996107,0.0383947600683869,0.0312448624968002,0.7158846315472379,0.7068748329961445,0.0,0.0,missing_p65_rep16_seed70.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,65,17,71,KNNimpute_completed_p65_rep17_seed71.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep17_seed71.csv,0.6476190476190476,105,68,37,0,0.0023056099889799,0.0448722343624525,0.032079877962425,0.6714096710572192,0.7089361377256937,0.0,0.0,missing_p65_rep17_seed71.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,65,18,72,KNNimpute_completed_p65_rep18_seed72.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep18_seed72.csv,0.6476190476190476,105,68,37,0,0.0033657519961707,0.0392840166680067,0.0309241818942572,0.764753101952379,0.6498454021452837,0.0,0.0,missing_p65_rep18_seed72.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,65,19,73,KNNimpute_completed_p65_rep19_seed73.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep19_seed73.csv,0.6476190476190476,105,68,37,0,0.0035028109996346,0.0470888979075934,0.0377652212758026,0.5592169431278857,0.646180860403863,0.0,0.0,missing_p65_rep19_seed73.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,65,20,74,KNNimpute_completed_p65_rep20_seed74.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep20_seed74.csv,0.6476190476190476,105,68,37,0,0.0021813680068589,0.0502123906291957,0.0398783934739236,0.5914688300738253,0.4954765812879336,0.0,0.0,missing_p65_rep20_seed74.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,65,21,75,KNNimpute_completed_p65_rep21_seed75.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep21_seed75.csv,0.6476190476190476,105,68,37,0,0.0020690360106527,0.0463734592543919,0.0372147055623116,0.6133006063126345,0.4021452838111233,0.0,0.0,missing_p65_rep21_seed75.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,65,22,76,KNNimpute_completed_p65_rep22_seed76.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep22_seed76.csv,0.6476190476190476,105,68,37,0,0.0021459099953062,0.05226320574614,0.0425474418853641,0.4972784826562791,0.4083673703095773,0.0,0.0,missing_p65_rep22_seed76.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,65,23,77,KNNimpute_completed_p65_rep23_seed77.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep23_seed77.csv,0.6476190476190476,105,68,37,0,0.0024064620083663,0.0405608424897515,0.0346254309594456,0.6488249191688102,0.5903347711570026,0.0,0.0,missing_p65_rep23_seed77.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,65,24,78,KNNimpute_completed_p65_rep24_seed78.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep24_seed78.csv,0.6476190476190476,105,68,37,0,0.0022569630091311,0.0417264722055009,0.0299692726866165,0.7472123723947856,0.8657479864106576,0.0,0.0,missing_p65_rep24_seed78.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,65,25,79,KNNimpute_completed_p65_rep25_seed79.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep25_seed79.csv,0.6476190476190476,105,68,37,0,0.0021639240003423,0.0470794799320046,0.0380415028400911,0.5621772731149935,0.5267015307096232,0.0,0.0,missing_p65_rep25_seed79.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,65,26,80,KNNimpute_completed_p65_rep26_seed80.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep26_seed80.csv,0.6476190476190476,105,68,37,0,0.0022234279895201,0.0454467544442929,0.0366618889184038,0.5753499869195609,0.49616368286445,0.0,0.0,missing_p65_rep26_seed80.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,65,27,81,KNNimpute_completed_p65_rep27_seed81.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep27_seed81.csv,0.6476190476190476,105,68,37,0,0.0033281279902439,0.0495245957303477,0.0428681079773755,0.7055422308402702,0.565560942092606,0.0,0.0,missing_p65_rep27_seed81.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,65,28,82,KNNimpute_completed_p65_rep28_seed82.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep28_seed82.csv,0.6476190476190476,105,68,37,0,0.0024125079944496,0.0487236456530662,0.0385438469964538,0.5930588279732986,0.6620223689735466,0.0,0.0,missing_p65_rep28_seed82.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,65,29,83,KNNimpute_completed_p65_rep29_seed83.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep29_seed83.csv,0.6476190476190476,105,68,37,0,0.0021558769949479,0.0477828304544357,0.0387546661991289,0.6380128164472326,0.5492613658052448,0.0,0.0,missing_p65_rep29_seed83.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,65,30,84,KNNimpute_completed_p65_rep30_seed84.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p65_rep30_seed84.csv,0.6476190476190476,105,68,37,0,0.0024058489943854,0.04765751886637,0.0384832218292278,0.6484675491552264,0.7061113868000153,0.0,0.0,missing_p65_rep30_seed84.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,85,1,55,KNNimpute_completed_p85_rep01_seed55.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep01_seed55.csv,0.8476190476190476,105,89,16,0,0.0023062200052663,0.064982215493947,0.056539355400051,0.198224002502248,0.2087163772557031,0.0,0.0,missing_p85_rep01_seed55.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,85,2,56,KNNimpute_completed_p85_rep02_seed56.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep02_seed56.csv,0.8476190476190476,105,89,16,0,0.0045476639934349,0.0655574756299788,0.0526027546395457,0.346818666094162,0.3089717398706163,0.0,0.0,missing_p85_rep02_seed56.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,85,3,57,KNNimpute_completed_p85_rep03_seed57.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep03_seed57.csv,0.8476190476190476,105,89,16,0,0.0022917030000826,0.0711994471174705,0.0625337179502156,0.0246066353976012,0.079805232791661,0.0,0.0,missing_p85_rep03_seed57.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,85,4,58,KNNimpute_completed_p85_rep04_seed58.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep04_seed58.csv,0.8476190476190476,105,89,16,0,0.0023801799979992,0.0779090880170959,0.06730759276795,-0.0390987164127373,-0.0533537623425264,0.0,0.0,missing_p85_rep04_seed58.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,85,5,59,KNNimpute_completed_p85_rep05_seed59.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep05_seed59.csv,0.8476190476190476,105,89,16,0,0.0024276000040117,0.0766707660610925,0.0655855781816672,-0.0448990906479623,-0.0153217568947906,0.0,0.0,missing_p85_rep05_seed59.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,85,6,60,KNNimpute_completed_p85_rep06_seed60.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep06_seed60.csv,0.8476190476190476,105,89,16,0,0.0023178160045063,0.0819560675745394,0.0715345379648502,0.0562892336405062,0.1358434031881949,0.0,0.0,missing_p85_rep06_seed60.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,85,7,61,KNNimpute_completed_p85_rep07_seed61.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep07_seed61.csv,0.8476190476190476,105,89,16,0,0.0023932440089993,0.0704025437659714,0.0586094667615139,0.1518067873050897,0.2995062989445012,0.0,0.0,missing_p85_rep07_seed61.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,85,8,62,KNNimpute_completed_p85_rep08_seed62.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep08_seed62.csv,0.8476190476190476,105,89,16,0,0.0024986950011225,0.0663204942495223,0.0552570939438703,0.1462968033821735,0.32829417773238,0.0,0.0,missing_p85_rep08_seed62.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,85,9,63,KNNimpute_completed_p85_rep09_seed63.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep09_seed63.csv,0.8476190476190476,105,89,16,0,0.0022775539982831,0.0741075606267878,0.0606519847318092,0.2384660477993331,0.1253218812969423,0.0,0.0,missing_p85_rep09_seed63.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,85,10,64,KNNimpute_completed_p85_rep10_seed64.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep10_seed64.csv,0.8476190476190476,105,89,16,0,0.0022228349989745,0.0702748201853962,0.0609254521279237,-0.0625639145431766,0.0094915023533548,0.0,0.0,missing_p85_rep10_seed64.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,85,11,65,KNNimpute_completed_p85_rep11_seed65.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep11_seed65.csv,0.8476190476190476,105,89,16,0,0.0024881489953259,0.0665272645188669,0.0565050608666987,0.0381975681211754,-0.0299284984678243,0.0,0.0,missing_p85_rep11_seed65.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,85,12,66,KNNimpute_completed_p85_rep12_seed66.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep12_seed66.csv,0.8476190476190476,105,89,16,0,0.0023867689887993,0.0711028799661807,0.0594666988728982,0.1954665496093516,0.1793837248893429,0.0,0.0,missing_p85_rep12_seed66.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,85,13,67,KNNimpute_completed_p85_rep13_seed67.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep13_seed67.csv,0.8476190476190476,105,89,16,0,0.0020652040111599,0.0752682508562128,0.0636947778109213,0.3008700126044782,0.2734539969521011,0.0,0.0,missing_p85_rep13_seed67.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,85,14,68,KNNimpute_completed_p85_rep14_seed68.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep14_seed68.csv,0.8476190476190476,105,89,16,0,0.0024396069929935,0.0629454675152835,0.0497234669524748,0.3738981392039691,0.4508682328907049,0.0,0.0,missing_p85_rep14_seed68.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,85,15,69,KNNimpute_completed_p85_rep15_seed69.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep15_seed69.csv,0.8476190476190476,105,89,16,0,0.0024162719928426,0.0693515744924325,0.0588953903122077,0.1965381777012975,0.252434456928839,0.0,0.0,missing_p85_rep15_seed69.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,85,16,70,KNNimpute_completed_p85_rep16_seed70.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep16_seed70.csv,0.8476190476190476,105,89,16,0,0.0023569639888592,0.0694603448196583,0.0570562296313452,0.3352421515089939,0.3272386789240722,0.0,0.0,missing_p85_rep16_seed70.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,85,17,71,KNNimpute_completed_p85_rep17_seed71.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep17_seed71.csv,0.8476190476190476,105,89,16,0,0.002237510998384,0.0672537543233525,0.0575894023541126,0.2761787823390129,0.3576210810464506,0.0,0.0,missing_p85_rep17_seed71.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,85,18,72,KNNimpute_completed_p85_rep18_seed72.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep18_seed72.csv,0.8476190476190476,105,89,16,0,0.0023186420003185,0.0687817910752108,0.0577205038975382,0.2203290855492268,0.3181994241869111,0.0,0.0,missing_p85_rep18_seed72.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,85,19,73,KNNimpute_completed_p85_rep19_seed73.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep19_seed73.csv,0.8476190476190476,105,89,16,0,0.0023432580055668,0.0635681583710915,0.0515487565040367,0.3740838130226343,0.4087504256043583,0.0,0.0,missing_p85_rep19_seed73.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,85,20,74,KNNimpute_completed_p85_rep20_seed74.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep20_seed74.csv,0.8476190476190476,105,89,16,0,0.0022215789940673,0.0750792827574287,0.063775239655279,0.1550136947623123,0.2438571755900459,0.0,0.0,missing_p85_rep20_seed74.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,85,21,75,KNNimpute_completed_p85_rep21_seed75.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep21_seed75.csv,0.8476190476190476,105,89,16,0,0.002070251997793,0.0723966323041325,0.0614187834160373,0.1144222805856829,0.1337005392775053,0.0,0.0,missing_p85_rep21_seed75.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,85,22,76,KNNimpute_completed_p85_rep22_seed76.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep22_seed76.csv,0.8476190476190476,105,89,16,0,0.0024254449963336,0.0684563933569351,0.0591780437892819,0.2442238146291696,0.2654239019407559,0.0,0.0,missing_p85_rep22_seed76.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,85,23,77,KNNimpute_completed_p85_rep23_seed77.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep23_seed77.csv,0.8476190476190476,105,89,16,0,0.0023094200005289,0.0669672490213459,0.0569249785232356,0.2408369580402941,0.3388321416411305,0.0,0.0,missing_p85_rep23_seed77.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,85,24,78,KNNimpute_completed_p85_rep24_seed78.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep24_seed78.csv,0.8476190476190476,105,89,16,0,0.0024815230135573,0.0642762751162559,0.0522533444395216,0.1449031170968449,0.2963908750425604,0.0,0.0,missing_p85_rep24_seed78.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,85,25,79,KNNimpute_completed_p85_rep25_seed79.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep25_seed79.csv,0.8476190476190476,105,89,16,0,0.0057069589965976,0.0712461988886985,0.0624664762853045,0.1518276852881407,0.128702757916241,0.0,0.0,missing_p85_rep25_seed79.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,85,26,80,KNNimpute_completed_p85_rep26_seed80.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep26_seed80.csv,0.8476190476190476,105,89,16,0,0.0025469829997746,0.0691015291355364,0.0571612220828923,0.3029236443249229,0.2212158490194023,0.0,0.0,missing_p85_rep26_seed80.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,85,27,81,KNNimpute_completed_p85_rep27_seed81.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep27_seed81.csv,0.8476190476190476,105,89,16,0,0.0024265899992315,0.0745620410007354,0.063774633297856,0.2572017403616257,0.1683520599250936,0.0,0.0,missing_p85_rep27_seed81.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,85,28,82,KNNimpute_completed_p85_rep28_seed82.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep28_seed82.csv,0.8476190476190476,105,89,16,0,0.0039699689950793,0.0633796927226897,0.0548532673333608,0.3823860189260193,0.4132932114419133,0.0,0.0,missing_p85_rep28_seed82.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,85,29,83,KNNimpute_completed_p85_rep29_seed83.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep29_seed83.csv,0.8476190476190476,105,89,16,0,0.0031904350034892,0.0674205219845113,0.0571649559065712,0.3019418454475971,0.3040858018386109,0.0,0.0,missing_p85_rep29_seed83.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
KNN-Impute,85,30,84,KNNimpute_completed_p85_rep30_seed84.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p85_rep30_seed84.csv,0.8476190476190476,105,89,16,0,0.0034232269972562,0.0654334906867,0.0554466593212642,0.2913553286996298,0.3493360572012258,0.0,0.0,missing_p85_rep30_seed84.csv,method_specific,knn_impute_outputs/tables/knn_impute_all_masks_detailed.csv
