method,pct_missing,frac_missing_requested,missingness_actual,replicate,mask_seed,n_pairs_total,n_missing,n_observed,optimized_variables,imputed_variables,success,success_numerical,success_valid_matrix,error_message,masked_file,completed_file,embedding_dim,full_dim,max_iter,tol,init_method,optimizer_config_json,runtime_seconds,RMSE_miss,MAE_miss,Pearson_miss,Spearman_miss,max_abs_error_observed,mean_abs_error_observed,stress_init,stress_final,stress_reduction_percent,best_epoch,epochs_used,convergence_epoch,last_rel_change,n_success,n_failed
MDS-SMACOF,30,0.3,0.3047619047619048,21,75,105,32,73,210,32,True,True,True,,missing_p30_rep21_seed75.csv,MDS_SMACOF_completed_p30_rep21_seed75.csv,14,True,1000,1e-07,classical_meanfill,"{""FULL_DIM"": true, ""MDS_DIM"": 3, ""MAX_ITER"": 1000, ""TOL"": 1e-07, ""INIT_METHOD"": ""classical_meanfill"", ""RANDOM_INIT_SCALE"": 0.01}",0.05552306500612758,0.014058631230094485,0.010044003531048175,0.9514871621673153,0.9090909090909091,0.0,0.0,0.02257714060709062,3.762478646706313e-14,99.99999999983335,1000,1000,1000,0.0005720469403535154,30,0
MDS-SMACOF,30,0.3,0.3047619047619048,22,76,105,32,73,210,32,True,True,True,,missing_p30_rep22_seed76.csv,MDS_SMACOF_completed_p30_rep22_seed76.csv,14,True,1000,1e-07,classical_meanfill,"{""FULL_DIM"": true, ""MDS_DIM"": 3, ""MAX_ITER"": 1000, ""TOL"": 1e-07, ""INIT_METHOD"": ""classical_meanfill"", ""RANDOM_INIT_SCALE"": 0.01}",0.0489710320107406,0.01394432603731201,0.010055971889449424,0.954670662196284,0.9142228739002932,0.0,0.0,0.019145524837037835,1.3711867042590126e-09,99.99999283808243,1000,1000,1000,0.00858270572237392,30,0
MDS-SMACOF,30,0.3,0.3047619047619048,23,77,105,32,73,210,32,True,True,True,,missing_p30_rep23_seed77.csv,MDS_SMACOF_completed_p30_rep23_seed77.csv,14,True,1000,1e-07,classical_meanfill,"{""FULL_DIM"": true, ""MDS_DIM"": 3, ""MAX_ITER"": 1000, ""TOL"": 1e-07, ""INIT_METHOD"": ""classical_meanfill"", ""RANDOM_INIT_SCALE"": 0.01}",0.046974762008176185,0.019327155687236697,0.01283497357879577,0.9105601849413234,0.9028592375366568,0.0,0.0,0.02008174530809588,4.977878624477063e-09,99.99997521192233,1000,1000,1000,0.005245170484800347,30,0
MDS-SMACOF,30,0.3,0.3047619047619048,24,78,105,32,73,210,32,True,True,True,,missing_p30_rep24_seed78.csv,MDS_SMACOF_completed_p30_rep24_seed78.csv,14,True,1000,1e-07,classical_meanfill,"{""FULL_DIM"": true, ""MDS_DIM"": 3, ""MAX_ITER"": 1000, ""TOL"": 1e-07, ""INIT_METHOD"": ""classical_meanfill"", ""RANDOM_INIT_SCALE"": 0.01}",0.048553348999121226,0.025179422775722913,0.018221171388657684,0.788020488590769,0.7034457478005863,0.0,0.0,0.020887945838668806,5.077126263545041e-17,99.99999999999974,1000,1000,1000,1.3451720793257783e-06,30,0
MDS-SMACOF,30,0.3,0.3047619047619048,25,79,105,32,73,210,32,True,True,True,,missing_p30_rep25_seed79.csv,MDS_SMACOF_completed_p30_rep25_seed79.csv,14,True,1000,1e-07,classical_meanfill,"{""FULL_DIM"": true, ""MDS_DIM"": 3, ""MAX_ITER"": 1000, ""TOL"": 1e-07, ""INIT_METHOD"": ""classical_meanfill"", ""RANDOM_INIT_SCALE"": 0.01}",0.04969454299134668,0.023674412873690306,0.016561323621467297,0.9081339152175886,0.8658357771260996,0.0,0.0,0.012947917371585856,8.450987828734392e-09,99.99993473091011,1000,1000,1000,0.005106451777682622,30,0
MDS-SMACOF,30,0.3,0.3047619047619048,26,80,105,32,73,210,32,True,True,True,,missing_p30_rep26_seed80.csv,MDS_SMACOF_completed_p30_rep26_seed80.csv,14,True,1000,1e-07,classical_meanfill,"{""FULL_DIM"": true, ""MDS_DIM"": 3, ""MAX_ITER"": 1000, ""TOL"": 1e-07, ""INIT_METHOD"": ""classical_meanfill"", ""RANDOM_INIT_SCALE"": 0.01}",0.05125058500561863,0.02534617333387356,0.018788943683227633,0.8880567854278729,0.8709677419354838,0.0,0.0,0.018989257876198713,4.151281359770321e-12,99.9999999781388,1000,1000,1000,0.013125067902612322,30,0
MDS-SMACOF,30,0.3,0.3047619047619048,27,81,105,32,73,210,32,True,True,True,,missing_p30_rep27_seed81.csv,MDS_SMACOF_completed_p30_rep27_seed81.csv,14,True,1000,1e-07,classical_meanfill,"{""FULL_DIM"": true, ""MDS_DIM"": 3, ""MAX_ITER"": 1000, ""TOL"": 1e-07, ""INIT_METHOD"": ""classical_meanfill"", ""RANDOM_INIT_SCALE"": 0.01}",0.05141152499709278,0.01894841225379678,0.015240941730416725,0.8850923640715198,0.7804252199413488,0.0,0.0,0.01565750493264834,2.53400822646349e-11,99.99999983816016,1000,1000,1000,0.009471842273156537,30,0
MDS-SMACOF,30,0.3,0.3047619047619048,28,82,105,32,73,210,32,True,True,True,,missing_p30_rep28_seed82.csv,MDS_SMACOF_completed_p30_rep28_seed82.csv,14,True,1000,1e-07,classical_meanfill,"{""FULL_DIM"": true, ""MDS_DIM"": 3, ""MAX_ITER"": 1000, ""TOL"": 1e-07, ""INIT_METHOD"": ""classical_meanfill"", ""RANDOM_INIT_SCALE"": 0.01}",0.04895365999254864,0.021270484404424743,0.014940205691131917,0.8265021105666142,0.6726539589442815,0.0,0.0,0.016705055839881466,2.9634841423321155e-12,99.99999998225996,1000,1000,1000,0.009825431375820513,30,0
MDS-SMACOF,30,0.3,0.3047619047619048,29,83,105,32,73,210,32,True,True,True,,missing_p30_rep29_seed83.csv,MDS_SMACOF_completed_p30_rep29_seed83.csv,14,True,1000,1e-07,classical_meanfill,"{""FULL_DIM"": true, ""MDS_DIM"": 3, ""MAX_ITER"": 1000, ""TOL"": 1e-07, ""INIT_METHOD"": ""classical_meanfill"", ""RANDOM_INIT_SCALE"": 0.01}",0.0504427609994309,0.01876598994661432,0.01295933987812542,0.8664432965976424,0.8093841642228737,0.0,0.0,0.019276911721761394,1.8707518851592624e-13,99.99999999902954,1000,1000,1000,0.0026528815180419767,30,0
MDS-SMACOF,30,0.3,0.3047619047619048,30,84,105,32,73,210,32,True,True,True,,missing_p30_rep30_seed84.csv,MDS_SMACOF_completed_p30_rep30_seed84.csv,14,True,1000,1e-07,classical_meanfill,"{""FULL_DIM"": true, ""MDS_DIM"": 3, ""MAX_ITER"": 1000, ""TOL"": 1e-07, ""INIT_METHOD"": ""classical_meanfill"", ""RANDOM_INIT_SCALE"": 0.01}",0.046999329002574086,0.012485201291494103,0.009261426232873328,0.9648657709688386,0.7840909090909091,0.0,0.0,0.023294640318322797,7.330611269131343e-10,99.99999685309102,1000,1000,1000,0.0084139223091627,30,0
