method,pct_missing,replicate,mask_seed,file,path,missingness_actual,n_pairs_total,n_missing,n_observed,optimized_variables,imputed_variables,RMSE_miss,MAE_miss,Pearson_miss,Spearman_miss,runtime_seconds,success,success_numerical,success_valid_matrix,epochs_used,convergence_epoch,max_abs_error_observed,mean_abs_error_observed,masked_file,completed_file,error_message
MDS-SMACOF,65,3,57,MDS_SMACOF_completed_p65_rep03_seed57.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p65_rep03_seed57.csv,0.6476190476190476,105,68,37,210,68,0.038304834777112,0.0318473703208374,0.6567639615635814,0.5868610909646143,0.0084676540000145,True,True,True,183,183,0.0,0.0,missing_p65_rep03_seed57.csv,MDS_SMACOF_completed_p65_rep03_seed57.csv,
MDS-SMACOF,65,4,58,MDS_SMACOF_completed_p65_rep04_seed58.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p65_rep04_seed58.csv,0.6476190476190476,105,68,37,210,68,0.0391780083107824,0.03345547747892,0.806030191012526,0.7281749818681528,0.0075124590000541,True,True,True,170,170,0.0,0.0,missing_p65_rep04_seed58.csv,MDS_SMACOF_completed_p65_rep04_seed58.csv,
MDS-SMACOF,65,5,59,MDS_SMACOF_completed_p65_rep05_seed59.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p65_rep05_seed59.csv,0.6476190476190476,105,68,37,210,68,0.0399453570801447,0.0331265876974098,0.6516962998103526,0.6340420658854067,0.0098261840000759,True,True,True,175,175,0.0,0.0,missing_p65_rep05_seed59.csv,MDS_SMACOF_completed_p65_rep05_seed59.csv,
MDS-SMACOF,65,6,60,MDS_SMACOF_completed_p65_rep06_seed60.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p65_rep06_seed60.csv,0.6476190476190476,105,68,37,210,68,0.0499671181032581,0.0394909414900418,0.453038332244896,0.617131732641142,0.0097944899998765,True,True,True,181,181,0.0,0.0,missing_p65_rep06_seed60.csv,MDS_SMACOF_completed_p65_rep06_seed60.csv,
MDS-SMACOF,65,7,61,MDS_SMACOF_completed_p65_rep07_seed61.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p65_rep07_seed61.csv,0.6476190476190476,105,68,37,210,68,0.0599776511836714,0.0461120685897541,0.385869485958232,0.5599496125510554,0.0107099879999168,True,True,True,243,243,0.0,0.0,missing_p65_rep07_seed61.csv,MDS_SMACOF_completed_p65_rep07_seed61.csv,
MDS-SMACOF,65,8,62,MDS_SMACOF_completed_p65_rep08_seed62.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p65_rep08_seed62.csv,0.6476190476190476,105,68,37,210,68,0.0393689050319798,0.0326156625733703,0.7926721974152413,0.7258464709699582,0.0100169980000828,True,True,True,211,211,0.0,0.0,missing_p65_rep08_seed62.csv,MDS_SMACOF_completed_p65_rep08_seed62.csv,
MDS-SMACOF,65,9,63,MDS_SMACOF_completed_p65_rep09_seed63.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p65_rep09_seed63.csv,0.6476190476190476,105,68,37,210,68,0.0460044677142749,0.0381898893636039,0.7033124765493675,0.5672023514142841,0.0112327350000214,True,True,True,205,205,0.0,0.0,missing_p65_rep09_seed63.csv,MDS_SMACOF_completed_p65_rep09_seed63.csv,
MDS-SMACOF,65,10,64,MDS_SMACOF_completed_p65_rep10_seed64.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p65_rep10_seed64.csv,0.6476190476190476,105,68,37,210,68,0.0559563562827508,0.0452223868011887,0.4906851363567041,0.6110241630721075,0.0072543690000657,True,True,True,161,161,0.0,0.0,missing_p65_rep10_seed64.csv,MDS_SMACOF_completed_p65_rep10_seed64.csv,
MDS-SMACOF,65,11,65,MDS_SMACOF_completed_p65_rep11_seed65.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p65_rep11_seed65.csv,0.6476190476190476,105,68,37,210,68,0.048775724875869,0.0388656493962523,0.5718027129786247,0.71534908577318,0.0126965619999737,True,True,True,206,206,0.0,0.0,missing_p65_rep11_seed65.csv,MDS_SMACOF_completed_p65_rep11_seed65.csv,
MDS-SMACOF,65,12,66,MDS_SMACOF_completed_p65_rep12_seed66.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p65_rep12_seed66.csv,0.6476190476190476,105,68,37,210,68,0.0477987147414654,0.0376580519899562,0.5473250173696023,0.6695804863152268,0.0069756549999056,True,True,True,156,156,0.0,0.0,missing_p65_rep12_seed66.csv,MDS_SMACOF_completed_p65_rep12_seed66.csv,
MDS-SMACOF,65,13,67,MDS_SMACOF_completed_p65_rep13_seed67.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p65_rep13_seed67.csv,0.6476190476190476,105,68,37,210,68,0.0583824941007232,0.04555663624401,0.4871969147271122,0.7863114097034011,0.0066817060001085,True,True,True,153,153,0.0,0.0,missing_p65_rep13_seed67.csv,MDS_SMACOF_completed_p65_rep13_seed67.csv,
MDS-SMACOF,65,14,68,MDS_SMACOF_completed_p65_rep14_seed68.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p65_rep14_seed68.csv,0.6476190476190476,105,68,37,210,68,0.051671226740372,0.0397279509097696,0.5324614527934012,0.6670611138680002,0.0124514599999656,True,True,True,262,262,0.0,0.0,missing_p65_rep14_seed68.csv,MDS_SMACOF_completed_p65_rep14_seed68.csv,
MDS-SMACOF,65,15,69,MDS_SMACOF_completed_p65_rep15_seed69.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p65_rep15_seed69.csv,0.6476190476190476,105,68,37,210,68,0.0502484344476839,0.0400221625241783,0.3118650135129046,0.4138641829217085,0.0088854489999903,True,True,True,180,180,0.0,0.0,missing_p65_rep15_seed69.csv,MDS_SMACOF_completed_p65_rep15_seed69.csv,
MDS-SMACOF,65,16,70,MDS_SMACOF_completed_p65_rep16_seed70.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p65_rep16_seed70.csv,0.6476190476190476,105,68,37,210,68,0.0449185075536286,0.0362616578201732,0.5877332242580283,0.4445165476963011,0.0113850550001188,True,True,True,253,253,0.0,0.0,missing_p65_rep16_seed70.csv,MDS_SMACOF_completed_p65_rep16_seed70.csv,
MDS-SMACOF,65,17,71,MDS_SMACOF_completed_p65_rep17_seed71.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p65_rep17_seed71.csv,0.6476190476190476,105,68,37,210,68,0.0388499193459778,0.0317456846095875,0.7393432915189229,0.7141657441691797,0.0105210189999525,True,True,True,174,174,0.0,0.0,missing_p65_rep17_seed71.csv,MDS_SMACOF_completed_p65_rep17_seed71.csv,
MDS-SMACOF,65,18,72,MDS_SMACOF_completed_p65_rep18_seed72.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p65_rep18_seed72.csv,0.6476190476190476,105,68,37,210,68,0.0492009766597622,0.0387714421301216,0.4336842552433274,0.5801427644386761,0.010270064999986,True,True,True,217,217,0.0,0.0,missing_p65_rep18_seed72.csv,MDS_SMACOF_completed_p65_rep18_seed72.csv,
MDS-SMACOF,65,19,73,MDS_SMACOF_completed_p65_rep19_seed73.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p65_rep19_seed73.csv,0.6476190476190476,105,68,37,210,68,0.0542129856526024,0.0435466290456672,0.3034204379340223,0.2949956101843722,0.007617812999797,True,True,True,165,165,0.0,0.0,missing_p65_rep19_seed73.csv,MDS_SMACOF_completed_p65_rep19_seed73.csv,
MDS-SMACOF,65,20,74,MDS_SMACOF_completed_p65_rep20_seed74.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p65_rep20_seed74.csv,0.6476190476190476,105,68,37,210,68,0.0524240337941206,0.040959330642963,0.6551720377945034,0.7838683818757872,0.0091624289998435,True,True,True,196,196,0.0,0.0,missing_p65_rep20_seed74.csv,MDS_SMACOF_completed_p65_rep20_seed74.csv,
MDS-SMACOF,65,21,75,MDS_SMACOF_completed_p65_rep21_seed75.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p65_rep21_seed75.csv,0.6476190476190476,105,68,37,210,68,0.055018864686231,0.0422258926971984,0.5080971858056784,0.659197618047868,0.0062668650000432,True,True,True,140,140,0.0,0.0,missing_p65_rep21_seed75.csv,MDS_SMACOF_completed_p65_rep21_seed75.csv,
MDS-SMACOF,65,22,76,MDS_SMACOF_completed_p65_rep22_seed76.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p65_rep22_seed76.csv,0.6476190476190476,105,68,37,210,68,0.0439426723118663,0.0354458793053718,0.5447995855478732,0.7301217696682826,0.0154651630000444,True,True,True,287,287,0.0,0.0,missing_p65_rep22_seed76.csv,MDS_SMACOF_completed_p65_rep22_seed76.csv,
MDS-SMACOF,65,23,77,MDS_SMACOF_completed_p65_rep23_seed77.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p65_rep23_seed77.csv,0.6476190476190476,105,68,37,210,68,0.0409401205247127,0.0350350727456255,0.8033549923667292,0.6945070046188494,0.015514019999955,True,True,True,228,228,0.0,0.0,missing_p65_rep23_seed77.csv,MDS_SMACOF_completed_p65_rep23_seed77.csv,
MDS-SMACOF,65,24,78,MDS_SMACOF_completed_p65_rep24_seed78.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p65_rep24_seed78.csv,0.6476190476190476,105,68,37,210,68,0.0582775657257388,0.0444476372452847,0.2242649363146228,0.3145398328052829,0.0111696500000562,True,True,True,154,154,0.0,0.0,missing_p65_rep24_seed78.csv,MDS_SMACOF_completed_p65_rep24_seed78.csv,
MDS-SMACOF,65,25,79,MDS_SMACOF_completed_p65_rep25_seed79.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p65_rep25_seed79.csv,0.6476190476190476,105,68,37,210,68,0.0477096382131896,0.0374884873242469,0.4833050585899651,0.6693514524563882,0.0087964310000643,True,True,True,201,201,0.0,0.0,missing_p65_rep25_seed79.csv,MDS_SMACOF_completed_p65_rep25_seed79.csv,
MDS-SMACOF,65,26,80,MDS_SMACOF_completed_p65_rep26_seed80.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p65_rep26_seed80.csv,0.6476190476190476,105,68,37,210,68,0.0376895429246809,0.029793148876955,0.8467813430978992,0.7502767492460968,0.0121953679999933,True,True,True,268,268,0.0,0.0,missing_p65_rep26_seed80.csv,MDS_SMACOF_completed_p65_rep26_seed80.csv,
MDS-SMACOF,65,27,81,MDS_SMACOF_completed_p65_rep27_seed81.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p65_rep27_seed81.csv,0.6476190476190476,105,68,37,210,68,0.0450241997435415,0.0373760837799088,0.7325328705237504,0.5857540939802267,0.0080225450001307,True,True,True,177,177,0.0,0.0,missing_p65_rep27_seed81.csv,MDS_SMACOF_completed_p65_rep27_seed81.csv,
MDS-SMACOF,65,28,82,MDS_SMACOF_completed_p65_rep28_seed82.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p65_rep28_seed82.csv,0.6476190476190476,105,68,37,210,68,0.0570369306090868,0.0444332796629789,0.2662053265636205,0.586517540176356,0.0064931300000807,True,True,True,138,138,0.0,0.0,missing_p65_rep28_seed82.csv,MDS_SMACOF_completed_p65_rep28_seed82.csv,
MDS-SMACOF,65,29,83,MDS_SMACOF_completed_p65_rep29_seed83.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p65_rep29_seed83.csv,0.6476190476190476,105,68,37,210,68,0.0479628797469838,0.0401347519324043,0.788124789201764,0.8415849143031644,0.0122999800000798,True,True,True,140,140,0.0,0.0,missing_p65_rep29_seed83.csv,MDS_SMACOF_completed_p65_rep29_seed83.csv,
MDS-SMACOF,65,30,84,MDS_SMACOF_completed_p65_rep30_seed84.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p65_rep30_seed84.csv,0.6476190476190476,105,68,37,210,68,0.0447143915276599,0.0368229268617166,0.5850774938046197,0.5187235179600717,0.0124245199999677,True,True,True,267,267,0.0,0.0,missing_p65_rep30_seed84.csv,MDS_SMACOF_completed_p65_rep30_seed84.csv,
MDS-SMACOF,85,1,55,MDS_SMACOF_completed_p85_rep01_seed55.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p85_rep01_seed55.csv,0.8476190476190476,105,89,16,210,89,0.0558513536199378,0.0451937773283022,-0.0939186143547003,-0.2132297850555813,0.0003502039999148,True,True,True,1,1,0.0,0.0,missing_p85_rep01_seed55.csv,MDS_SMACOF_completed_p85_rep01_seed55.csv,
MDS-SMACOF,85,2,56,MDS_SMACOF_completed_p85_rep02_seed56.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p85_rep02_seed56.csv,0.8476190476190476,105,89,16,210,89,0.0546883225769466,0.0447626482011712,0.3496924561737884,0.3003552464259958,0.0003157959999953,True,True,True,1,1,0.0,0.0,missing_p85_rep02_seed56.csv,MDS_SMACOF_completed_p85_rep02_seed56.csv,
MDS-SMACOF,85,3,57,MDS_SMACOF_completed_p85_rep03_seed57.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p85_rep03_seed57.csv,0.8476190476190476,105,89,16,210,89,0.0524583433527052,0.0432995333878034,0.0922081831731505,0.0970207694926796,0.0045531020000453,True,True,True,47,47,0.0,0.0,missing_p85_rep03_seed57.csv,MDS_SMACOF_completed_p85_rep03_seed57.csv,
MDS-SMACOF,85,4,58,MDS_SMACOF_completed_p85_rep04_seed58.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p85_rep04_seed58.csv,0.8476190476190476,105,89,16,210,89,0.0567620168208329,0.0484640083497004,0.2693137007040188,0.2356813651043756,0.0003522309998515,True,True,True,1,1,0.0,0.0,missing_p85_rep04_seed58.csv,MDS_SMACOF_completed_p85_rep04_seed58.csv,
MDS-SMACOF,85,5,59,MDS_SMACOF_completed_p85_rep05_seed59.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p85_rep05_seed59.csv,0.8476190476190476,105,89,16,210,89,0.0598006865826691,0.0454592390512887,0.0571141707936119,-0.0107257493142527,0.0003160770002068,True,True,True,1,1,0.0,0.0,missing_p85_rep05_seed59.csv,MDS_SMACOF_completed_p85_rep05_seed59.csv,
MDS-SMACOF,85,6,60,MDS_SMACOF_completed_p85_rep06_seed60.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p85_rep06_seed60.csv,0.8476190476190476,105,89,16,210,89,0.0645783524126701,0.0510773574772227,0.1901578672036785,0.2603102179874508,0.0003194479998001,True,True,True,1,1,0.0,0.0,missing_p85_rep06_seed60.csv,MDS_SMACOF_completed_p85_rep06_seed60.csv,
MDS-SMACOF,85,7,61,MDS_SMACOF_completed_p85_rep07_seed61.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p85_rep07_seed61.csv,0.8476190476190476,105,89,16,210,89,0.0548918138035325,0.0444323383218001,-0.1115952478699184,-0.0420858228545468,0.0003906939998614,True,True,True,1,1,0.0,0.0,missing_p85_rep07_seed61.csv,MDS_SMACOF_completed_p85_rep07_seed61.csv,
MDS-SMACOF,85,8,62,MDS_SMACOF_completed_p85_rep08_seed62.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p85_rep08_seed62.csv,0.8476190476190476,105,89,16,210,89,0.0564271382113656,0.0474934251324737,0.1091047104596859,0.2143173306094654,0.0016812210001262,True,True,True,30,30,0.0,0.0,missing_p85_rep08_seed62.csv,MDS_SMACOF_completed_p85_rep08_seed62.csv,
MDS-SMACOF,85,9,63,MDS_SMACOF_completed_p85_rep09_seed63.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p85_rep09_seed63.csv,0.8476190476190476,105,89,16,210,89,0.0719931321696035,0.0579059872222078,0.0523610684959001,0.2901261104572116,0.0023531520000688,True,True,True,49,49,0.0,0.0,missing_p85_rep09_seed63.csv,MDS_SMACOF_completed_p85_rep09_seed63.csv,
MDS-SMACOF,85,10,64,MDS_SMACOF_completed_p85_rep10_seed64.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p85_rep10_seed64.csv,0.8476190476190476,105,89,16,210,89,0.0546387523410958,0.0434331579859705,0.1911562484375088,0.2858412110904736,0.0003238189999592,True,True,True,1,1,0.0,0.0,missing_p85_rep10_seed64.csv,MDS_SMACOF_completed_p85_rep10_seed64.csv,
MDS-SMACOF,85,11,65,MDS_SMACOF_completed_p85_rep11_seed65.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p85_rep11_seed65.csv,0.8476190476190476,105,89,16,210,89,0.0491929210454846,0.0395452487093297,0.4127999900297631,0.3930541368743616,0.0028950399998848,True,True,True,41,41,0.0,0.0,missing_p85_rep11_seed65.csv,MDS_SMACOF_completed_p85_rep11_seed65.csv,
MDS-SMACOF,85,12,66,MDS_SMACOF_completed_p85_rep12_seed66.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p85_rep12_seed66.csv,0.8476190476190476,105,89,16,210,89,0.0562420972082895,0.0437002419300921,-0.3765145208695766,-0.4528303942986163,0.0003723120000813,True,True,True,1,1,0.0,0.0,missing_p85_rep12_seed66.csv,MDS_SMACOF_completed_p85_rep12_seed66.csv,
MDS-SMACOF,85,13,67,MDS_SMACOF_completed_p85_rep13_seed67.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p85_rep13_seed67.csv,0.8476190476190476,105,89,16,210,89,0.0553875452364836,0.0430681951366832,-0.0871695958484938,-0.0162920825372009,0.0003627459998369,True,True,True,1,1,0.0,0.0,missing_p85_rep13_seed67.csv,MDS_SMACOF_completed_p85_rep13_seed67.csv,
MDS-SMACOF,85,14,68,MDS_SMACOF_completed_p85_rep14_seed68.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p85_rep14_seed68.csv,0.8476190476190476,105,89,16,210,89,0.0550349665220186,0.0448391924111635,-0.1451809416440898,-0.0723353698221007,0.0003188350001437,True,True,True,1,1,0.0,0.0,missing_p85_rep14_seed68.csv,MDS_SMACOF_completed_p85_rep14_seed68.csv,
MDS-SMACOF,85,15,69,MDS_SMACOF_completed_p85_rep15_seed69.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p85_rep15_seed69.csv,0.8476190476190476,105,89,16,210,89,0.0561038529086066,0.0445968747232496,-0.0427552713221512,-0.0500426456494855,0.0007983460000104,True,True,True,1,1,0.0,0.0,missing_p85_rep15_seed69.csv,MDS_SMACOF_completed_p85_rep15_seed69.csv,
MDS-SMACOF,85,16,70,MDS_SMACOF_completed_p85_rep16_seed70.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p85_rep16_seed70.csv,0.8476190476190476,105,89,16,210,89,0.0544575770371813,0.0448969737939721,0.1694162767911982,0.4097548518896834,0.0025810699999055,True,True,True,50,50,0.0,0.0,missing_p85_rep16_seed70.csv,MDS_SMACOF_completed_p85_rep16_seed70.csv,
MDS-SMACOF,85,17,71,MDS_SMACOF_completed_p85_rep17_seed71.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p85_rep17_seed71.csv,0.8476190476190476,105,89,16,210,89,0.078822598643429,0.0635106069271394,-0.1526970178593476,0.1775821856264427,0.0020020970000587,True,True,True,39,39,0.0,0.0,missing_p85_rep17_seed71.csv,MDS_SMACOF_completed_p85_rep17_seed71.csv,
MDS-SMACOF,85,18,72,MDS_SMACOF_completed_p85_rep18_seed72.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p85_rep18_seed72.csv,0.8476190476190476,105,89,16,210,89,0.0557136710268634,0.0434355304413242,0.1110400422761856,0.0648671218099734,0.0003637379998053,True,True,True,1,1,0.0,0.0,missing_p85_rep18_seed72.csv,MDS_SMACOF_completed_p85_rep18_seed72.csv,
MDS-SMACOF,85,19,73,MDS_SMACOF_completed_p85_rep19_seed73.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p85_rep19_seed73.csv,0.8476190476190476,105,89,16,210,89,0.0551415293912897,0.0453455756147441,-0.0020517352673168,0.0442845583823953,0.0003202069999588,True,True,True,1,1,0.0,0.0,missing_p85_rep19_seed73.csv,MDS_SMACOF_completed_p85_rep19_seed73.csv,
MDS-SMACOF,85,20,74,MDS_SMACOF_completed_p85_rep20_seed74.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p85_rep20_seed74.csv,0.8476190476190476,105,89,16,210,89,0.0940697304079461,0.0733872604193243,-0.2913674216715291,-0.1658537005489075,0.0026416579999022,True,True,True,50,50,0.0,0.0,missing_p85_rep20_seed74.csv,MDS_SMACOF_completed_p85_rep20_seed74.csv,
MDS-SMACOF,85,21,75,MDS_SMACOF_completed_p85_rep21_seed75.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p85_rep21_seed75.csv,0.8476190476190476,105,89,16,210,89,0.0551888306854124,0.0442812167637164,-0.0432550542641875,-0.1267523630216408,0.0003307940000922,True,True,True,1,1,0.0,0.0,missing_p85_rep21_seed75.csv,MDS_SMACOF_completed_p85_rep21_seed75.csv,
MDS-SMACOF,85,22,76,MDS_SMACOF_completed_p85_rep22_seed76.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p85_rep22_seed76.csv,0.8476190476190476,105,89,16,210,89,0.0532724756370871,0.0462620687870829,0.4565921575001249,0.5639087504256044,0.0029769000000214,True,True,True,46,46,0.0,0.0,missing_p85_rep22_seed76.csv,MDS_SMACOF_completed_p85_rep22_seed76.csv,
MDS-SMACOF,85,23,77,MDS_SMACOF_completed_p85_rep23_seed77.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p85_rep23_seed77.csv,0.8476190476190476,105,89,16,210,89,0.0702366175432198,0.0565415395266908,-0.3305180342768689,-0.3409635374796494,0.0005265009999675,True,True,True,1,1,0.0,0.0,missing_p85_rep23_seed77.csv,MDS_SMACOF_completed_p85_rep23_seed77.csv,
MDS-SMACOF,85,24,78,MDS_SMACOF_completed_p85_rep24_seed78.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p85_rep24_seed78.csv,0.8476190476190476,105,89,16,210,89,0.0541775713052564,0.0446083234338905,0.3331596728435442,0.433197139938713,0.0011731170000075,True,True,True,17,17,0.0,0.0,missing_p85_rep24_seed78.csv,MDS_SMACOF_completed_p85_rep24_seed78.csv,
MDS-SMACOF,85,25,79,MDS_SMACOF_completed_p85_rep25_seed79.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p85_rep25_seed79.csv,0.8476190476190476,105,89,16,210,89,0.0562294735577224,0.0421020831478381,0.1506209493032499,0.263279181810061,0.00037002199997,True,True,True,1,1,0.0,0.0,missing_p85_rep25_seed79.csv,MDS_SMACOF_completed_p85_rep25_seed79.csv,
MDS-SMACOF,85,26,80,MDS_SMACOF_completed_p85_rep26_seed80.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p85_rep26_seed80.csv,0.8476190476190476,105,89,16,210,89,0.0843813866431984,0.0647200169255944,-0.0477016007421321,-0.0648401555385688,0.0023367139999663,True,True,True,47,47,0.0,0.0,missing_p85_rep26_seed80.csv,MDS_SMACOF_completed_p85_rep26_seed80.csv,
MDS-SMACOF,85,27,81,MDS_SMACOF_completed_p85_rep27_seed81.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p85_rep27_seed81.csv,0.8476190476190476,105,89,16,210,89,0.0540558253952714,0.0432033291355573,-0.0809951328669012,-0.0043907602556725,0.0004932849999477,True,True,True,1,1,0.0,0.0,missing_p85_rep27_seed81.csv,MDS_SMACOF_completed_p85_rep27_seed81.csv,
MDS-SMACOF,85,28,82,MDS_SMACOF_completed_p85_rep28_seed82.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p85_rep28_seed82.csv,0.8476190476190476,105,89,16,210,89,0.0535706268473209,0.0434667266210272,0.1231616289268059,0.234510434666224,0.0003405709999242,True,True,True,1,1,0.0,0.0,missing_p85_rep28_seed82.csv,MDS_SMACOF_completed_p85_rep28_seed82.csv,
MDS-SMACOF,85,29,83,MDS_SMACOF_completed_p85_rep29_seed83.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p85_rep29_seed83.csv,0.8476190476190476,105,89,16,210,89,0.0719658427612164,0.0591381365161864,-0.2303430191177082,-0.0312393598910452,0.0028533249999327,True,True,True,61,61,0.0,0.0,missing_p85_rep29_seed83.csv,MDS_SMACOF_completed_p85_rep29_seed83.csv,
MDS-SMACOF,85,30,84,MDS_SMACOF_completed_p85_rep30_seed84.csv,mds_smacof_outputs/completed_matrices/MDS_SMACOF_completed_p85_rep30_seed84.csv,0.8476190476190476,105,89,16,210,89,0.064282127456725,0.0454650234643874,0.4645145345160986,0.5033598679429935,0.0003368850000242,True,True,True,1,1,0.0,0.0,missing_p85_rep30_seed84.csv,MDS_SMACOF_completed_p85_rep30_seed84.csv,
