method,pct_missing,frac_missing_requested,missingness_actual,replicate,mask_seed,n_pairs_total,n_missing,n_observed,optimized_variables,imputed_variables,success,success_numerical,success_valid_matrix,error_message,masked_file,completed_file,n_neighbors_requested,n_neighbors_effective,knn_weights,knn_metric,epochs_used,convergence_epoch,optimizer_config_json,runtime_seconds,RMSE_miss,MAE_miss,Pearson_miss,Spearman_miss,max_abs_error_observed,mean_abs_error_observed,n_success,n_failed
KNN-impute,50,0.5,0.49523809523809526,20,74,105,52,53,0,52,True,True,True,,missing_p50_rep20_seed74.csv,KNNimpute_completed_p50_rep20_seed74.csv,5,5,distance,nan_euclidean,0,0,"{""n_neighbors"": 5, ""weights"": ""distance"", ""metric"": ""nan_euclidean""}",0.002226048003649339,0.04055293266970168,0.03251079696592418,0.7677198472364178,0.5321437718774013,0.0,0.0,30,0
KNN-impute,50,0.5,0.49523809523809526,21,75,105,52,53,0,52,True,True,True,,missing_p50_rep21_seed75.csv,KNNimpute_completed_p50_rep21_seed75.csv,5,5,distance,nan_euclidean,0,0,"{""n_neighbors"": 5, ""weights"": ""distance"", ""metric"": ""nan_euclidean""}",0.0022155230108182877,0.03865844316777922,0.03192684922685617,0.7563068528551344,0.5217279945359856,0.0,0.0,30,0
KNN-impute,50,0.5,0.49523809523809526,22,76,105,52,53,0,52,True,True,True,,missing_p50_rep22_seed76.csv,KNNimpute_completed_p50_rep22_seed76.csv,5,5,distance,nan_euclidean,0,0,"{""n_neighbors"": 5, ""weights"": ""distance"", ""metric"": ""nan_euclidean""}",0.0038694649992976338,0.03737646705788262,0.03255020247818345,0.8194472629237424,0.8176385213011184,0.0,0.0,30,0
KNN-impute,50,0.5,0.49523809523809526,23,77,105,52,53,0,52,True,True,True,,missing_p50_rep23_seed77.csv,KNNimpute_completed_p50_rep23_seed77.csv,5,5,distance,nan_euclidean,0,0,"{""n_neighbors"": 5, ""weights"": ""distance"", ""metric"": ""nan_euclidean""}",0.0022134949977044016,0.03261359168593882,0.025595996256999005,0.8385724141348627,0.755826859045505,0.0,0.0,30,0
KNN-impute,50,0.5,0.49523809523809526,24,78,105,52,53,0,52,True,True,True,,missing_p50_rep24_seed78.csv,KNNimpute_completed_p50_rep24_seed78.csv,5,5,distance,nan_euclidean,0,0,"{""n_neighbors"": 5, ""weights"": ""distance"", ""metric"": ""nan_euclidean""}",0.0023852100130170584,0.027454156750935217,0.020304015907161847,0.9019922851644164,0.9088192606505592,0.0,0.0,30,0
KNN-impute,50,0.5,0.49523809523809526,25,79,105,52,53,0,52,True,True,True,,missing_p50_rep25_seed79.csv,KNNimpute_completed_p50_rep25_seed79.csv,5,5,distance,nan_euclidean,0,0,"{""n_neighbors"": 5, ""weights"": ""distance"", ""metric"": ""nan_euclidean""}",0.0028072529967175797,0.037749305427081374,0.028559280641439123,0.7473864146857161,0.7830615555365833,0.0,0.0,30,0
KNN-impute,50,0.5,0.49523809523809526,26,80,105,52,53,0,52,True,True,True,,missing_p50_rep26_seed80.csv,KNNimpute_completed_p50_rep26_seed80.csv,5,5,distance,nan_euclidean,0,0,"{""n_neighbors"": 5, ""weights"": ""distance"", ""metric"": ""nan_euclidean""}",0.002565369999501854,0.03381703567212751,0.026474711659503432,0.807041876330868,0.737215060189533,0.0,0.0,30,0
KNN-impute,50,0.5,0.49523809523809526,27,81,105,52,53,0,52,True,True,True,,missing_p50_rep27_seed81.csv,KNNimpute_completed_p50_rep27_seed81.csv,5,5,distance,nan_euclidean,0,0,"{""n_neighbors"": 5, ""weights"": ""distance"", ""metric"": ""nan_euclidean""}",0.004592015000525862,0.04287667944266361,0.03659739654879611,0.757771943620044,0.5467429352002049,0.0,0.0,30,0
KNN-impute,50,0.5,0.49523809523809526,28,82,105,52,53,0,52,True,True,True,,missing_p50_rep28_seed82.csv,KNNimpute_completed_p50_rep28_seed82.csv,5,5,distance,nan_euclidean,0,0,"{""n_neighbors"": 5, ""weights"": ""distance"", ""metric"": ""nan_euclidean""}",0.004253587001585402,0.03332138834901113,0.02433412561410764,0.8101464841134121,0.7787927943310852,0.0,0.0,30,0
KNN-impute,50,0.5,0.49523809523809526,29,83,105,52,53,0,52,True,True,True,,missing_p50_rep29_seed83.csv,KNNimpute_completed_p50_rep29_seed83.csv,5,5,distance,nan_euclidean,0,0,"{""n_neighbors"": 5, ""weights"": ""distance"", ""metric"": ""nan_euclidean""}",0.002716587987379171,0.03535000101924404,0.028772993131015494,0.8393898073661261,0.7004183385981388,0.0,0.0,30,0
KNN-impute,50,0.5,0.49523809523809526,30,84,105,52,53,0,52,True,True,True,,missing_p50_rep30_seed84.csv,KNNimpute_completed_p50_rep30_seed84.csv,5,5,distance,nan_euclidean,0,0,"{""n_neighbors"": 5, ""weights"": ""distance"", ""metric"": ""nan_euclidean""}",0.0023419739882228896,0.03513745360201188,0.02835756402369188,0.8549753751533765,0.7083582344403654,0.0,0.0,30,0
KNN-impute,65,0.65,0.6476190476190476,1,55,105,68,37,0,68,True,True,True,,missing_p65_rep01_seed55.csv,KNNimpute_completed_p65_rep01_seed55.csv,5,5,distance,nan_euclidean,0,0,"{""n_neighbors"": 5, ""weights"": ""distance"", ""metric"": ""nan_euclidean""}",0.002244709001388401,0.044044062681351775,0.03768194033071163,0.6457096536252152,0.4737565370080543,0.0,0.0,30,0
KNN-impute,65,0.65,0.6476190476190476,2,56,105,68,37,0,68,True,True,True,,missing_p65_rep02_seed56.csv,KNNimpute_completed_p65_rep02_seed56.csv,5,5,distance,nan_euclidean,0,0,"{""n_neighbors"": 5, ""weights"": ""distance"", ""metric"": ""nan_euclidean""}",0.002622555010020733,0.04555523183899923,0.03667045296037883,0.61873724845084,0.6596938580753521,0.0,0.0,30,0
KNN-impute,65,0.65,0.6476190476190476,3,57,105,68,37,0,68,True,True,True,,missing_p65_rep03_seed57.csv,KNNimpute_completed_p65_rep03_seed57.csv,5,5,distance,nan_euclidean,0,0,"{""n_neighbors"": 5, ""weights"": ""distance"", ""metric"": ""nan_euclidean""}",0.0024568989902036265,0.047194780361895575,0.03422784151575934,0.6271844064918526,0.5202122380425239,0.0,0.0,30,0
