method,pct_missing,frac_missing_requested,missingness_actual,replicate,mask_seed,n_pairs_total,n_missing,n_observed,optimized_variables,success,success_numerical,success_valid_matrix,objective_improved,error_message,masked_file,completed_file,run_log_file,epoch_log_file,runtime_seconds,Delta_total_completed,Delta_normalized_completed,Delta_per_triangle_completed,Delta_relative_to_original,Delta_original,Delta_normalized_original,RMSE_miss,MAE_miss,Pearson_miss,Spearman_miss,max_abs_error_observed,mean_abs_error_observed,Delta_init,Delta_final,Delta_reduction_percent,best_epoch,epochs_used,convergence_epoch,final_learning_rate,init_strategy,n_restarts,best_restart,best_restart_initial_Delta,best_restart_final_Delta,upper_bound,initial_global_mean,initial_global_median,observed_min_distance,observed_max_distance,optimizer_config_json,sensitivity_variant,variant_description,lr_init,lr_milestones,clip_grad_norm,h_central_diff
Hyb-Adam-UM,50,0.5,0.49523809523809526,1,55,105,52,53,52,True,True,True,True,,missing_p50_rep01_seed55.csv,,hyb_adam_um_outputs/logs/Sensitivity_two_restarts_p50_rep01_seed55.log,hyb_adam_um_outputs/logs/epoch_logs/Sensitivity_two_restarts_p50_rep01_seed55_epochs.csv,74.73245159600629,28.864201167340056,0.012494266737686943,0.06343780476338474,0.49320317074787634,58.523957020737264,0.022445654481427994,0.018707863955027,0.006108355839428623,0.880061670676435,0.7805002988132843,0.0,0.0,411.0335866716981,28.864201167340056,92.97765386982974,4500,5000,4500,0.0025,two_way_mean,2,1,411.0335866716981,28.864201167340056,0.23388963332927265,0.11899061308824704,0.1231648135634867,0.0346280688897031,0.1559264222195151,"{""epochs"": 5000, ""print_every"": 500, ""lr_init"": 0.02, ""lr_milestones"": [700, 2000, 4000], ""lr_factor"": 0.5, ""lr_min"": 0.0001, ""sched_patience_blocks"": 7, ""weight_decay"": 0.0, ""clip_grad_norm"": 5.0, ""h_central_diff"": 1e-05, ""beta1"": 0.9, ""beta2"": 0.999, ""adam_eps"": 1e-08, ""seed_hyb"": 42, ""init_strategy"": ""two_way_mean"", ""n_restarts"": 2, ""restart_jitter_scale"": 0.03, ""max_distance_factor"": 1.5, ""normalize_objective_by_triplets"": true, ""convergence_rel_tol"": 1e-07, ""convergence_patience_checks"": 5, ""early_stop"": false}",two_restarts,"two-way initialization, two restarts",0.02,"(700, 2000, 4000)",5.0,1e-05
Hyb-Adam-UM,50,0.5,0.49523809523809526,2,56,105,52,53,52,True,True,True,True,,missing_p50_rep02_seed56.csv,,hyb_adam_um_outputs/logs/Sensitivity_two_restarts_p50_rep02_seed56.log,hyb_adam_um_outputs/logs/epoch_logs/Sensitivity_two_restarts_p50_rep02_seed56_epochs.csv,75.00325220800005,28.42712725962114,0.012177133862448893,0.06247720276839811,0.4857348803251347,58.523957020737264,0.022445654481427994,0.018566545222333173,0.006705377999478,0.8864645354363534,0.7548023563561853,0.0,0.0,319.2219084645149,28.42712725962114,91.09486958575052,4500,5000,4500,0.0025,two_way_mean,2,0,319.2219084645149,28.42712725962114,0.23388963332927265,0.12265998289748507,0.1244840980820587,0.0161723422433784,0.1559264222195151,"{""epochs"": 5000, ""print_every"": 500, ""lr_init"": 0.02, ""lr_milestones"": [700, 2000, 4000], ""lr_factor"": 0.5, ""lr_min"": 0.0001, ""sched_patience_blocks"": 7, ""weight_decay"": 0.0, ""clip_grad_norm"": 5.0, ""h_central_diff"": 1e-05, ""beta1"": 0.9, ""beta2"": 0.999, ""adam_eps"": 1e-08, ""seed_hyb"": 42, ""init_strategy"": ""two_way_mean"", ""n_restarts"": 2, ""restart_jitter_scale"": 0.03, ""max_distance_factor"": 1.5, ""normalize_objective_by_triplets"": true, ""convergence_rel_tol"": 1e-07, ""convergence_patience_checks"": 5, ""early_stop"": false}",two_restarts,"two-way initialization, two restarts",0.02,"(700, 2000, 4000)",5.0,1e-05
Hyb-Adam-UM,50,0.5,0.49523809523809526,3,57,105,52,53,52,True,True,True,True,,missing_p50_rep03_seed57.csv,,hyb_adam_um_outputs/logs/Sensitivity_two_restarts_p50_rep03_seed57.log,hyb_adam_um_outputs/logs/epoch_logs/Sensitivity_two_restarts_p50_rep03_seed57_epochs.csv,74.10698792900075,20.60544530656928,0.009181822669120938,0.04528669298147094,0.35208564757963967,58.523957020737264,0.022445654481427994,0.007223695625799576,0.003973417562209703,0.9956828717343711,0.9500554938956715,0.0,0.0,277.8403471016037,20.60544530656928,92.58371020569088,5000,5000,5000,0.0025,two_way_mean,2,1,277.8403471016037,20.60544530656928,0.23388963332927265,0.12047078444934654,0.1240295861605232,0.0382707733757883,0.1559264222195151,"{""epochs"": 5000, ""print_every"": 500, ""lr_init"": 0.02, ""lr_milestones"": [700, 2000, 4000], ""lr_factor"": 0.5, ""lr_min"": 0.0001, ""sched_patience_blocks"": 7, ""weight_decay"": 0.0, ""clip_grad_norm"": 5.0, ""h_central_diff"": 1e-05, ""beta1"": 0.9, ""beta2"": 0.999, ""adam_eps"": 1e-08, ""seed_hyb"": 42, ""init_strategy"": ""two_way_mean"", ""n_restarts"": 2, ""restart_jitter_scale"": 0.03, ""max_distance_factor"": 1.5, ""normalize_objective_by_triplets"": true, ""convergence_rel_tol"": 1e-07, ""convergence_patience_checks"": 5, ""early_stop"": false}",two_restarts,"two-way initialization, two restarts",0.02,"(700, 2000, 4000)",5.0,1e-05
Hyb-Adam-UM,50,0.5,0.49523809523809526,4,58,105,52,53,52,True,True,True,True,,missing_p50_rep04_seed58.csv,,hyb_adam_um_outputs/logs/Sensitivity_two_restarts_p50_rep04_seed58.log,hyb_adam_um_outputs/logs/epoch_logs/Sensitivity_two_restarts_p50_rep04_seed58_epochs.csv,73.78032275300939,23.63958876838706,0.010425902678458235,0.051955140150301234,0.4039301163455276,58.523957020737264,0.022445654481427994,0.018927313156497358,0.006818908313060561,0.868352776898664,0.7226158968667293,0.0,0.0,305.6745853243475,23.63958876838706,92.26641994351498,5000,5000,5000,0.0025,two_way_mean,2,0,305.6745853243475,23.63958876838706,0.23388963332927265,0.11861477645295795,0.1240295861605232,0.0346280688897031,0.1559264222195151,"{""epochs"": 5000, ""print_every"": 500, ""lr_init"": 0.02, ""lr_milestones"": [700, 2000, 4000], ""lr_factor"": 0.5, ""lr_min"": 0.0001, ""sched_patience_blocks"": 7, ""weight_decay"": 0.0, ""clip_grad_norm"": 5.0, ""h_central_diff"": 1e-05, ""beta1"": 0.9, ""beta2"": 0.999, ""adam_eps"": 1e-08, ""seed_hyb"": 42, ""init_strategy"": ""two_way_mean"", ""n_restarts"": 2, ""restart_jitter_scale"": 0.03, ""max_distance_factor"": 1.5, ""normalize_objective_by_triplets"": true, ""convergence_rel_tol"": 1e-07, ""convergence_patience_checks"": 5, ""early_stop"": false}",two_restarts,"two-way initialization, two restarts",0.02,"(700, 2000, 4000)",5.0,1e-05
Hyb-Adam-UM,50,0.5,0.49523809523809526,5,59,105,52,53,52,True,True,True,True,,missing_p50_rep05_seed59.csv,,hyb_adam_um_outputs/logs/Sensitivity_two_restarts_p50_rep05_seed59.log,hyb_adam_um_outputs/logs/epoch_logs/Sensitivity_two_restarts_p50_rep05_seed59_epochs.csv,73.51962912100134,26.48392680771837,0.011519021452126906,0.05820643254443598,0.4525313761394177,58.523957020737264,0.022445654481427994,0.0038172985669889894,0.002096406222127975,0.9949037097763248,0.897891231964484,0.0,0.0,383.9510479104004,26.48392680771837,93.10226474133788,4500,5000,4500,0.0025,two_way_mean,2,1,383.9510479104004,26.48392680771837,0.23388963332927265,0.1152604101989678,0.1231648135634867,0.0346280688897031,0.1559264222195151,"{""epochs"": 5000, ""print_every"": 500, ""lr_init"": 0.02, ""lr_milestones"": [700, 2000, 4000], ""lr_factor"": 0.5, ""lr_min"": 0.0001, ""sched_patience_blocks"": 7, ""weight_decay"": 0.0, ""clip_grad_norm"": 5.0, ""h_central_diff"": 1e-05, ""beta1"": 0.9, ""beta2"": 0.999, ""adam_eps"": 1e-08, ""seed_hyb"": 42, ""init_strategy"": ""two_way_mean"", ""n_restarts"": 2, ""restart_jitter_scale"": 0.03, ""max_distance_factor"": 1.5, ""normalize_objective_by_triplets"": true, ""convergence_rel_tol"": 1e-07, ""convergence_patience_checks"": 5, ""early_stop"": false}",two_restarts,"two-way initialization, two restarts",0.02,"(700, 2000, 4000)",5.0,1e-05
Hyb-Adam-UM,50,0.5,0.49523809523809526,1,55,105,52,53,52,True,True,True,True,,missing_p50_rep01_seed55.csv,,hyb_adam_um_outputs/logs/Sensitivity_lr_init_low_p50_rep01_seed55.log,hyb_adam_um_outputs/logs/epoch_logs/Sensitivity_lr_init_low_p50_rep01_seed55_epochs.csv,36.99187064400758,28.22670471685835,0.01220056579834968,0.06203671366342495,0.4823102564110037,58.523957020737264,0.022445654481427994,0.018721140795283316,0.006085802799081311,0.8800427743485533,0.7641936310082813,0.0,0.0,326.3766172306846,28.22670471685835,91.35149296038338,4500,5000,4500,0.00125,two_way_mean,1,0,326.3766172306846,28.22670471685835,0.23388963332927265,0.11899061308824704,0.1231648135634867,0.0346280688897031,0.1559264222195151,"{""epochs"": 5000, ""print_every"": 500, ""lr_init"": 0.01, ""lr_milestones"": [700, 2000, 4000], ""lr_factor"": 0.5, ""lr_min"": 0.0001, ""sched_patience_blocks"": 7, ""weight_decay"": 0.0, ""clip_grad_norm"": 5.0, ""h_central_diff"": 1e-05, ""beta1"": 0.9, ""beta2"": 0.999, ""adam_eps"": 1e-08, ""seed_hyb"": 42, ""init_strategy"": ""two_way_mean"", ""n_restarts"": 1, ""restart_jitter_scale"": 0.03, ""max_distance_factor"": 1.5, ""normalize_objective_by_triplets"": true, ""convergence_rel_tol"": 1e-07, ""convergence_patience_checks"": 5, ""early_stop"": false}",lr_init_low,lower initial learning rate: lr_init=0.01,0.01,"(700, 2000, 4000)",5.0,1e-05
Hyb-Adam-UM,50,0.5,0.49523809523809526,2,56,105,52,53,52,True,True,True,True,,missing_p50_rep02_seed56.csv,,hyb_adam_um_outputs/logs/Sensitivity_lr_init_low_p50_rep02_seed56.log,hyb_adam_um_outputs/logs/epoch_logs/Sensitivity_lr_init_low_p50_rep02_seed56_epochs.csv,36.77321847900748,25.933675912210795,0.011128065482109714,0.056997089916946804,0.4431292283093829,58.523957020737264,0.022445654481427994,0.01855972651834762,0.0066204646224444375,0.8867426360355085,0.7536071032186458,0.0,0.0,319.2219084645149,25.933675912210795,91.87597241149454,5000,5000,5000,0.00125,two_way_mean,1,0,319.2219084645149,25.933675912210795,0.23388963332927265,0.12265998289748507,0.1244840980820587,0.0161723422433784,0.1559264222195151,"{""epochs"": 5000, ""print_every"": 500, ""lr_init"": 0.01, ""lr_milestones"": [700, 2000, 4000], ""lr_factor"": 0.5, ""lr_min"": 0.0001, ""sched_patience_blocks"": 7, ""weight_decay"": 0.0, ""clip_grad_norm"": 5.0, ""h_central_diff"": 1e-05, ""beta1"": 0.9, ""beta2"": 0.999, ""adam_eps"": 1e-08, ""seed_hyb"": 42, ""init_strategy"": ""two_way_mean"", ""n_restarts"": 1, ""restart_jitter_scale"": 0.03, ""max_distance_factor"": 1.5, ""normalize_objective_by_triplets"": true, ""convergence_rel_tol"": 1e-07, ""convergence_patience_checks"": 5, ""early_stop"": false}",lr_init_low,lower initial learning rate: lr_init=0.01,0.01,"(700, 2000, 4000)",5.0,1e-05
Hyb-Adam-UM,50,0.5,0.49523809523809526,3,57,105,52,53,52,True,True,True,True,,missing_p50_rep03_seed57.csv,,hyb_adam_um_outputs/logs/Sensitivity_lr_init_low_p50_rep03_seed57.log,hyb_adam_um_outputs/logs/epoch_logs/Sensitivity_lr_init_low_p50_rep03_seed57_epochs.csv,36.93570727601764,19.865176418119525,0.008855817513436523,0.04365972839147148,0.33943665858206645,58.523957020737264,0.022445654481427994,0.007045567111821324,0.003919412899809522,0.9955118466137141,0.9531290019636302,0.0,0.0,312.9348820564668,19.865176418119525,93.65197759751979,5000,5000,5000,0.00125,two_way_mean,1,0,312.9348820564668,19.865176418119525,0.23388963332927265,0.12047078444934654,0.1240295861605232,0.0382707733757883,0.1559264222195151,"{""epochs"": 5000, ""print_every"": 500, ""lr_init"": 0.01, ""lr_milestones"": [700, 2000, 4000], ""lr_factor"": 0.5, ""lr_min"": 0.0001, ""sched_patience_blocks"": 7, ""weight_decay"": 0.0, ""clip_grad_norm"": 5.0, ""h_central_diff"": 1e-05, ""beta1"": 0.9, ""beta2"": 0.999, ""adam_eps"": 1e-08, ""seed_hyb"": 42, ""init_strategy"": ""two_way_mean"", ""n_restarts"": 1, ""restart_jitter_scale"": 0.03, ""max_distance_factor"": 1.5, ""normalize_objective_by_triplets"": true, ""convergence_rel_tol"": 1e-07, ""convergence_patience_checks"": 5, ""early_stop"": false}",lr_init_low,lower initial learning rate: lr_init=0.01,0.01,"(700, 2000, 4000)",5.0,1e-05
Hyb-Adam-UM,50,0.5,0.49523809523809526,4,58,105,52,53,52,True,True,True,True,,missing_p50_rep04_seed58.csv,,hyb_adam_um_outputs/logs/Sensitivity_lr_init_low_p50_rep04_seed58.log,hyb_adam_um_outputs/logs/epoch_logs/Sensitivity_lr_init_low_p50_rep04_seed58_epochs.csv,37.086967325012665,23.042199128187605,0.010140882181171252,0.050642195886126604,0.3937225078615733,58.523957020737264,0.022445654481427994,0.01898058004579655,0.006815310057621645,0.8675936017128253,0.7127123708699734,0.0,0.0,305.6745853243475,23.042199128187605,92.46185314891724,4500,5000,4500,0.00125,two_way_mean,1,0,305.6745853243475,23.042199128187605,0.23388963332927265,0.11861477645295795,0.1240295861605232,0.0346280688897031,0.1559264222195151,"{""epochs"": 5000, ""print_every"": 500, ""lr_init"": 0.01, ""lr_milestones"": [700, 2000, 4000], ""lr_factor"": 0.5, ""lr_min"": 0.0001, ""sched_patience_blocks"": 7, ""weight_decay"": 0.0, ""clip_grad_norm"": 5.0, ""h_central_diff"": 1e-05, ""beta1"": 0.9, ""beta2"": 0.999, ""adam_eps"": 1e-08, ""seed_hyb"": 42, ""init_strategy"": ""two_way_mean"", ""n_restarts"": 1, ""restart_jitter_scale"": 0.03, ""max_distance_factor"": 1.5, ""normalize_objective_by_triplets"": true, ""convergence_rel_tol"": 1e-07, ""convergence_patience_checks"": 5, ""early_stop"": false}",lr_init_low,lower initial learning rate: lr_init=0.01,0.01,"(700, 2000, 4000)",5.0,1e-05
Hyb-Adam-UM,50,0.5,0.49523809523809526,5,59,105,52,53,52,True,True,True,True,,missing_p50_rep05_seed59.csv,,hyb_adam_um_outputs/logs/Sensitivity_lr_init_low_p50_rep05_seed59.log,hyb_adam_um_outputs/logs/epoch_logs/Sensitivity_lr_init_low_p50_rep05_seed59_epochs.csv,36.91195619700011,40.77510024119438,0.014258608575831631,0.08961560492570193,0.6967249365374629,58.523957020737264,0.022445654481427994,0.02696398768942379,0.010401381938649028,0.7122557280369437,0.9068556304960301,0.0,0.0,427.6227084584374,40.77510024119438,90.46470184238181,4500,5000,4500,0.00125,two_way_mean,1,0,427.6227084584374,40.77510024119438,0.23388963332927265,0.1152604101989678,0.1231648135634867,0.0346280688897031,0.1559264222195151,"{""epochs"": 5000, ""print_every"": 500, ""lr_init"": 0.01, ""lr_milestones"": [700, 2000, 4000], ""lr_factor"": 0.5, ""lr_min"": 0.0001, ""sched_patience_blocks"": 7, ""weight_decay"": 0.0, ""clip_grad_norm"": 5.0, ""h_central_diff"": 1e-05, ""beta1"": 0.9, ""beta2"": 0.999, ""adam_eps"": 1e-08, ""seed_hyb"": 42, ""init_strategy"": ""two_way_mean"", ""n_restarts"": 1, ""restart_jitter_scale"": 0.03, ""max_distance_factor"": 1.5, ""normalize_objective_by_triplets"": true, ""convergence_rel_tol"": 1e-07, ""convergence_patience_checks"": 5, ""early_stop"": false}",lr_init_low,lower initial learning rate: lr_init=0.01,0.01,"(700, 2000, 4000)",5.0,1e-05
Hyb-Adam-UM,50,0.5,0.49523809523809526,1,55,105,52,53,52,True,True,True,True,,missing_p50_rep01_seed55.csv,,hyb_adam_um_outputs/logs/Sensitivity_lr_init_high_p50_rep01_seed55.log,hyb_adam_um_outputs/logs/epoch_logs/Sensitivity_lr_init_high_p50_rep01_seed55_epochs.csv,37.0416173080157,32.297155523772716,0.013999061541208608,0.07098275939290707,0.5518621290820886,58.523957020737264,0.022445654481427994,0.01847394396694442,0.0062789682875065405,0.883045956606568,0.7803295483650644,0.0,0.0,326.3766172306846,32.297155523772716,90.10432922621261,5000,5000,5000,0.005,two_way_mean,1,0,326.3766172306846,32.297155523772716,0.23388963332927265,0.11899061308824704,0.1231648135634867,0.0346280688897031,0.1559264222195151,"{""epochs"": 5000, ""print_every"": 500, ""lr_init"": 0.04, ""lr_milestones"": [700, 2000, 4000], ""lr_factor"": 0.5, ""lr_min"": 0.0001, ""sched_patience_blocks"": 7, ""weight_decay"": 0.0, ""clip_grad_norm"": 5.0, ""h_central_diff"": 1e-05, ""beta1"": 0.9, ""beta2"": 0.999, ""adam_eps"": 1e-08, ""seed_hyb"": 42, ""init_strategy"": ""two_way_mean"", ""n_restarts"": 1, ""restart_jitter_scale"": 0.03, ""max_distance_factor"": 1.5, ""normalize_objective_by_triplets"": true, ""convergence_rel_tol"": 1e-07, ""convergence_patience_checks"": 5, ""early_stop"": false}",lr_init_high,higher initial learning rate: lr_init=0.04,0.04,"(700, 2000, 4000)",5.0,1e-05
Hyb-Adam-UM,50,0.5,0.49523809523809526,2,56,105,52,53,52,True,True,True,True,,missing_p50_rep02_seed56.csv,,hyb_adam_um_outputs/logs/Sensitivity_lr_init_high_p50_rep02_seed56.log,hyb_adam_um_outputs/logs/epoch_logs/Sensitivity_lr_init_high_p50_rep02_seed56_epochs.csv,36.92288672097493,58.93241673571105,0.02052073889870667,0.12952179502354078,1.0069793591508014,58.523957020737264,0.022445654481427994,0.017795711787996056,0.006616020603947306,0.8954453606605032,0.8957568513617348,0.0,0.0,319.2219084645149,58.93241673571105,81.53873052786975,4500,5000,4500,0.005,two_way_mean,1,0,319.2219084645149,58.93241673571105,0.23388963332927265,0.12265998289748507,0.1244840980820587,0.0161723422433784,0.1559264222195151,"{""epochs"": 5000, ""print_every"": 500, ""lr_init"": 0.04, ""lr_milestones"": [700, 2000, 4000], ""lr_factor"": 0.5, ""lr_min"": 0.0001, ""sched_patience_blocks"": 7, ""weight_decay"": 0.0, ""clip_grad_norm"": 5.0, ""h_central_diff"": 1e-05, ""beta1"": 0.9, ""beta2"": 0.999, ""adam_eps"": 1e-08, ""seed_hyb"": 42, ""init_strategy"": ""two_way_mean"", ""n_restarts"": 1, ""restart_jitter_scale"": 0.03, ""max_distance_factor"": 1.5, ""normalize_objective_by_triplets"": true, ""convergence_rel_tol"": 1e-07, ""convergence_patience_checks"": 5, ""early_stop"": false}",lr_init_high,higher initial learning rate: lr_init=0.04,0.04,"(700, 2000, 4000)",5.0,1e-05
Hyb-Adam-UM,50,0.5,0.49523809523809526,3,57,105,52,53,52,True,True,True,True,,missing_p50_rep03_seed57.csv,,hyb_adam_um_outputs/logs/Sensitivity_lr_init_high_p50_rep03_seed57.log,hyb_adam_um_outputs/logs/epoch_logs/Sensitivity_lr_init_high_p50_rep03_seed57_epochs.csv,36.91990109399194,23.412814805277126,0.010467464910533108,0.051456735835773905,0.4000552251957446,58.523957020737264,0.022445654481427994,0.007432821448331751,0.004099830105575527,0.9951023774011959,0.9493724921027916,0.0,0.0,312.9348820564668,23.412814805277126,92.5183109497354,4500,5000,4500,0.005,two_way_mean,1,0,312.9348820564668,23.412814805277126,0.23388963332927265,0.12047078444934654,0.1240295861605232,0.0382707733757883,0.1559264222195151,"{""epochs"": 5000, ""print_every"": 500, ""lr_init"": 0.04, ""lr_milestones"": [700, 2000, 4000], ""lr_factor"": 0.5, ""lr_min"": 0.0001, ""sched_patience_blocks"": 7, ""weight_decay"": 0.0, ""clip_grad_norm"": 5.0, ""h_central_diff"": 1e-05, ""beta1"": 0.9, ""beta2"": 0.999, ""adam_eps"": 1e-08, ""seed_hyb"": 42, ""init_strategy"": ""two_way_mean"", ""n_restarts"": 1, ""restart_jitter_scale"": 0.03, ""max_distance_factor"": 1.5, ""normalize_objective_by_triplets"": true, ""convergence_rel_tol"": 1e-07, ""convergence_patience_checks"": 5, ""early_stop"": false}",lr_init_high,higher initial learning rate: lr_init=0.04,0.04,"(700, 2000, 4000)",5.0,1e-05
Hyb-Adam-UM,50,0.5,0.49523809523809526,4,58,105,52,53,52,True,True,True,True,,missing_p50_rep04_seed58.csv,,hyb_adam_um_outputs/logs/Sensitivity_lr_init_high_p50_rep04_seed58.log,hyb_adam_um_outputs/logs/epoch_logs/Sensitivity_lr_init_high_p50_rep04_seed58_epochs.csv,36.54356992300018,27.84275996750408,0.012198768958515781,0.06119287904945952,0.4757497849579503,58.523957020737264,0.022445654481427994,0.019206437127534025,0.007047089205287441,0.8648126452295026,0.7083582344403654,0.0,0.0,305.6745853243475,27.84275996750408,90.89137229450708,4500,5000,4500,0.005,two_way_mean,1,0,305.6745853243475,27.84275996750408,0.23388963332927265,0.11861477645295795,0.1240295861605232,0.0346280688897031,0.1559264222195151,"{""epochs"": 5000, ""print_every"": 500, ""lr_init"": 0.04, ""lr_milestones"": [700, 2000, 4000], ""lr_factor"": 0.5, ""lr_min"": 0.0001, ""sched_patience_blocks"": 7, ""weight_decay"": 0.0, ""clip_grad_norm"": 5.0, ""h_central_diff"": 1e-05, ""beta1"": 0.9, ""beta2"": 0.999, ""adam_eps"": 1e-08, ""seed_hyb"": 42, ""init_strategy"": ""two_way_mean"", ""n_restarts"": 1, ""restart_jitter_scale"": 0.03, ""max_distance_factor"": 1.5, ""normalize_objective_by_triplets"": true, ""convergence_rel_tol"": 1e-07, ""convergence_patience_checks"": 5, ""early_stop"": false}",lr_init_high,higher initial learning rate: lr_init=0.04,0.04,"(700, 2000, 4000)",5.0,1e-05
Hyb-Adam-UM,50,0.5,0.49523809523809526,5,59,105,52,53,52,True,True,True,True,,missing_p50_rep05_seed59.csv,,hyb_adam_um_outputs/logs/Sensitivity_lr_init_high_p50_rep05_seed59.log,hyb_adam_um_outputs/logs/epoch_logs/Sensitivity_lr_init_high_p50_rep05_seed59_epochs.csv,36.54382170701865,39.721058098295515,0.014573970892028417,0.08729902878746267,0.6787144977948233,58.523957020737264,0.022445654481427994,0.02510724981007562,0.009017019000670961,0.7373242084692178,0.9065141295995901,0.0,0.0,427.6227084584374,39.721058098295515,90.7111906564812,4500,5000,4500,0.005,two_way_mean,1,0,427.6227084584374,39.721058098295515,0.23388963332927265,0.1152604101989678,0.1231648135634867,0.0346280688897031,0.1559264222195151,"{""epochs"": 5000, ""print_every"": 500, ""lr_init"": 0.04, ""lr_milestones"": [700, 2000, 4000], ""lr_factor"": 0.5, ""lr_min"": 0.0001, ""sched_patience_blocks"": 7, ""weight_decay"": 0.0, ""clip_grad_norm"": 5.0, ""h_central_diff"": 1e-05, ""beta1"": 0.9, ""beta2"": 0.999, ""adam_eps"": 1e-08, ""seed_hyb"": 42, ""init_strategy"": ""two_way_mean"", ""n_restarts"": 1, ""restart_jitter_scale"": 0.03, ""max_distance_factor"": 1.5, ""normalize_objective_by_triplets"": true, ""convergence_rel_tol"": 1e-07, ""convergence_patience_checks"": 5, ""early_stop"": false}",lr_init_high,higher initial learning rate: lr_init=0.04,0.04,"(700, 2000, 4000)",5.0,1e-05
Hyb-Adam-UM,50,0.5,0.49523809523809526,1,55,105,52,53,52,True,True,True,True,,missing_p50_rep01_seed55.csv,,hyb_adam_um_outputs/logs/Sensitivity_schedule_fast_decay_p50_rep01_seed55.log,hyb_adam_um_outputs/logs/epoch_logs/Sensitivity_schedule_fast_decay_p50_rep01_seed55_epochs.csv,36.45816006002133,29.282667815560348,0.012679310952346947,0.06435751168255022,0.5003535185630799,58.523957020737264,0.022445654481427994,0.018753911373509558,0.006174117120179636,0.8793375348333053,0.7206522667122001,0.0,0.0,326.3766172306846,29.282667815560348,91.02795167618788,4000,5000,4000,0.0025,two_way_mean,1,0,326.3766172306846,29.282667815560348,0.23388963332927265,0.11899061308824704,0.1231648135634867,0.0346280688897031,0.1559264222195151,"{""epochs"": 5000, ""print_every"": 500, ""lr_init"": 0.02, ""lr_milestones"": [300, 1000, 2500], ""lr_factor"": 0.5, ""lr_min"": 0.0001, ""sched_patience_blocks"": 7, ""weight_decay"": 0.0, ""clip_grad_norm"": 5.0, ""h_central_diff"": 1e-05, ""beta1"": 0.9, ""beta2"": 0.999, ""adam_eps"": 1e-08, ""seed_hyb"": 42, ""init_strategy"": ""two_way_mean"", ""n_restarts"": 1, ""restart_jitter_scale"": 0.03, ""max_distance_factor"": 1.5, ""normalize_objective_by_triplets"": true, ""convergence_rel_tol"": 1e-07, ""convergence_patience_checks"": 5, ""early_stop"": false}",schedule_fast_decay,"earlier LR milestones: 300, 1000, 2500",0.02,"(300, 1000, 2500)",5.0,1e-05
Hyb-Adam-UM,50,0.5,0.49523809523809526,2,56,105,52,53,52,True,True,True,True,,missing_p50_rep02_seed56.csv,,hyb_adam_um_outputs/logs/Sensitivity_schedule_fast_decay_p50_rep02_seed56.log,hyb_adam_um_outputs/logs/epoch_logs/Sensitivity_schedule_fast_decay_p50_rep02_seed56_epochs.csv,36.37214851099998,27.180918242701253,0.01165049126814983,0.059738281852090666,0.46444088244186943,58.523957020737264,0.022445654481427994,0.018623353170281756,0.006781287873287586,0.8862892995410606,0.7729019038674976,0.0,0.0,319.2219084645149,27.180918242701253,91.48525914983598,5000,5000,5000,0.0025,two_way_mean,1,0,319.2219084645149,27.180918242701253,0.23388963332927265,0.12265998289748507,0.1244840980820587,0.0161723422433784,0.1559264222195151,"{""epochs"": 5000, ""print_every"": 500, ""lr_init"": 0.02, ""lr_milestones"": [300, 1000, 2500], ""lr_factor"": 0.5, ""lr_min"": 0.0001, ""sched_patience_blocks"": 7, ""weight_decay"": 0.0, ""clip_grad_norm"": 5.0, ""h_central_diff"": 1e-05, ""beta1"": 0.9, ""beta2"": 0.999, ""adam_eps"": 1e-08, ""seed_hyb"": 42, ""init_strategy"": ""two_way_mean"", ""n_restarts"": 1, ""restart_jitter_scale"": 0.03, ""max_distance_factor"": 1.5, ""normalize_objective_by_triplets"": true, ""convergence_rel_tol"": 1e-07, ""convergence_patience_checks"": 5, ""early_stop"": false}",schedule_fast_decay,"earlier LR milestones: 300, 1000, 2500",0.02,"(300, 1000, 2500)",5.0,1e-05
