method,pct_missing,replicate,mask_seed,file,path,success_tree,error_message_tree,nj_tree_file,missingness_actual,n_pairs_total,n_missing,n_observed,optimized_variables,imputed_variables,s_top,status,reason,joins_performed,tree_edges_final,initial_known_graph_components,n_pair_selection_failures,RMSE_miss,MAE_miss,Pearson_miss,Spearman_miss,runtime_seconds,success,success_numerical,success_valid_matrix,epochs_used,convergence_epoch,Delta_normalized_completed,Delta_relative_to_original,max_abs_error_observed,mean_abs_error_observed,RF,nRF,shared_splits,ref_splits,est_splits,split_precision,split_recall,split_F1,false_positive_splits,false_negative_splits,nj_vs_ML_pat_MAE,nj_vs_ML_pat_RMSE,nj_vs_ML_pat_Pearson,nj_vs_ML_pat_Spearman,input_vs_ML_pat_MAE,input_vs_ML_pat_RMSE,input_vs_ML_pat_Pearson,input_vs_ML_pat_Spearman,n_taxa,matched_matrix_labels_json
NJstar-STRICT,30,11,65,NJstar_STRICT_completed_p30_rep11_seed65.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p30_rep11_seed65.csv,True,,NJstar-STRICT_NJ_p30_rep11_seed65.treefile,0.3047619047619048,105,32,73,0,32,15,OK,OK,13,27,1,0,0.0022868389173091,0.0018572948412245,0.9982838810085466,0.9530791788856304,0.0088378279906464,True,True,True,13,13,0.0235100209809642,1.1513565486482895,0.0,0.0,2.0,0.08333333333333333,11.0,12.0,12.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,Allenopithecus_nigroviridis_KJ434962|Cercocebus_atys_KT159932|Cercocebus_chrysogaster_KC757390|Cercocebus_torquatus_KJ434959|Cercopithecus_diana_KJ434958|Cercopithecus_neglectus_MW160353,Cercopithecus_albogularis_KC757391|Cercopithecus_diana_KJ434958|Cercopithecus_lhoesti_KJ434957|Cercopithecus_mitis_KJ434956|Cercopithecus_neglectus_MW160353,0.1363198352176764,0.15354090317003474,0.9788147690612137,0.9504976155919552,0.13632231180043233,0.15354188227321847,0.978598925161047,0.9397677793904209,15,"{""0"":""Allenopithecus_nigroviridis_KJ434962"",""1"":""Cercocebus_atys_KT159932"",""2"":""Cercocebus_torquatus_KJ434959"",""3"":""Cercocebus_chrysogaster_KC757390"",""4"":""Cercopithecus_aethiops_AY863426"",""5"":""Chlorocebus_aethiops_C1_KU682691"",""6"":""Chlorocebus_aethiops_MN816163"",""7"":""Chlorocebus_cynosuros_C3_KU682693"",""8"":""Chlorocebus_cynosuros_KM262190"",""9"":""Chlorocebus_djamdjamensis_C5_KU682695"",""10"":""Cercopithecus_albogularis_KC757391"",""11"":""Cercopithecus_mitis_KJ434956"",""12"":""Cercopithecus_lhoesti_KJ434957"",""13"":""Cercopithecus_diana_KJ434958"",""14"":""Cercopithecus_neglectus_MW160353""}"
NJstar-STRICT,30,12,66,NJstar_STRICT_completed_p30_rep12_seed66.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p30_rep12_seed66.csv,True,,NJstar-STRICT_NJ_p30_rep12_seed66.treefile,0.3047619047619048,105,32,73,0,32,15,OK,OK,13,27,1,0,0.0296767766973105,0.0111887819712207,0.7576242857523532,0.7111436950146627,0.0191475699975853,True,True,True,13,13,0.0251665255207292,1.1091950677519853,0.0,0.0,14.0,0.5833333333333334,5.0,12.0,12.0,0.4166666666666667,0.4166666666666667,0.4166666666666667,Cercocebus_atys_KT159932|Cercocebus_chrysogaster_KC757390;Cercopithecus_lhoesti_KJ434957|Cercopithecus_mitis_KJ434956;Allenopithecus_nigroviridis_KJ434962|Cercocebus_atys_KT159932|Cercocebus_chrysogaster_KC757390;Cercocebus_torquatus_KJ434959|Cercopithecus_diana_KJ434958|Cercopithecus_neglectus_MW160353;Cercopithecus_aethiops_AY863426|Chlorocebus_aethiops_C1_KU682691|Chlorocebus_aethiops_MN816163|Chlorocebus_cynosuros_C3_KU682693;Allenopithecus_nigroviridis_KJ434962|Cercocebus_atys_KT159932|Cercocebus_chrysogaster_KC757390|Cercocebus_torquatus_KJ434959|Cercopithecus_diana_KJ434958|Cercopithecus_neglectus_MW160353;Cercopithecus_aethiops_AY863426|Cercopithecus_albogularis_KC757391|Chlorocebus_aethiops_C1_KU682691|Chlorocebus_aethiops_MN816163|Chlorocebus_cynosuros_C3_KU682693|Chlorocebus_cynosuros_KM262190|Chlorocebus_djamdjamensis_C5_KU682695,Cercocebus_atys_KT159932|Cercocebus_torquatus_KJ434959;Cercopithecus_albogularis_KC757391|Cercopithecus_mitis_KJ434956;Chlorocebus_cynosuros_C3_KU682693|Chlorocebus_cynosuros_KM262190;Cercocebus_atys_KT159932|Cercocebus_chrysogaster_KC757390|Cercocebus_torquatus_KJ434959;Cercopithecus_albogularis_KC757391|Cercopithecus_lhoesti_KJ434957|Cercopithecus_mitis_KJ434956;Allenopithecus_nigroviridis_KJ434962|Cercocebus_atys_KT159932|Cercocebus_chrysogaster_KC757390|Cercocebus_torquatus_KJ434959;Cercopithecus_albogularis_KC757391|Cercopithecus_diana_KJ434958|Cercopithecus_lhoesti_KJ434957|Cercopithecus_mitis_KJ434956|Cercopithecus_neglectus_MW160353,0.1372429847744842,0.1537383735949202,0.877306015789521,0.8543748704126062,0.13718498977355115,0.15367347431530332,0.8775271345507838,0.8558780841799709,15,"{""0"":""Allenopithecus_nigroviridis_KJ434962"",""1"":""Cercocebus_atys_KT159932"",""2"":""Cercocebus_torquatus_KJ434959"",""3"":""Cercocebus_chrysogaster_KC757390"",""4"":""Cercopithecus_aethiops_AY863426"",""5"":""Chlorocebus_aethiops_C1_KU682691"",""6"":""Chlorocebus_aethiops_MN816163"",""7"":""Chlorocebus_cynosuros_C3_KU682693"",""8"":""Chlorocebus_cynosuros_KM262190"",""9"":""Chlorocebus_djamdjamensis_C5_KU682695"",""10"":""Cercopithecus_albogularis_KC757391"",""11"":""Cercopithecus_mitis_KJ434956"",""12"":""Cercopithecus_lhoesti_KJ434957"",""13"":""Cercopithecus_diana_KJ434958"",""14"":""Cercopithecus_neglectus_MW160353""}"
NJstar-STRICT,30,14,68,NJstar_STRICT_completed_p30_rep14_seed68.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p30_rep14_seed68.csv,True,,NJstar-STRICT_NJ_p30_rep14_seed68.treefile,0.3047619047619048,105,32,73,0,32,15,OK,OK,13,27,1,0,0.0243657375754159,0.0087797998302925,0.8216531332899369,0.7137096774193548,0.0107643880037358,True,True,True,13,13,0.0309129647794674,1.4120191528952104,0.0,0.0,6.0,0.25,9.0,12.0,12.0,0.75,0.75,0.75,Allenopithecus_nigroviridis_KJ434962|Cercocebus_torquatus_KJ434959;Cercocebus_atys_KT159932|Cercocebus_chrysogaster_KC757390;Allenopithecus_nigroviridis_KJ434962|Cercocebus_atys_KT159932|Cercocebus_chrysogaster_KC757390|Cercocebus_torquatus_KJ434959|Cercopithecus_diana_KJ434958|Cercopithecus_neglectus_MW160353,Cercocebus_atys_KT159932|Cercocebus_torquatus_KJ434959;Cercocebus_atys_KT159932|Cercocebus_chrysogaster_KC757390|Cercocebus_torquatus_KJ434959;Cercopithecus_albogularis_KC757391|Cercopithecus_diana_KJ434958|Cercopithecus_lhoesti_KJ434957|Cercopithecus_mitis_KJ434956|Cercopithecus_neglectus_MW160353,0.13689479716073638,0.1540009962215536,0.9092186313119387,0.873688575575368,0.1370594098910561,0.15418810456925852,0.9036865364830453,0.8598071739581173,15,"{""0"":""Allenopithecus_nigroviridis_KJ434962"",""1"":""Cercocebus_atys_KT159932"",""2"":""Cercocebus_torquatus_KJ434959"",""3"":""Cercocebus_chrysogaster_KC757390"",""4"":""Cercopithecus_aethiops_AY863426"",""5"":""Chlorocebus_aethiops_C1_KU682691"",""6"":""Chlorocebus_aethiops_MN816163"",""7"":""Chlorocebus_cynosuros_C3_KU682693"",""8"":""Chlorocebus_cynosuros_KM262190"",""9"":""Chlorocebus_djamdjamensis_C5_KU682695"",""10"":""Cercopithecus_albogularis_KC757391"",""11"":""Cercopithecus_mitis_KJ434956"",""12"":""Cercopithecus_lhoesti_KJ434957"",""13"":""Cercopithecus_diana_KJ434958"",""14"":""Cercopithecus_neglectus_MW160353""}"
NJstar-STRICT,30,15,69,NJstar_STRICT_completed_p30_rep15_seed69.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p30_rep15_seed69.csv,True,,NJstar-STRICT_NJ_p30_rep15_seed69.treefile,0.3047619047619048,105,32,73,0,32,15,OK,OK,13,27,1,0,0.0126061070185136,0.0044820358300783,0.9424188058512228,0.9541788856304986,0.0089078210003208,True,True,True,13,13,0.0196924524702709,0.803421159699217,0.0,0.0,12.0,0.5,6.0,12.0,12.0,0.5,0.5,0.5,Cercopithecus_aethiops_AY863426|Chlorocebus_aethiops_MN816163;Cercopithecus_lhoesti_KJ434957|Cercopithecus_mitis_KJ434956;Cercopithecus_aethiops_AY863426|Chlorocebus_aethiops_C1_KU682691|Chlorocebus_aethiops_MN816163|Chlorocebus_cynosuros_KM262190;Allenopithecus_nigroviridis_KJ434962|Cercocebus_atys_KT159932|Cercocebus_chrysogaster_KC757390|Cercocebus_torquatus_KJ434959|Cercopithecus_diana_KJ434958;Allenopithecus_nigroviridis_KJ434962|Cercocebus_atys_KT159932|Cercocebus_chrysogaster_KC757390|Cercocebus_torquatus_KJ434959|Cercopithecus_diana_KJ434958|Cercopithecus_neglectus_MW160353;Allenopithecus_nigroviridis_KJ434962|Cercocebus_atys_KT159932|Cercocebus_chrysogaster_KC757390|Cercocebus_torquatus_KJ434959|Cercopithecus_albogularis_KC757391|Cercopithecus_diana_KJ434958|Cercopithecus_neglectus_MW160353,Cercopithecus_albogularis_KC757391|Cercopithecus_mitis_KJ434956;Cercopithecus_diana_KJ434958|Cercopithecus_neglectus_MW160353;Chlorocebus_aethiops_C1_KU682691|Chlorocebus_aethiops_MN816163;Chlorocebus_cynosuros_C3_KU682693|Chlorocebus_cynosuros_KM262190;Cercopithecus_albogularis_KC757391|Cercopithecus_lhoesti_KJ434957|Cercopithecus_mitis_KJ434956;Cercopithecus_albogularis_KC757391|Cercopithecus_diana_KJ434958|Cercopithecus_lhoesti_KJ434957|Cercopithecus_mitis_KJ434956|Cercopithecus_neglectus_MW160353,0.136665722984848,0.15355757592090122,0.9642900890400232,0.9353514410118183,0.13669604872039445,0.15358040672589512,0.9635069846065549,0.9254613311217085,15,"{""0"":""Allenopithecus_nigroviridis_KJ434962"",""1"":""Cercocebus_atys_KT159932"",""2"":""Cercocebus_torquatus_KJ434959"",""3"":""Cercocebus_chrysogaster_KC757390"",""4"":""Cercopithecus_aethiops_AY863426"",""5"":""Chlorocebus_aethiops_C1_KU682691"",""6"":""Chlorocebus_aethiops_MN816163"",""7"":""Chlorocebus_cynosuros_C3_KU682693"",""8"":""Chlorocebus_cynosuros_KM262190"",""9"":""Chlorocebus_djamdjamensis_C5_KU682695"",""10"":""Cercopithecus_albogularis_KC757391"",""11"":""Cercopithecus_mitis_KJ434956"",""12"":""Cercopithecus_lhoesti_KJ434957"",""13"":""Cercopithecus_diana_KJ434958"",""14"":""Cercopithecus_neglectus_MW160353""}"
NJstar-STRICT,30,16,70,NJstar_STRICT_completed_p30_rep16_seed70.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p30_rep16_seed70.csv,True,,NJstar-STRICT_NJ_p30_rep16_seed70.treefile,0.3047619047619048,105,32,73,0,32,15,OK,OK,13,27,1,0,0.0113890858461385,0.0038849298619834,0.9665704098109262,0.9527126099706744,0.0093462479999288,True,True,True,13,13,0.0175455403825352,0.7021472093727598,0.0,0.0,12.0,0.5,6.0,12.0,12.0,0.5,0.5,0.5,Cercopithecus_aethiops_AY863426|Chlorocebus_aethiops_MN816163;Cercopithecus_albogularis_KC757391|Cercopithecus_lhoesti_KJ434957;Chlorocebus_aethiops_C1_KU682691|Chlorocebus_cynosuros_KM262190;Cercopithecus_aethiops_AY863426|Chlorocebus_aethiops_C1_KU682691|Chlorocebus_aethiops_MN816163|Chlorocebus_cynosuros_KM262190;Allenopithecus_nigroviridis_KJ434962|Cercocebus_atys_KT159932|Cercocebus_chrysogaster_KC757390|Cercocebus_torquatus_KJ434959|Cercopithecus_neglectus_MW160353;Allenopithecus_nigroviridis_KJ434962|Cercocebus_atys_KT159932|Cercocebus_chrysogaster_KC757390|Cercocebus_torquatus_KJ434959|Cercopithecus_diana_KJ434958|Cercopithecus_neglectus_MW160353,Cercopithecus_albogularis_KC757391|Cercopithecus_mitis_KJ434956;Cercopithecus_diana_KJ434958|Cercopithecus_neglectus_MW160353;Chlorocebus_aethiops_C1_KU682691|Chlorocebus_aethiops_MN816163;Chlorocebus_cynosuros_C3_KU682693|Chlorocebus_cynosuros_KM262190;Cercopithecus_aethiops_AY863426|Chlorocebus_aethiops_C1_KU682691|Chlorocebus_aethiops_MN816163;Cercopithecus_albogularis_KC757391|Cercopithecus_diana_KJ434958|Cercopithecus_lhoesti_KJ434957|Cercopithecus_mitis_KJ434956|Cercopithecus_neglectus_MW160353,0.1367088057740109,0.1535290115192295,0.9698869499229414,0.9409910843873108,0.13680536169038532,0.15371055230915695,0.9685971588166808,0.932676757205059,15,"{""0"":""Allenopithecus_nigroviridis_KJ434962"",""1"":""Cercocebus_atys_KT159932"",""2"":""Cercocebus_torquatus_KJ434959"",""3"":""Cercocebus_chrysogaster_KC757390"",""4"":""Cercopithecus_aethiops_AY863426"",""5"":""Chlorocebus_aethiops_C1_KU682691"",""6"":""Chlorocebus_aethiops_MN816163"",""7"":""Chlorocebus_cynosuros_C3_KU682693"",""8"":""Chlorocebus_cynosuros_KM262190"",""9"":""Chlorocebus_djamdjamensis_C5_KU682695"",""10"":""Cercopithecus_albogularis_KC757391"",""11"":""Cercopithecus_mitis_KJ434956"",""12"":""Cercopithecus_lhoesti_KJ434957"",""13"":""Cercopithecus_diana_KJ434958"",""14"":""Cercopithecus_neglectus_MW160353""}"
NJstar-STRICT,30,17,71,NJstar_STRICT_completed_p30_rep17_seed71.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p30_rep17_seed71.csv,True,,NJstar-STRICT_NJ_p30_rep17_seed71.treefile,0.3047619047619048,105,32,73,0,32,15,OK,OK,13,27,1,0,0.0228020701616703,0.008776936163524,0.8562950472999619,0.7543988269794721,0.0091239290049998,True,True,True,13,13,0.0203451857930245,0.8951788032813498,0.0,0.0,10.0,0.4166666666666667,7.0,12.0,12.0,0.5833333333333334,0.5833333333333334,0.5833333333333334,Allenopithecus_nigroviridis_KJ434962|Cercocebus_torquatus_KJ434959;Cercocebus_atys_KT159932|Cercocebus_chrysogaster_KC757390;Cercopithecus_aethiops_AY863426|Chlorocebus_aethiops_C1_KU682691|Chlorocebus_aethiops_MN816163|Chlorocebus_djamdjamensis_C5_KU682695;Allenopithecus_nigroviridis_KJ434962|Cercocebus_atys_KT159932|Cercocebus_chrysogaster_KC757390|Cercocebus_torquatus_KJ434959|Cercopithecus_diana_KJ434958;Allenopithecus_nigroviridis_KJ434962|Cercocebus_atys_KT159932|Cercocebus_chrysogaster_KC757390|Cercocebus_torquatus_KJ434959|Cercopithecus_diana_KJ434958|Cercopithecus_neglectus_MW160353,Cercocebus_atys_KT159932|Cercocebus_torquatus_KJ434959;Cercopithecus_diana_KJ434958|Cercopithecus_neglectus_MW160353;Cercocebus_atys_KT159932|Cercocebus_chrysogaster_KC757390|Cercocebus_torquatus_KJ434959;Cercopithecus_aethiops_AY863426|Chlorocebus_aethiops_C1_KU682691|Chlorocebus_aethiops_MN816163|Chlorocebus_cynosuros_C3_KU682693|Chlorocebus_cynosuros_KM262190;Cercopithecus_albogularis_KC757391|Cercopithecus_diana_KJ434958|Cercopithecus_lhoesti_KJ434957|Cercopithecus_mitis_KJ434956|Cercopithecus_neglectus_MW160353,0.13607741761580663,0.15377313235795467,0.9179153233578474,0.8622434169603981,0.13606752595070293,0.15376664380586516,0.9180031879014964,0.8531204644412191,15,"{""0"":""Allenopithecus_nigroviridis_KJ434962"",""1"":""Cercocebus_atys_KT159932"",""2"":""Cercocebus_torquatus_KJ434959"",""3"":""Cercocebus_chrysogaster_KC757390"",""4"":""Cercopithecus_aethiops_AY863426"",""5"":""Chlorocebus_aethiops_C1_KU682691"",""6"":""Chlorocebus_aethiops_MN816163"",""7"":""Chlorocebus_cynosuros_C3_KU682693"",""8"":""Chlorocebus_cynosuros_KM262190"",""9"":""Chlorocebus_djamdjamensis_C5_KU682695"",""10"":""Cercopithecus_albogularis_KC757391"",""11"":""Cercopithecus_mitis_KJ434956"",""12"":""Cercopithecus_lhoesti_KJ434957"",""13"":""Cercopithecus_diana_KJ434958"",""14"":""Cercopithecus_neglectus_MW160353""}"
NJstar-STRICT,30,18,72,NJstar_STRICT_completed_p30_rep18_seed72.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p30_rep18_seed72.csv,True,,NJstar-STRICT_NJ_p30_rep18_seed72.treefile,0.3047619047619048,105,32,73,0,32,15,OK,OK,13,27,1,0,0.0035651163768101,0.002712519418597,0.9947898150710978,0.9501466275659824,0.0101086950016906,True,True,True,13,13,0.0253667956926052,1.1450947934424336,0.0,0.0,2.0,0.08333333333333333,11.0,12.0,12.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,Allenopithecus_nigroviridis_KJ434962|Cercocebus_atys_KT159932|Cercocebus_chrysogaster_KC757390|Cercocebus_torquatus_KJ434959|Cercopithecus_diana_KJ434958|Cercopithecus_neglectus_MW160353,Cercopithecus_albogularis_KC757391|Cercopithecus_diana_KJ434958|Cercopithecus_lhoesti_KJ434957|Cercopithecus_mitis_KJ434956|Cercopithecus_neglectus_MW160353,0.13652536040658436,0.15367840061131302,0.9793644727925485,0.9295355587808417,0.13639445497953054,0.15352389822638393,0.9789368710465218,0.9312979473356832,15,"{""0"":""Allenopithecus_nigroviridis_KJ434962"",""1"":""Cercocebus_atys_KT159932"",""2"":""Cercocebus_torquatus_KJ434959"",""3"":""Cercocebus_chrysogaster_KC757390"",""4"":""Cercopithecus_aethiops_AY863426"",""5"":""Chlorocebus_aethiops_C1_KU682691"",""6"":""Chlorocebus_aethiops_MN816163"",""7"":""Chlorocebus_cynosuros_C3_KU682693"",""8"":""Chlorocebus_cynosuros_KM262190"",""9"":""Chlorocebus_djamdjamensis_C5_KU682695"",""10"":""Cercopithecus_albogularis_KC757391"",""11"":""Cercopithecus_mitis_KJ434956"",""12"":""Cercopithecus_lhoesti_KJ434957"",""13"":""Cercopithecus_diana_KJ434958"",""14"":""Cercopithecus_neglectus_MW160353""}"
NJstar-STRICT,30,19,73,NJstar_STRICT_completed_p30_rep19_seed73.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p30_rep19_seed73.csv,True,,NJstar-STRICT_NJ_p30_rep19_seed73.treefile,0.3047619047619048,105,32,73,0,32,15,OK,OK,13,27,1,0,0.0225183196904707,0.0071351547161039,0.7362715713212337,0.629765395894428,0.0087168470054166,True,True,True,13,13,0.0224017730176578,1.0258429682295476,0.0,0.0,8.0,0.3333333333333333,8.0,12.0,12.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,Allenopithecus_nigroviridis_KJ434962|Cercocebus_atys_KT159932;Cercocebus_chrysogaster_KC757390|Cercocebus_torquatus_KJ434959;Allenopithecus_nigroviridis_KJ434962|Cercocebus_atys_KT159932|Cercocebus_chrysogaster_KC757390|Cercocebus_torquatus_KJ434959|Cercopithecus_diana_KJ434958;Allenopithecus_nigroviridis_KJ434962|Cercocebus_atys_KT159932|Cercocebus_chrysogaster_KC757390|Cercocebus_torquatus_KJ434959|Cercopithecus_diana_KJ434958|Cercopithecus_neglectus_MW160353,Cercocebus_atys_KT159932|Cercocebus_torquatus_KJ434959;Cercopithecus_diana_KJ434958|Cercopithecus_neglectus_MW160353;Cercocebus_atys_KT159932|Cercocebus_chrysogaster_KC757390|Cercocebus_torquatus_KJ434959;Cercopithecus_albogularis_KC757391|Cercopithecus_diana_KJ434958|Cercopithecus_lhoesti_KJ434957|Cercopithecus_mitis_KJ434956|Cercopithecus_neglectus_MW160353,0.1367063683104969,0.15368372686069426,0.917851165908029,0.8621604810284055,0.1367135888755698,0.15368554989068953,0.917670811055137,0.8551834957495335,15,"{""0"":""Allenopithecus_nigroviridis_KJ434962"",""1"":""Cercocebus_atys_KT159932"",""2"":""Cercocebus_torquatus_KJ434959"",""3"":""Cercocebus_chrysogaster_KC757390"",""4"":""Cercopithecus_aethiops_AY863426"",""5"":""Chlorocebus_aethiops_C1_KU682691"",""6"":""Chlorocebus_aethiops_MN816163"",""7"":""Chlorocebus_cynosuros_C3_KU682693"",""8"":""Chlorocebus_cynosuros_KM262190"",""9"":""Chlorocebus_djamdjamensis_C5_KU682695"",""10"":""Cercopithecus_albogularis_KC757391"",""11"":""Cercopithecus_mitis_KJ434956"",""12"":""Cercopithecus_lhoesti_KJ434957"",""13"":""Cercopithecus_diana_KJ434958"",""14"":""Cercopithecus_neglectus_MW160353""}"
NJstar-STRICT,30,20,74,NJstar_STRICT_completed_p30_rep20_seed74.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p30_rep20_seed74.csv,True,,NJstar-STRICT_NJ_p30_rep20_seed74.treefile,0.3047619047619048,105,32,73,0,32,15,OK,OK,13,27,1,0,0.0347763897167862,0.0260050024281993,0.5427703606714754,0.125733137829912,0.0095678060024511,True,True,True,13,13,0.0845121902089348,6.3531176575379,0.0,0.0,12.0,0.5,6.0,12.0,12.0,0.5,0.5,0.5,Cercopithecus_lhoesti_KJ434957|Cercopithecus_mitis_KJ434956;Cercocebus_atys_KT159932|Cercocebus_chrysogaster_KC757390|Cercocebus_torquatus_KJ434959|Cercopithecus_neglectus_MW160353;Cercopithecus_aethiops_AY863426|Chlorocebus_aethiops_C1_KU682691|Chlorocebus_aethiops_MN816163|Chlorocebus_cynosuros_C3_KU682693;Cercocebus_atys_KT159932|Cercocebus_chrysogaster_KC757390|Cercocebus_torquatus_KJ434959|Cercopithecus_diana_KJ434958|Cercopithecus_neglectus_MW160353;Cercocebus_atys_KT159932|Cercocebus_chrysogaster_KC757390|Cercocebus_torquatus_KJ434959|Cercopithecus_albogularis_KC757391|Cercopithecus_diana_KJ434958|Cercopithecus_neglectus_MW160353;Allenopithecus_nigroviridis_KJ434962|Cercocebus_atys_KT159932|Cercocebus_chrysogaster_KC757390|Cercocebus_torquatus_KJ434959|Cercopithecus_albogularis_KC757391|Cercopithecus_diana_KJ434958|Cercopithecus_neglectus_MW160353,Cercopithecus_albogularis_KC757391|Cercopithecus_mitis_KJ434956;Cercopithecus_diana_KJ434958|Cercopithecus_neglectus_MW160353;Chlorocebus_cynosuros_C3_KU682693|Chlorocebus_cynosuros_KM262190;Cercopithecus_albogularis_KC757391|Cercopithecus_lhoesti_KJ434957|Cercopithecus_mitis_KJ434956;Allenopithecus_nigroviridis_KJ434962|Cercocebus_atys_KT159932|Cercocebus_chrysogaster_KC757390|Cercocebus_torquatus_KJ434959;Cercopithecus_albogularis_KC757391|Cercopithecus_diana_KJ434958|Cercopithecus_lhoesti_KJ434957|Cercopithecus_mitis_KJ434956|Cercopithecus_neglectus_MW160353,0.13957750792107054,0.15907198241418274,0.8482458819373503,0.7315674891146589,0.13909234285158692,0.15811342989074392,0.8392562242435645,0.7564275347294214,15,"{""0"":""Allenopithecus_nigroviridis_KJ434962"",""1"":""Cercocebus_atys_KT159932"",""2"":""Cercocebus_torquatus_KJ434959"",""3"":""Cercocebus_chrysogaster_KC757390"",""4"":""Cercopithecus_aethiops_AY863426"",""5"":""Chlorocebus_aethiops_C1_KU682691"",""6"":""Chlorocebus_aethiops_MN816163"",""7"":""Chlorocebus_cynosuros_C3_KU682693"",""8"":""Chlorocebus_cynosuros_KM262190"",""9"":""Chlorocebus_djamdjamensis_C5_KU682695"",""10"":""Cercopithecus_albogularis_KC757391"",""11"":""Cercopithecus_mitis_KJ434956"",""12"":""Cercopithecus_lhoesti_KJ434957"",""13"":""Cercopithecus_diana_KJ434958"",""14"":""Cercopithecus_neglectus_MW160353""}"
NJstar-STRICT,30,21,75,NJstar_STRICT_completed_p30_rep21_seed75.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p30_rep21_seed75.csv,True,,NJstar-STRICT_NJ_p30_rep21_seed75.treefile,0.3047619047619048,105,32,73,0,32,15,OK,OK,13,27,1,0,0.004933205406777,0.0039233892434517,0.9916668489866716,0.9208211143695014,0.0118637059931643,True,True,True,13,13,0.0322636372539986,1.688155437150341,0.0,0.0,6.0,0.25,9.0,12.0,12.0,0.75,0.75,0.75,Cercopithecus_aethiops_AY863426|Chlorocebus_cynosuros_KM262190;Cercopithecus_aethiops_AY863426|Chlorocebus_aethiops_C1_KU682691|Chlorocebus_aethiops_MN816163|Chlorocebus_cynosuros_KM262190;Allenopithecus_nigroviridis_KJ434962|Cercocebus_atys_KT159932|Cercocebus_chrysogaster_KC757390|Cercocebus_torquatus_KJ434959|Cercopithecus_diana_KJ434958|Cercopithecus_neglectus_MW160353,Chlorocebus_cynosuros_C3_KU682693|Chlorocebus_cynosuros_KM262190;Cercopithecus_aethiops_AY863426|Chlorocebus_aethiops_C1_KU682691|Chlorocebus_aethiops_MN816163;Cercopithecus_albogularis_KC757391|Cercopithecus_diana_KJ434958|Cercopithecus_lhoesti_KJ434957|Cercopithecus_mitis_KJ434956|Cercopithecus_neglectus_MW160353,0.13657271048287253,0.1538824080087095,0.9798136195648874,0.926311424424632,0.13665123133927864,0.15401086539887457,0.9781555221457413,0.9236367406178727,15,"{""0"":""Allenopithecus_nigroviridis_KJ434962"",""1"":""Cercocebus_atys_KT159932"",""2"":""Cercocebus_torquatus_KJ434959"",""3"":""Cercocebus_chrysogaster_KC757390"",""4"":""Cercopithecus_aethiops_AY863426"",""5"":""Chlorocebus_aethiops_C1_KU682691"",""6"":""Chlorocebus_aethiops_MN816163"",""7"":""Chlorocebus_cynosuros_C3_KU682693"",""8"":""Chlorocebus_cynosuros_KM262190"",""9"":""Chlorocebus_djamdjamensis_C5_KU682695"",""10"":""Cercopithecus_albogularis_KC757391"",""11"":""Cercopithecus_mitis_KJ434956"",""12"":""Cercopithecus_lhoesti_KJ434957"",""13"":""Cercopithecus_diana_KJ434958"",""14"":""Cercopithecus_neglectus_MW160353""}"
