method,pct_missing,replicate,mask_seed,file,path,missingness_actual,n_pairs_total,n_missing,n_observed,optimized_variables,runtime_seconds,RMSE_miss,MAE_miss,Pearson_miss,Spearman_miss,Delta_total_completed,Delta_normalized_completed,Delta_per_triangle_completed,Delta_relative_to_original,max_abs_error_observed,mean_abs_error_observed,masked_file,__metadata_scope,__metadata_source
NJstar-STRICT,50,19,73,NJstar_STRICT_completed_p50_rep19_seed73.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p50_rep19_seed73.csv,0.4952380952380952,105,52,53,0,0.0070532759998513,0.0257837684339257,0.0145266902547049,0.9010416906477052,0.9275164347306412,49.465884144573145,0.0212079167368504,0.1087162288891717,1.0581977033455898,0.0,0.0,missing_p50_rep19_seed73.csv,method_specific,njstar_strict_outputs/tables/njstar_strict_all_masks_detailed.csv
NJstar-STRICT,50,20,74,NJstar_STRICT_completed_p50_rep20_seed74.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p50_rep20_seed74.csv,0.4952380952380952,105,52,53,0,0.0070044220001364,0.015367171609002,0.0091876916319301,0.9595550270226498,0.8941347221036454,163.46020308388069,0.0413123206978954,0.3592531935909465,3.496818352346037,0.0,0.0,missing_p50_rep20_seed74.csv,method_specific,njstar_strict_outputs/tables/njstar_strict_all_masks_detailed.csv
NJstar-STRICT,50,21,75,NJstar_STRICT_completed_p50_rep21_seed75.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p50_rep21_seed75.csv,0.4952380952380952,105,52,53,0,0.0072715510000307,0.0090205545885856,0.0055490344380413,0.986148392300861,0.9700332963374028,50.62652656977377,0.0217398091181572,0.1112670913621401,1.0830267177257462,0.0,0.0,missing_p50_rep21_seed75.csv,method_specific,njstar_strict_outputs/tables/njstar_strict_all_masks_detailed.csv
NJstar-STRICT,50,22,76,NJstar_STRICT_completed_p50_rep22_seed76.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p50_rep22_seed76.csv,0.4952380952380952,105,52,53,0,0.0069865409998328,0.0308481463534748,0.0253711128909293,0.8441902817107529,0.6735251430035003,235.7260901419164,0.0657773601413375,0.5180793189932229,5.042764554207968,0.0,0.0,missing_p50_rep22_seed76.csv,method_specific,njstar_strict_outputs/tables/njstar_strict_all_masks_detailed.csv
NJstar-STRICT,50,24,78,NJstar_STRICT_completed_p50_rep24_seed78.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p50_rep24_seed78.csv,0.4952380952380952,105,52,53,0,0.0068769059998885,0.0206518251705715,0.0111963845779376,0.9336500804781964,0.90651412959959,40.21323747758207,0.0178316550884048,0.0883807417089715,0.8602606883260703,0.0,0.0,missing_p50_rep24_seed78.csv,method_specific,njstar_strict_outputs/tables/njstar_strict_all_masks_detailed.csv
NJstar-STRICT,50,25,79,NJstar_STRICT_completed_p50_rep25_seed79.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p50_rep25_seed79.csv,0.4952380952380952,105,52,53,0,0.006918417999941,0.0220306448579627,0.0107405330403207,0.9219432027443688,0.9551780073422692,38.92783824903673,0.0169602846034722,0.0855556884594214,0.832762817115411,0.0,0.0,missing_p50_rep25_seed79.csv,method_specific,njstar_strict_outputs/tables/njstar_strict_all_masks_detailed.csv
NJstar-STRICT,50,26,80,NJstar_STRICT_completed_p50_rep26_seed80.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p50_rep26_seed80.csv,0.4952380952380952,105,52,53,0,0.0071819129998402,0.0321325923541035,0.020035834018512,0.8515212037127712,0.8499957312387945,90.65745972713528,0.0365625357099904,0.1992471642354621,1.939387465389611,0.0,0.0,missing_p50_rep26_seed80.csv,method_specific,njstar_strict_outputs/tables/njstar_strict_all_masks_detailed.csv
NJstar-STRICT,50,27,81,NJstar_STRICT_completed_p50_rep27_seed81.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p50_rep27_seed81.csv,0.4952380952380952,105,52,53,0,0.007534699999951,0.003303428024859,0.0027327895065922,0.9974643873869564,0.9899257235550244,37.2770778886093,0.0163250298869256,0.0819276437112292,0.7974489669257971,0.0,0.0,missing_p50_rep27_seed81.csv,method_specific,njstar_strict_outputs/tables/njstar_strict_all_masks_detailed.csv
NJstar-STRICT,50,28,82,NJstar_STRICT_completed_p50_rep28_seed82.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p50_rep28_seed82.csv,0.4952380952380952,105,52,53,0,0.0108270329999413,0.024744699884724,0.011209404878513,0.9187141002816034,0.9105267651327584,40.18599944505714,0.0178209637135491,0.0883208779012244,0.8596779993888365,0.0,0.0,missing_p50_rep28_seed82.csv,method_specific,njstar_strict_outputs/tables/njstar_strict_all_masks_detailed.csv
NJstar-STRICT,50,29,83,NJstar_STRICT_completed_p50_rep29_seed83.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p50_rep29_seed83.csv,0.4952380952380952,105,52,53,0,0.0082199830001172,0.0310160610917413,0.0228301780437534,0.8390870332674375,0.7454110817040894,6283185171334.611,0.0552303751046503,13809198178.757387,134412883404.0216,0.0,0.0,missing_p50_rep29_seed83.csv,method_specific,njstar_strict_outputs/tables/njstar_strict_all_masks_detailed.csv
NJstar-STRICT,65,4,58,NJstar_STRICT_completed_p65_rep04_seed58.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p65_rep04_seed58.csv,0.6476190476190476,105,68,37,0,0.0058602310000424,0.0391994796168118,0.0266684600984756,0.7885620363205951,0.79031950223308,232.8970120669381,0.0723705059169097,0.5118615649822815,4.982243571447856,0.0,0.0,missing_p65_rep04_seed58.csv,method_specific,njstar_strict_outputs/tables/njstar_strict_all_masks_detailed.csv
NJstar-STRICT,65,5,59,NJstar_STRICT_completed_p65_rep05_seed59.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p65_rep05_seed59.csv,0.6476190476190476,105,68,37,0,0.0057228480000048,0.054971415261242,0.0411032351235798,0.5473897216713378,0.3085467801656678,134.5244803017409,0.0456106809795304,0.2956581984653646,2.877811618266177,0.0,0.0,missing_p65_rep05_seed59.csv,method_specific,njstar_strict_outputs/tables/njstar_strict_all_masks_detailed.csv
NJstar-STRICT,65,9,63,NJstar_STRICT_completed_p65_rep09_seed63.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p65_rep09_seed63.csv,0.6476190476190476,105,68,37,0,0.0073951249999026,0.0352830435428256,0.0220165290590083,0.8423026905015314,0.831812802992709,133.20092467195622,0.0506557600233741,0.2927492849933104,2.849497487185555,0.0,0.0,missing_p65_rep09_seed63.csv,method_specific,njstar_strict_outputs/tables/njstar_strict_all_masks_detailed.csv
NJstar-STRICT,65,12,66,NJstar_STRICT_completed_p65_rep12_seed66.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p65_rep12_seed66.csv,0.6476190476190476,105,68,37,0,0.0063219779999599,0.0183767295456956,0.0095505490485427,0.9502653766876764,0.9670572966370192,56.50335241034249,0.0237562871232364,0.1241831921106428,1.2087465691950157,0.0,0.0,missing_p65_rep12_seed66.csv,method_specific,njstar_strict_outputs/tables/njstar_strict_all_masks_detailed.csv
NJstar-STRICT,65,15,69,NJstar_STRICT_completed_p65_rep15_seed69.csv,njstar_strict_outputs/completed_matrices/NJstar_STRICT_completed_p65_rep15_seed69.csv,0.6476190476190476,105,68,37,0,0.0051204349999807,0.0454150833357972,0.0295498306317123,0.7572369107280712,0.8192922853761879,143.43465704085042,0.0524559298925944,0.3152410044853855,3.068422353822258,0.0,0.0,missing_p65_rep15_seed69.csv,method_specific,njstar_strict_outputs/tables/njstar_strict_all_masks_detailed.csv
