restart,epoch,full_delta,best_delta,objective_for_grad,best_objective_for_grad,best_epoch,learning_rate,optimized_variables,event
0,1,354.8325311388611,312.9348820564668,0.7798517167887057,0.6877689715526742,0,0.02,52,checkpoint
0,500,38.440581955862264,38.440581955862264,0.08448479550738959,0.08448479550738959,500,0.02,52,checkpoint
0,1000,26.66889739718618,26.66889739718618,0.058612961312497096,0.058612961312497096,1000,0.01,52,checkpoint
0,1500,27.025147820855707,26.66889739718618,0.059395929276605954,0.058612961312497096,1000,0.01,52,checkpoint
0,2000,28.94911193866482,26.66889739718618,0.06362442184321938,0.058612961312497096,1000,0.005,52,checkpoint
0,2500,22.981664039687114,22.981664039687114,0.050509151735576074,0.050509151735576074,2500,0.005,52,checkpoint
0,3000,23.544133454814293,22.981664039687114,0.051745348252339105,0.050509151735576074,2500,0.005,52,checkpoint
0,3500,22.806547588049845,22.806547588049845,0.05012428041329636,0.05012428041329636,3500,0.005,52,checkpoint
0,4000,23.40264416841613,22.806547588049845,0.05143438278772776,0.05012428041329636,3500,0.0025,52,checkpoint
0,4500,20.78284964979686,20.78284964979686,0.045676592636916175,0.045676592636916175,4500,0.0025,52,checkpoint
0,5000,21.390060011095237,20.78284964979686,0.047011120903506017,0.045676592636916175,4500,0.0025,52,checkpoint
