restart,epoch,full_delta,best_delta,objective_for_grad,best_objective_for_grad,best_epoch,learning_rate,optimized_variables,event
0,1,265.10747226596544,265.10747226596544,0.5826537851999241,0.5826537851999241,1,0.02,52,checkpoint
0,500,32.89914516262806,32.89914516262806,0.0723058135442375,0.0723058135442375,500,0.01,52,checkpoint
0,1000,33.32053750220817,32.89914516262806,0.07323195055430366,0.0723058135442375,500,0.005,52,checkpoint
0,1500,28.89548317933234,28.89548317933234,0.06350655643809305,0.06350655643809305,1500,0.005,52,checkpoint
0,2000,28.24786669449713,28.24786669449713,0.062083223504389294,0.062083223504389294,2000,0.005,52,checkpoint
0,2500,29.321787168158878,28.24786669449713,0.06444348828166786,0.062083223504389294,2000,0.0025,52,checkpoint
0,3000,26.591428690528872,26.591428690528872,0.058442700418744775,0.058442700418744775,3000,0.0025,52,checkpoint
0,3500,26.728065938794202,26.591428690528872,0.058743002063283964,0.058442700418744775,3000,0.0025,52,checkpoint
0,4000,27.04842374569565,26.591428690528872,0.05944708515537506,0.058442700418744775,3000,0.0025,52,checkpoint
0,4500,26.960005494517453,26.591428690528872,0.05925275932860979,0.058442700418744775,3000,0.0025,52,checkpoint
0,5000,27.075243839976277,26.591428690528872,0.05950603041753028,0.058442700418744775,3000,0.0025,52,checkpoint
