method,pct_missing,replicate,mask_seed,file,path,missingness_actual,n_pairs_total,n_missing,n_observed,optimized_variables,RMSE_miss,MAE_miss,Pearson_miss,Spearman_miss,runtime_seconds,success,success_numerical,success_valid_matrix,iters_used,epochs_used,convergence_epoch,final_rank,Delta_normalized_completed,Delta_relative_to_original,max_abs_error_observed,mean_abs_error_observed,masked_file,completed_file,error_message
LRMC-SoftImpute,50,13,67,LRMC_SoftImpute_completed_p50_rep13_seed67.csv,lrmc_softimpute_outputs/completed_matrices/LRMC_SoftImpute_completed_p50_rep13_seed67.csv,0.4952380952380952,105,52,53,52,0.0516625498910663,0.0432734547116649,0.6761897758892136,0.5791855203619909,0.0318530569929862,True,True,True,703,703,703,7,0.189630597042136,20.05644758198746,0.0,0.0,missing_p50_rep13_seed67.csv,LRMC_SoftImpute_completed_p50_rep13_seed67.csv,
LRMC-SoftImpute,50,14,68,LRMC_SoftImpute_completed_p50_rep14_seed68.csv,lrmc_softimpute_outputs/completed_matrices/LRMC_SoftImpute_completed_p50_rep14_seed68.csv,0.4952380952380952,105,52,53,52,0.0546456212959858,0.0457111026319124,0.6188672808562423,0.5498164432681636,0.0310231799958273,True,True,True,633,633,633,7,0.18601790181009,19.003201712429057,0.0,0.0,missing_p50_rep14_seed68.csv,LRMC_SoftImpute_completed_p50_rep14_seed68.csv,
LRMC-SoftImpute,50,15,69,LRMC_SoftImpute_completed_p50_rep15_seed69.csv,lrmc_softimpute_outputs/completed_matrices/LRMC_SoftImpute_completed_p50_rep15_seed69.csv,0.4952380952380952,105,52,53,52,0.0610406525255406,0.050941394712782,0.2079254311413556,0.0683001792879706,0.0274930489977123,True,True,True,753,753,753,8,0.1862579551370376,19.33009021813513,0.0,0.0,missing_p50_rep15_seed69.csv,LRMC_SoftImpute_completed_p50_rep15_seed69.csv,
LRMC-SoftImpute,50,16,70,LRMC_SoftImpute_completed_p50_rep16_seed70.csv,lrmc_softimpute_outputs/completed_matrices/LRMC_SoftImpute_completed_p50_rep16_seed70.csv,0.4952380952380952,105,52,53,52,0.0568453329874319,0.0460133080062219,0.5221805511055617,0.3514897976607188,0.0436053759913193,True,True,True,1066,1066,1066,7,0.1668456957120279,14.860891043791185,0.0,0.0,missing_p50_rep16_seed70.csv,LRMC_SoftImpute_completed_p50_rep16_seed70.csv,
LRMC-SoftImpute,50,17,71,LRMC_SoftImpute_completed_p50_rep17_seed71.csv,lrmc_softimpute_outputs/completed_matrices/LRMC_SoftImpute_completed_p50_rep17_seed71.csv,0.4952380952380952,105,52,53,52,0.0522743246316114,0.0445302114767516,0.6531839781936752,0.6028344574404507,0.0183221680053975,True,True,True,453,453,453,7,0.1705905846240708,19.485475240434905,0.0,0.0,missing_p50_rep17_seed71.csv,LRMC_SoftImpute_completed_p50_rep17_seed71.csv,
LRMC-SoftImpute,50,18,72,LRMC_SoftImpute_completed_p50_rep18_seed72.csv,lrmc_softimpute_outputs/completed_matrices/LRMC_SoftImpute_completed_p50_rep18_seed72.csv,0.4952380952380952,105,52,53,52,0.0529248073789121,0.041487116372905,0.6872513944962582,0.5818321523093998,0.0172087450046092,True,True,True,473,473,473,6,0.1882674695729883,21.61424767389353,0.0,0.0,missing_p50_rep18_seed72.csv,LRMC_SoftImpute_completed_p50_rep18_seed72.csv,
LRMC-SoftImpute,50,19,73,LRMC_SoftImpute_completed_p50_rep19_seed73.csv,lrmc_softimpute_outputs/completed_matrices/LRMC_SoftImpute_completed_p50_rep19_seed73.csv,0.4952380952380952,105,52,53,52,0.0596707443627628,0.0491900379487083,0.5734314658988281,0.509263211815931,0.0244857700017746,True,True,True,679,679,679,7,0.1987915709113739,24.327957767031474,0.0,0.0,missing_p50_rep19_seed73.csv,LRMC_SoftImpute_completed_p50_rep19_seed73.csv,
LRMC-SoftImpute,50,20,74,LRMC_SoftImpute_completed_p50_rep20_seed74.csv,lrmc_softimpute_outputs/completed_matrices/LRMC_SoftImpute_completed_p50_rep20_seed74.csv,0.4952380952380952,105,52,53,52,0.0708009917184285,0.0607524664325231,0.1647114194625375,0.0357722189020746,0.030368059000466,True,True,True,729,729,729,7,0.1970618892944519,21.630918195318586,0.0,0.0,missing_p50_rep20_seed74.csv,LRMC_SoftImpute_completed_p50_rep20_seed74.csv,
LRMC-SoftImpute,50,21,75,LRMC_SoftImpute_completed_p50_rep21_seed75.csv,lrmc_softimpute_outputs/completed_matrices/LRMC_SoftImpute_completed_p50_rep21_seed75.csv,0.4952380952380952,105,52,53,52,0.0614987222220852,0.0534780873025092,0.4992877556808228,0.281311363442329,0.029544775999966,True,True,True,674,674,674,7,0.1978979682811819,19.70255630779526,0.0,0.0,missing_p50_rep21_seed75.csv,LRMC_SoftImpute_completed_p50_rep21_seed75.csv,
LRMC-SoftImpute,50,22,76,LRMC_SoftImpute_completed_p50_rep22_seed76.csv,lrmc_softimpute_outputs/completed_matrices/LRMC_SoftImpute_completed_p50_rep22_seed76.csv,0.4952380952380952,105,52,53,52,0.0565454477041224,0.0488422455300097,0.5180432997441149,0.3863228890975838,0.0190852050000103,True,True,True,482,482,482,7,0.1934703660043473,26.369098105473345,0.0,0.0,missing_p50_rep22_seed76.csv,LRMC_SoftImpute_completed_p50_rep22_seed76.csv,
