method,pct_missing,replicate,mask_seed,file,path,missingness_actual,n_pairs_total,n_missing,n_observed,optimized_variables,RMSE_miss,MAE_miss,Pearson_miss,Spearman_miss,runtime_seconds,success,success_numerical,success_valid_matrix,iters_used,epochs_used,convergence_epoch,final_rank,Delta_normalized_completed,Delta_relative_to_original,max_abs_error_observed,mean_abs_error_observed,masked_file,completed_file,error_message
LRMC-SoftImpute,50,6,60,LRMC_SoftImpute_completed_p50_rep06_seed60.csv,lrmc_softimpute_outputs/completed_matrices/LRMC_SoftImpute_completed_p50_rep06_seed60.csv,0.4952380952380952,105,52,53,52,0.1114124199891219,0.0962398095045606,0.2201741170236928,0.1459062580039272,0.0628523200000472,True,True,True,1499,1499,1499,8,0.1828490141166721,21.40515679336476,0.0,0.0,missing_p50_rep06_seed60.csv,LRMC_SoftImpute_completed_p50_rep06_seed60.csv,
LRMC-SoftImpute,50,7,61,LRMC_SoftImpute_completed_p50_rep07_seed61.csv,lrmc_softimpute_outputs/completed_matrices/LRMC_SoftImpute_completed_p50_rep07_seed61.csv,0.4952380952380952,105,52,53,52,0.1078948027757376,0.0932241010013612,0.1758861840829161,0.2142918125160078,0.0394298549999803,True,True,True,1165,1165,1165,9,0.1718784942092396,22.107206176142057,0.0,0.0,missing_p50_rep07_seed61.csv,LRMC_SoftImpute_completed_p50_rep07_seed61.csv,
LRMC-SoftImpute,50,8,62,LRMC_SoftImpute_completed_p50_rep08_seed62.csv,lrmc_softimpute_outputs/completed_matrices/LRMC_SoftImpute_completed_p50_rep08_seed62.csv,0.4952380952380952,105,52,53,52,0.1081481678024217,0.0932387459049948,0.4165811705042589,0.3892256467173226,0.0827229179999449,True,True,True,2173,2173,2173,7,0.1931019373792501,27.96285584551872,0.0,0.0,missing_p50_rep08_seed62.csv,LRMC_SoftImpute_completed_p50_rep08_seed62.csv,
LRMC-SoftImpute,50,9,63,LRMC_SoftImpute_completed_p50_rep09_seed63.csv,lrmc_softimpute_outputs/completed_matrices/LRMC_SoftImpute_completed_p50_rep09_seed63.csv,0.4952380952380952,105,52,53,52,0.1260536410902166,0.1065143054826148,0.1003939269803868,-0.0020490053786391,0.0813213650001216,True,True,True,2232,2232,2232,7,0.1969321386886877,28.66820989747008,0.0,0.0,missing_p50_rep09_seed63.csv,LRMC_SoftImpute_completed_p50_rep09_seed63.csv,
LRMC-SoftImpute,50,10,64,LRMC_SoftImpute_completed_p50_rep10_seed64.csv,lrmc_softimpute_outputs/completed_matrices/LRMC_SoftImpute_completed_p50_rep10_seed64.csv,0.4952380952380952,105,52,53,52,0.1070210588755332,0.0934900548488443,0.3762298761891977,0.2870315034576965,0.1347189110001636,True,True,True,3788,3788,3788,7,0.1815928448125342,24.609040584744964,0.0,0.0,missing_p50_rep10_seed64.csv,LRMC_SoftImpute_completed_p50_rep10_seed64.csv,
LRMC-SoftImpute,50,11,65,LRMC_SoftImpute_completed_p50_rep11_seed65.csv,lrmc_softimpute_outputs/completed_matrices/LRMC_SoftImpute_completed_p50_rep11_seed65.csv,0.4952380952380952,105,52,53,52,0.1147415266469962,0.0974921329794021,0.2570919583160371,0.0992060104157773,0.0351084390001688,True,True,True,1024,1024,1024,8,0.1887968349680937,22.797670820881592,0.0,0.0,missing_p50_rep11_seed65.csv,LRMC_SoftImpute_completed_p50_rep11_seed65.csv,
LRMC-SoftImpute,50,12,66,LRMC_SoftImpute_completed_p50_rep12_seed66.csv,lrmc_softimpute_outputs/completed_matrices/LRMC_SoftImpute_completed_p50_rep12_seed66.csv,0.4952380952380952,105,52,53,52,0.114700347237697,0.0987360224744875,0.1829421915735169,0.1055237769999146,0.0582115090001025,True,True,True,1479,1479,1479,8,0.1825232292691676,21.723776658842837,0.0,0.0,missing_p50_rep12_seed66.csv,LRMC_SoftImpute_completed_p50_rep12_seed66.csv,
LRMC-SoftImpute,50,13,67,LRMC_SoftImpute_completed_p50_rep13_seed67.csv,lrmc_softimpute_outputs/completed_matrices/LRMC_SoftImpute_completed_p50_rep13_seed67.csv,0.4952380952380952,105,52,53,52,0.1142856129972299,0.0983636496532285,0.2744684199863104,0.2918125160078544,0.1054635440000311,True,True,True,2965,2965,2965,8,0.1924104937294514,26.8166826070915,0.0,0.0,missing_p50_rep13_seed67.csv,LRMC_SoftImpute_completed_p50_rep13_seed67.csv,
LRMC-SoftImpute,50,14,68,LRMC_SoftImpute_completed_p50_rep14_seed68.csv,lrmc_softimpute_outputs/completed_matrices/LRMC_SoftImpute_completed_p50_rep14_seed68.csv,0.4952380952380952,105,52,53,52,0.1013845153080167,0.088824187814061,0.5602086829304539,0.595321437718774,0.0732219919998442,True,True,True,1916,1916,1916,8,0.1956004950013226,26.277605329631918,0.0,0.0,missing_p50_rep14_seed68.csv,LRMC_SoftImpute_completed_p50_rep14_seed68.csv,
LRMC-SoftImpute,50,15,69,LRMC_SoftImpute_completed_p50_rep15_seed69.csv,lrmc_softimpute_outputs/completed_matrices/LRMC_SoftImpute_completed_p50_rep15_seed69.csv,0.4952380952380952,105,52,53,52,0.1109585665119838,0.0895635940011278,0.3568579014080171,0.2575770511397592,0.161375659999976,True,True,True,4017,4017,4017,7,0.1833968479315474,24.745480405706807,0.0,0.0,missing_p50_rep15_seed69.csv,LRMC_SoftImpute_completed_p50_rep15_seed69.csv,
