method,pct_missing,replicate,mask_seed,file,path,success_tree,error_message_tree,nj_tree_file,missingness_actual,n_pairs_total,n_missing,n_observed,optimized_variables,imputed_variables,n_neighbors_requested,n_neighbors_effective,knn_weights,knn_metric,RMSE_miss,MAE_miss,Pearson_miss,Spearman_miss,runtime_seconds,success,success_numerical,success_valid_matrix,epochs_used,convergence_epoch,max_abs_error_observed,mean_abs_error_observed,RF,nRF,shared_splits,ref_splits,est_splits,split_precision,split_recall,split_F1,false_positive_splits,false_negative_splits,nj_vs_ML_pat_MAE,nj_vs_ML_pat_RMSE,nj_vs_ML_pat_Pearson,nj_vs_ML_pat_Spearman,input_vs_ML_pat_MAE,input_vs_ML_pat_RMSE,input_vs_ML_pat_Pearson,input_vs_ML_pat_Spearman,n_taxa,matched_matrix_labels_json
KNN-Impute,30,21,75,KNNimpute_completed_p30_rep21_seed75.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p30_rep21_seed75.csv,True,,KNN-Impute_NJ_p30_rep21_seed75.treefile,0.3047619047619048,105,32,73,0,32,5,5,distance,nan_euclidean,0.0690466086770696,0.0631358366480896,0.8396070915386455,0.811217008797654,0.0020736169999509,True,True,True,0,0,0.0,0.0,8.0,0.3333333333333333,8.0,12.0,12.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,T2|T3|T4;T10|T13|T14|T15;T1|T2|T3|T4|T6;T10|T11|T12|T13|T14|T15,T1|T2|T3;T10|T7|T8|T9;T1|T2|T3|T4|T5;T11|T12|T13|T14|T15,0.4220045570549718,0.47083126741425646,0.8677236803964693,0.8648351648351649,0.4239795634186018,0.4737849042562906,0.8052632161633569,0.7778975741239891,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
KNN-Impute,30,22,76,KNNimpute_completed_p30_rep22_seed76.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p30_rep22_seed76.csv,True,,KNN-Impute_NJ_p30_rep22_seed76.treefile,0.3047619047619048,105,32,73,0,32,5,5,distance,nan_euclidean,0.0719164575744418,0.0626505732091088,0.6452052270852905,0.6264662756598239,0.0030729940001492,True,True,True,0,0,0.0,0.0,14.0,0.5833333333333334,5.0,12.0,12.0,0.4166666666666667,0.4166666666666667,0.4166666666666667,T10|T6;T13|T8;T5|T7;T14|T15|T9;T11|T12|T5|T7;T13|T14|T15|T8|T9;T1|T10|T2|T3|T4|T6,T7|T8;T13|T14|T15;T7|T8|T9;T10|T7|T8|T9;T1|T2|T3|T4|T5;T11|T12|T13|T14|T15;T1|T2|T3|T4|T5|T6,0.42464215644844155,0.47678694445022735,0.7795586279837128,0.7607920381505288,0.423799260327676,0.47416653375485923,0.7936834985508024,0.7711071946921002,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
KNN-Impute,30,23,77,KNNimpute_completed_p30_rep23_seed77.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p30_rep23_seed77.csv,True,,KNN-Impute_NJ_p30_rep23_seed77.treefile,0.3047619047619048,105,32,73,0,32,5,5,distance,nan_euclidean,0.0652941119703669,0.0525504805466444,0.709637022242362,0.7067448680351905,0.0021447699998589,True,True,True,0,0,0.0,0.0,10.0,0.4166666666666667,7.0,12.0,12.0,0.5833333333333334,0.5833333333333334,0.5833333333333334,T10|T8;T13|T15;T4|T6;T10|T7|T8;T1|T2|T3|T4|T6,T14|T15;T7|T8;T7|T8|T9;T1|T2|T3|T4;T1|T2|T3|T4|T5,0.42154870434309233,0.4707403762212625,0.8674969201035201,0.8704748082106571,0.4204525216847977,0.46979769214527584,0.8236027057893247,0.8148558988181629,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
KNN-Impute,30,24,78,KNNimpute_completed_p30_rep24_seed78.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p30_rep24_seed78.csv,True,,KNN-Impute_NJ_p30_rep24_seed78.treefile,0.3047619047619048,105,32,73,0,32,5,5,distance,nan_euclidean,0.0573774837174815,0.0514636016863633,0.9249098495176704,0.7950879765395894,0.0021122460000242,True,True,True,0,0,0.0,0.0,14.0,0.5833333333333334,5.0,12.0,12.0,0.4166666666666667,0.4166666666666667,0.4166666666666667,T10|T12;T11|T14;T11|T13|T14;T2|T3|T4;T11|T13|T14|T15;T10|T12|T7|T8|T9;T11|T13|T14|T15|T6,T11|T12;T14|T15;T1|T2|T3;T13|T14|T15;T10|T7|T8|T9;T11|T12|T13|T14|T15;T1|T2|T3|T4|T5|T6,0.42246689695316436,0.47387275793170347,0.8267033303196077,0.8125958946713664,0.42042231085883763,0.4692389375404456,0.8498554776910422,0.8169603980924736,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
KNN-Impute,30,25,79,KNNimpute_completed_p30_rep25_seed79.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p30_rep25_seed79.csv,True,,KNN-Impute_NJ_p30_rep25_seed79.treefile,0.3047619047619048,105,32,73,0,32,5,5,distance,nan_euclidean,0.0597455349241528,0.048434862851749,0.8048102365653483,0.7686950146627565,0.0027921970001898,True,True,True,0,0,0.0,0.0,8.0,0.3333333333333333,8.0,12.0,12.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,T10|T7;T13|T15;T5|T6;T8|T9,T14|T15;T7|T8;T7|T8|T9;T1|T2|T3|T4|T5,0.41929406629986504,0.465625643174056,0.9168100238823489,0.9430541156956251,0.4194938438557804,0.46643495166742244,0.8692975019347242,0.8727037113829567,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
KNN-Impute,30,26,80,KNNimpute_completed_p30_rep26_seed80.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p30_rep26_seed80.csv,True,,KNN-Impute_NJ_p30_rep26_seed80.treefile,0.3047619047619048,105,32,73,0,32,5,5,distance,nan_euclidean,0.0608149319559453,0.0514600413243378,0.8488091368320205,0.721774193548387,0.0021852569998372,True,True,True,0,0,0.0,0.0,10.0,0.4166666666666667,7.0,12.0,12.0,0.5833333333333334,0.5833333333333334,0.5833333333333334,T10|T8;T13|T14;T5|T6;T10|T8|T9;T11|T12|T15,T14|T15;T7|T8;T13|T14|T15;T7|T8|T9;T1|T2|T3|T4|T5,0.4207566128364641,0.46838007734435366,0.8795407690266045,0.8662036077130416,0.4204212257961251,0.4683592883009932,0.8420458317001127,0.8232738959154053,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
KNN-Impute,30,27,81,KNNimpute_completed_p30_rep27_seed81.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p30_rep27_seed81.csv,True,,KNN-Impute_NJ_p30_rep27_seed81.treefile,0.3047619047619048,105,32,73,0,32,5,5,distance,nan_euclidean,0.0634039878217121,0.0576700365215958,0.827392124258474,0.7716275659824047,0.002554481000061,True,True,True,0,0,0.0,0.0,16.0,0.6666666666666666,4.0,12.0,12.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,T11|T14;T12|T9;T5|T6;T11|T14|T15;T12|T8|T9;T11|T13|T14|T15;T12|T7|T8|T9;T10|T12|T7|T8|T9,T11|T12;T14|T15;T7|T8;T13|T14|T15;T7|T8|T9;T10|T7|T8|T9;T1|T2|T3|T4|T5;T11|T12|T13|T14|T15,0.4209618095887897,0.47130852606567675,0.8436378120149893,0.8002384408044785,0.42228202843015644,0.4720040320059949,0.819558022945595,0.7720091229525191,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
KNN-Impute,30,28,82,KNNimpute_completed_p30_rep28_seed82.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p30_rep28_seed82.csv,True,,KNN-Impute_NJ_p30_rep28_seed82.treefile,0.3047619047619048,105,32,73,0,32,5,5,distance,nan_euclidean,0.0665119051925709,0.0537759903978669,0.7995521175896987,0.7774926686217009,0.0025513020000289,True,True,True,0,0,0.0,0.0,10.0,0.4166666666666667,7.0,12.0,12.0,0.5833333333333334,0.5833333333333334,0.5833333333333334,T1|T5;T13|T15;T7|T9;T1|T2|T3|T5;T1|T10|T2|T3|T4|T5|T6,T14|T15;T7|T8;T1|T2|T3;T1|T2|T3|T4;T10|T7|T8|T9,0.41871279030941494,0.46623615311496014,0.8611954697456633,0.8641820443707237,0.42112703884710545,0.46876999774919825,0.8322583577639373,0.8333920796184947,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
KNN-Impute,30,29,83,KNNimpute_completed_p30_rep29_seed83.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p30_rep29_seed83.csv,True,,KNN-Impute_NJ_p30_rep29_seed83.treefile,0.3047619047619048,105,32,73,0,32,5,5,distance,nan_euclidean,0.0624625009841128,0.0566550685445171,0.8344005998658299,0.7001466275659822,0.0023378519999823,True,True,True,0,0,0.0,0.0,18.0,0.75,3.0,12.0,12.0,0.25,0.25,0.25,T10|T14;T11|T13;T12|T15;T4|T5;T8|T9;T1|T4|T5;T2|T3|T6;T11|T12|T13|T15;T10|T11|T12|T13|T14|T15,T11|T12;T14|T15;T7|T8;T1|T2|T3;T13|T14|T15;T1|T2|T3|T4;T10|T7|T8|T9;T1|T2|T3|T4|T5;T11|T12|T13|T14|T15,0.42062121334885144,0.47134064460261976,0.8098627558609928,0.7478332987766949,0.4212008796044985,0.4704637825859616,0.8167538710014903,0.7637569977192619,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
KNN-Impute,30,30,84,KNNimpute_completed_p30_rep30_seed84.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p30_rep30_seed84.csv,True,,KNN-Impute_NJ_p30_rep30_seed84.treefile,0.3047619047619048,105,32,73,0,32,5,5,distance,nan_euclidean,0.0621354888632154,0.0504914026360044,0.831420795407568,0.8310117302052785,0.0021225329999197,True,True,True,0,0,0.0,0.0,8.0,0.3333333333333333,8.0,12.0,12.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,T13|T15;T8|T9;T2|T3|T5;T1|T2|T3|T5,T14|T15;T7|T8;T1|T2|T3;T1|T2|T3|T4,0.4213391051616782,0.46712528760328426,0.9088018125083385,0.9181629691063653,0.42012602162444257,0.46618540346491866,0.8704544468201458,0.892566867095169,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
KNN-Impute,50,1,55,KNNimpute_completed_p50_rep01_seed55.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p50_rep01_seed55.csv,True,,KNN-Impute_NJ_p50_rep01_seed55.treefile,0.4952380952380952,105,52,53,0,52,5,5,distance,nan_euclidean,0.0661261617419464,0.0554696218792989,0.7298411859479813,0.7432767011013405,0.0021139559999028,True,True,True,0,0,0.0,0.0,14.0,0.5833333333333334,5.0,12.0,12.0,0.4166666666666667,0.4166666666666667,0.4166666666666667,T1|T3;T13|T15;T2|T4;T5|T6;T7|T9;T2|T4|T5|T6;T1|T10|T2|T3|T4|T5|T6,T14|T15;T2|T3;T7|T8;T1|T2|T3;T1|T2|T3|T4;T10|T7|T8|T9;T1|T2|T3|T4|T5,0.42996337351757036,0.4750614306447044,0.8506263269239039,0.7746941737507774,0.4306514988769775,0.4761297016494573,0.782038990450023,0.7598486419241136,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
KNN-Impute,50,2,56,KNNimpute_completed_p50_rep02_seed56.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p50_rep02_seed56.csv,True,,KNN-Impute_NJ_p50_rep02_seed56.treefile,0.4952380952380952,105,52,53,0,52,5,5,distance,nan_euclidean,0.0684229266808591,0.0605616093759043,0.8568533141562081,0.500042687612055,0.006776813999977,True,True,True,0,0,0.0,0.0,14.0,0.5833333333333334,5.0,12.0,12.0,0.4166666666666667,0.4166666666666667,0.4166666666666667,T11|T13;T12|T14;T8|T9;T2|T3|T4;T11|T12|T13|T14;T11|T12|T13|T14|T6;T11|T12|T13|T14|T15|T6,T11|T12;T14|T15;T7|T8;T1|T2|T3;T13|T14|T15;T11|T12|T13|T14|T15;T1|T2|T3|T4|T5|T6,0.4354728099564605,0.4850403070402345,0.7898082293258936,0.7160999377980509,0.43473058165487,0.48593776904112274,0.7114999594369409,0.6081899232842629,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
KNN-Impute,50,3,57,KNNimpute_completed_p50_rep03_seed57.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p50_rep03_seed57.csv,True,,KNN-Impute_NJ_p50_rep03_seed57.treefile,0.4952380952380952,105,52,53,0,52,5,5,distance,nan_euclidean,0.0703130337831495,0.0542180481111734,0.7739115408034627,0.7330316742081447,0.0022417109998968,True,True,True,0,0,0.0,0.0,10.0,0.4166666666666667,7.0,12.0,12.0,0.5833333333333334,0.5833333333333334,0.5833333333333334,T1|T4;T10|T8;T13|T15;T7|T9;T2|T3|T5,T14|T15;T7|T8;T1|T2|T3;T7|T8|T9;T1|T2|T3|T4,0.431248664125868,0.47570772851615495,0.8704905011459753,0.895210449927431,0.4315890084570985,0.47715837326268334,0.7918959874482127,0.7617665353514409,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
KNN-Impute,50,4,58,KNNimpute_completed_p50_rep04_seed58.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p50_rep04_seed58.csv,True,,KNN-Impute_NJ_p50_rep04_seed58.treefile,0.4952380952380952,105,52,53,0,52,5,5,distance,nan_euclidean,0.0598830511281958,0.0519119542147271,0.8611831908189012,0.7873303167420814,0.0022594210001898,True,True,True,0,0,0.0,0.0,12.0,0.5,6.0,12.0,12.0,0.5,0.5,0.5,T10|T8;T13|T15;T4|T6;T10|T7|T8;T2|T3|T5;T1|T2|T3|T5,T14|T15;T7|T8;T1|T2|T3;T7|T8|T9;T1|T2|T3|T4;T1|T2|T3|T4|T5,0.4306130327896601,0.47797678934475546,0.8750927274178958,0.8286854654779182,0.4303401266969569,0.47786652509158145,0.8124077004015003,0.7361808003317437,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
KNN-Impute,50,5,59,KNNimpute_completed_p50_rep05_seed59.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p50_rep05_seed59.csv,True,,KNN-Impute_NJ_p50_rep05_seed59.treefile,0.4952380952380952,105,52,53,0,52,5,5,distance,nan_euclidean,0.0673788602435756,0.0553663834385546,0.7413458418263223,0.7329462989840348,0.0030606239999997,True,True,True,0,0,0.0,0.0,18.0,0.75,3.0,12.0,12.0,0.25,0.25,0.25,T10|T8;T13|T14;T2|T6;T7|T9;T11|T12|T15;T2|T3|T6;T1|T2|T3|T6;T1|T2|T3|T5|T6;T10|T11|T12|T13|T14|T15|T8,T14|T15;T2|T3;T7|T8;T1|T2|T3;T13|T14|T15;T7|T8|T9;T1|T2|T3|T4;T10|T7|T8|T9;T1|T2|T3|T4|T5,0.4283140676772392,0.4766716401162004,0.7514170242969648,0.65155504872486,0.4307498814085118,0.47825907625873,0.7804262713682456,0.7295562927638399,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
KNN-Impute,50,6,60,KNNimpute_completed_p50_rep06_seed60.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p50_rep06_seed60.csv,True,,KNN-Impute_NJ_p50_rep06_seed60.treefile,0.4952380952380952,105,52,53,0,52,5,5,distance,nan_euclidean,0.0665156149228063,0.0557754696311219,0.6918869612919425,0.7563391103901649,0.0031805850001092,True,True,True,0,0,0.0,0.0,18.0,0.75,3.0,12.0,12.0,0.25,0.25,0.25,T10|T12;T13|T15;T4|T6;T8|T9;T11|T13|T15;T4|T5|T6;T1|T14|T2|T3;T10|T11|T12|T13|T15;T1|T14|T2|T3|T4|T5|T6,T11|T12;T14|T15;T7|T8;T13|T14|T15;T1|T2|T3|T4;T10|T7|T8|T9;T1|T2|T3|T4|T5;T11|T12|T13|T14|T15;T1|T2|T3|T4|T5|T6,0.4325040993995146,0.48523005764368443,0.7265469665262655,0.7420588845117146,0.4308971436620142,0.4813306369966527,0.746685855888756,0.730966203607713,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
KNN-Impute,50,7,61,KNNimpute_completed_p50_rep07_seed61.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p50_rep07_seed61.csv,True,,KNN-Impute_NJ_p50_rep07_seed61.treefile,0.4952380952380952,105,52,53,0,52,5,5,distance,nan_euclidean,0.0622531620503769,0.0560438790282628,0.8533540660262848,0.8554597455818321,0.0025373030000537,True,True,True,0,0,0.0,0.0,16.0,0.6666666666666666,4.0,12.0,12.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,T10|T8;T13|T15;T14|T7;T4|T6;T10|T8|T9;T4|T5|T6;T11|T12|T13|T15;T10|T14|T7|T8|T9,T14|T15;T7|T8;T13|T14|T15;T7|T8|T9;T1|T2|T3|T4;T10|T7|T8|T9;T1|T2|T3|T4|T5;T11|T12|T13|T14|T15,0.43156807017910115,0.48105424239795774,0.8369227172771636,0.8325419863155712,0.4317215656323434,0.4797175561908132,0.809793349699513,0.7863466721957287,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
KNN-Impute,50,8,62,KNNimpute_completed_p50_rep08_seed62.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p50_rep08_seed62.csv,True,,KNN-Impute_NJ_p50_rep08_seed62.treefile,0.4952380952380952,105,52,53,0,52,5,5,distance,nan_euclidean,0.074504668558521,0.0560062642775919,0.6655622369952503,0.6216170067446427,0.0021121260001564,True,True,True,0,0,0.0,0.0,16.0,0.6666666666666666,4.0,12.0,12.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,T1|T4;T10|T5;T13|T15;T10|T5|T6;T11|T13|T15;T11|T12|T13|T15;T1|T10|T2|T3|T4|T5|T6;T11|T12|T13|T14|T15|T7|T8,T11|T12;T14|T15;T1|T2|T3;T13|T14|T15;T7|T8|T9;T10|T7|T8|T9;T1|T2|T3|T4|T5;T1|T2|T3|T4|T5|T6,0.4304646876176143,0.47875195153782174,0.7672629176208905,0.7474600870827286,0.4319600801980919,0.480230199960858,0.7457857864336666,0.7551109268090399,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
KNN-Impute,50,9,63,KNNimpute_completed_p50_rep09_seed63.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p50_rep09_seed63.csv,True,,KNN-Impute_NJ_p50_rep09_seed63.treefile,0.4952380952380952,105,52,53,0,52,5,5,distance,nan_euclidean,0.0654690359203012,0.053302540374472,0.747783759047683,0.6220438828651926,0.0023285940001187,True,True,True,0,0,0.0,0.0,16.0,0.6666666666666666,4.0,12.0,12.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,T10|T8;T11|T15;T13|T14;T10|T7|T8;T11|T12|T15;T13|T14|T6;T11|T12|T15|T5;T1|T13|T14|T2|T3|T4|T6,T11|T12;T14|T15;T7|T8;T13|T14|T15;T7|T8|T9;T1|T2|T3|T4|T5;T11|T12|T13|T14|T15;T1|T2|T3|T4|T5|T6,0.43031616467627926,0.48111391730656566,0.7548214055507635,0.8034625751606883,0.4307653221881394,0.48212116088213,0.7271439660891124,0.6705266431681526,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
KNN-Impute,50,10,64,KNNimpute_completed_p50_rep10_seed64.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p50_rep10_seed64.csv,True,,KNN-Impute_NJ_p50_rep10_seed64.treefile,0.4952380952380952,105,52,53,0,52,5,5,distance,nan_euclidean,0.0565461722181353,0.0477006314140649,0.8455421787399042,0.7542901050115256,0.0023115039998629,True,True,True,0,0,0.0,0.0,12.0,0.5,6.0,12.0,12.0,0.5,0.5,0.5,T10|T7;T13|T14;T8|T9;T2|T3|T4;T10|T15|T7|T8|T9;T10|T13|T14|T15|T7|T8|T9,T14|T15;T7|T8;T1|T2|T3;T13|T14|T15;T7|T8|T9;T11|T12|T13|T14|T15,0.4273595040854823,0.4788885691219387,0.7789078989774733,0.7432303545511092,0.4275395452400417,0.4760738671415932,0.8094761624112425,0.7894049346879536,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
KNN-Impute,50,11,65,KNNimpute_completed_p50_rep11_seed65.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p50_rep11_seed65.csv,True,,KNN-Impute_NJ_p50_rep11_seed65.treefile,0.4952380952380952,105,52,53,0,52,5,5,distance,nan_euclidean,0.0657890749604701,0.0511734750657427,0.7437060199889092,0.6182019977802441,0.0025899760000811,True,True,True,0,0,0.0,0.0,16.0,0.6666666666666666,4.0,12.0,12.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,T1|T3;T10|T8;T13|T15;T2|T6;T7|T9;T1|T3|T4;T11|T12|T13|T15;T1|T2|T3|T4|T6,T14|T15;T2|T3;T7|T8;T1|T2|T3;T13|T14|T15;T7|T8|T9;T1|T2|T3|T4;T1|T2|T3|T4|T5,0.43130125312801293,0.4798242061784263,0.7981405137055798,0.7329048310180385,0.42983578527015065,0.47971031478591436,0.7407869650695603,0.6827285921625544,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
KNN-Impute,50,12,66,KNNimpute_completed_p50_rep12_seed66.csv,knn_impute_outputs/completed_matrices/KNNimpute_completed_p50_rep12_seed66.csv,True,,KNN-Impute_NJ_p50_rep12_seed66.treefile,0.4952380952380952,105,52,53,0,52,5,5,distance,nan_euclidean,0.0642641365712136,0.0556534745400602,0.8052042799380746,0.602236830871681,0.0021986159999869,True,True,True,0,0,0.0,0.0,20.0,0.8333333333333334,2.0,12.0,12.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,T11|T13;T12|T14;T15|T8;T2|T4;T5|T6;T15|T7|T8;T2|T3|T4;T11|T12|T13|T14;T15|T7|T8|T9;T1|T10|T2|T3|T4|T5|T6,T11|T12;T14|T15;T2|T3;T7|T8;T1|T2|T3;T13|T14|T15;T7|T8|T9;T10|T7|T8|T9;T1|T2|T3|T4|T5;T11|T12|T13|T14|T15,0.4319636462828758,0.48328976544194874,0.7581798800898516,0.7202363674061787,0.43181786358220514,0.48188163140313717,0.7477510351761856,0.6864088741447232,15,"{""0"":""T1"",""1"":""T2"",""2"":""T3"",""3"":""T4"",""4"":""T5"",""5"":""T6"",""6"":""T7"",""7"":""T8"",""8"":""T9"",""9"":""T10"",""10"":""T11"",""11"":""T12"",""12"":""T13"",""13"":""T14"",""14"":""T15""}"
